Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity
1911,CORNWALL,Male,mechanical engineer apprentice,278,84190,1,84190,ENGINE AND MACHINE MAKERS (UNDEFINED - NOT TEXTILE),Other Machinery Fitters and Machine Assemblers,
1911,LONDON,Female,managerass,713,51020,1,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),simple
1911,NORTHUMBERLAND,Male,bay,999,-1,1,0,,,simple
1911,KENT,Male,post office over car london postal service,2,37020,1,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,
1911,DERBYSHIRE,Male,baliff farm,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,
1911,LANCASHIRE,Male,pcker,750,94990,2,94990,OTHER WORKERS IN SUNDRY INDUSTRIES,Other Production and Related Workers Not Elsewhere Classified,simple
1911,CUMBERLAND,Male,house joiner and wood turner,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",
1911,YORKSHIRE WEST RIDING,Male,farmer son woking on farm,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",
1911,ESSEX,Male,apprentice engineering woks,363,84400,1,87370,MOTOR CAR CHASSIS MAKER: MOTOR CAR MECHANIC,Vehicle Sheet-Metal Worker,
1911,LEICESTERSHIRE,Female,shop girl sewing machinists,272,83400,1,83410,METAL MACHINISTS (DOMESTIC MACHINERY MAKING),"MachineTool Operator, General",
1911,WESTMORLAND,Female,retired teacher,52,13200,3,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",
1911,LONDON,Male,retired shipmaster,157,4250,3,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",
1911,SUFFOLK,Female,bank of england pensioner and o a p widow of a bank of england clerk,790,99999,1,99999,WIDOWS (OF NO SPECIFIED OCCUPATION),Unspecified worktitle or several titles,
1911,ESSEX,Male,farm labourour,181,62110,2,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1911,LANCASHIRE,Male,stitcher cotton goods,548,75100,1,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,
1911,WORCESTERSHIRE,Male,farm labourer man,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,moderate
1911,MIDDLESEX,Male,genl farm labourer,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1911,CARNARVONSHIRE,Male,retired collengoods buyer,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1911,NOTTINGHAMSHIRE,Male,tailor maker ladies and gents,653,79120,1,79100,TAILORS (NOT MERCHANTS) - DEFAULT,"Tailor, Specialisation Unknown",
1911,SURREY,Male,army accountant maker,513,94990,1,94990,HAIR PLUME MAKERS,Other Production and Related Workers Not Elsewhere Classified,moderate
1911,ISLANDS IN THE BRITISH SEAS,Male,fruit agent and grower,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,
1911,KENT,Female,boarding house keeper kitchen maid,82,54090,1,54090,"DOMESTIC INDOOR SERVANTS IN HOTELS, LODGING HOUSES AND EATING HOUSES",Other Maids and Related Housekeeping Service Workers,
1911,WARWICKSHIRE,Male,insurance agents london and,124,44120,1,44120,INSURANCE AGENTS,Insurance Salesman,
1911,DURHAM,Female,daily domestic servant,102,54010,3,54020,"DAY GIRLS, DAY SERVANTS (OTHER INDOOR)",House Servant,
1911,OXFORDSHIRE,Male,telegraph boy,172,38010,4,38000,"TELEGRAPH, TELEPHONE--SERVICE (NOT GOVERNMENT)","Telephone or Telegraph Operator, Specialisation Unknown",
1911,MIDDLESEX,Male,tea shop inspector,758,41010,1,41025,GENERAL SHOPKEEPERS DEALERS,Working Proprietor (Wholesale or Retail Trade),
1911,YORKSHIRE WEST RIDING,Male,wire drawer silver,313,83860,1,72725,WIRE MAKERS WORKERS WEAVERS,Wire Drawer (Hand or Machine),
1911,LANCASHIRE,Male,biscuit warehouse man,168,97190,1,97145,WAREHOUSEMEN (NOT MANCHESTER GOODS),Warehouse Porter,
1911,WARWICKSHIRE,Male,provisions stores,680,41010,1,41025,PROVISION DEALERS,Working Proprietor (Wholesale or Retail Trade),
1911,LONDON,Male,joiner,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",
1911,YORKSHIRE WEST RIDING,Male,stuff merchant apprentice,631,41010,1,41025,CLOTH WORSTED AND STUFF MERCHANTS DEALERS,Working Proprietor (Wholesale or Retail Trade),
1911,MIDDLESEX,Male,fishmongers canvasser,499,41010,1,41025,SOAP DEALERS,Working Proprietor (Wholesale or Retail Trade),
1911,DEVON,Male,work on farm farmers son,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",
1911,LANCASHIRE,Female,plain cloth weaver calico,561,75200,1,75432,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Cloth Weaver (Hand or Machine),
1911,SUSSEX,Female,housemaid domestic servant,84,54020,29,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1911,YORKSHIRE WEST RIDING,Male,laundry wash houseman,105,56000,2,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",
1911,CARNARVONSHIRE,Male,builders stone mason,414,95110,1,95140,MASON,Stonemason (Construction),
1911,LONDON,Female,marnell,597,79990,1,75922,TRIMMING MAKERS,Braid Maker (Hand or Machine),simple
1911,LANCASHIRE,Female,machinist unbrella,771,83400,1,79550,MACHINISTS MACHINE WORKERS UNDEFINED,Sewing-Machine Operator,
1911,OXFORDSHIRE,Male,iron foundry foreman,259,72400,2,72420,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED",Metal Pourer,
1911,SUFFOLK,Female,telephonist,172,38010,8,38000,"TELEGRAPH, TELEPHONE--SERVICE (NOT GOVERNMENT)","Telephone or Telegraph Operator, Specialisation Unknown",
1911,FLINTSHIRE,Male,apprentice butcher,682,77310,2,77310,BUTCHERS AND MEAT SALESMEN,"Butcher, General",
1911,CARNARVONSHIRE,Male,assistand,43,6200,1,6420,DENTISTS AND DENTISTS ASSISTANTS,Dental Assistant,simple
1911,SURREY,Male,post office sorting clerk and telegraphist,2,37020,11,37010,OTHER POST OFFICE OFFICERS AND CLERKS,"Mail Distribution Clerk, General",
1911,LANCASHIRE,Female,bill poster,731,59990,1,59990,BILLSTICKERS,Other Service Workers Not Elsewhere Classified,
1911,BEDFORDSHIRE,Male,cart painter,368,94990,1,81920,PERAMBULATOR MAKER,CoachBody Builder,
1911,YORKSHIRE WEST RIDING,Male,coal miner trammercoal mine,198,71120,1,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",complex
1911,ESSEX,Male,coach makers apprentice,365,81300,2,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,
1911,LONDON,Male,journeyman dining cleaner,110,55230,1,55230,WINDOW CLEANERS,Window Cleaner,
1911,DEVON,Male,joiner ships,349,87530,1,87450,SHIPWRIGHTS - METAL SHIPS,Metal Shipwright,
1911,YORKSHIRE WEST RIDING,Female,assist,768,84110,15,84910,ARTISANS MECHANICS,"Machinery Mechanic, General",simple
1911,SOMERSET,Female,p carpenter,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,
1911,LONDON,Male,carter market jobber,141,98550,1,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),moderate
1911,WARWICKSHIRE,Female,consulting engineers typist,253,83230,1,83240,PATTERNMAKERS (ENGINE AND MACHINE MAKING (UNDEFINED - NOT TEXTILE),Metal Pattern Maker (Foundry),
1911,WILTSHIRE,Female,husband carpenter in hospital,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,
1911,MONMOUTHSHIRE,Female,apprentice book binding,542,92600,1,92625,BOOKBINDERS,Bookbinder (Hand or Machine),
1911,MIDDLESEX,Male,plumber lead,425,87130,2,87105,"PLUMBER, PIPE FITTER","Plumber, General",
1911,LANCASHIRE,Male,schoolgirl,787,99999,2,99999,SCHOLARS ETC,Unspecified worktitle or several titles,simple
1911,WARWICKSHIRE,Male,brass stampen,267,83520,1,83590,BRASS FINISHERS,"Other Metal Grinders, Polishers and Tool Sharpeners",
1911,LANCASHIRE,Female,cotton operative cotton warper,555,79990,1,75000,COTTON & COTTON GOODS MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1911,LONDON,Male,carman wholesale milk,500,41015,3,41020,OTHER DEALERS IN CHEMICALS ETC,Working Proprietor (Wholesale Trade),moderate
1911,NORTHUMBERLAND,Male,late engineman coal mining,203,71190,1,71190,MINE SERVICE OTHERS (COAL),Other Miners and Quarrymen,
1911,LANCASHIRE,Male,cootton cloth loomer,627,75600,1,75600,UNDEFINED TEXTILE FINISHERS,"Bleachers, Dyers and Textile Product Finishers",
1911,RADNORSHIRE,Male,servant on farm,181,62110,3,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1911,WORCESTERSHIRE,Male,caretaker of savage works,97,55100,1,55290,"CARETAKER, OFFICE KEEPERS (NOT GOVERNMENT) - SCHOOL CLEANERS,CARETAKERS","Other Charworkers, Cleaners and Related Workers",
1911,LANCASHIRE,Male,carding master mill,761,22190,1,21110,"MANUFACTURERS, MANAGERS, SUPERINTENDENTS, FOREMEN (UNSPECIFIED)",General Manager,
1911,LANCASHIRE,Male,rent and debt collectors house and estate agents and insurance brokers,116,44330,1,44330,AUCTIONEERS APPRAISERS VALUERS HOUSE AGENTS,Appraiser,complex
1911,ISLANDS IN THE BRITISH SEAS,Male,dentistry,43,6200,2,6310,DENTISTS AND DENTISTS ASSISTANTS,"Dentist, General",
1911,ESSEX,Female,civil service telegraph clerk,1,38010,2,38000,"POST OFFICE - TELEGRAPHISTS, TELEPHONE OPERATORS","Telephone or Telegraph Operator, Specialisation Unknown",complex
1911,BERKSHIRE,Male,photographers printer,75,16300,1,16310,PHOTOGRAPHERS,"Photographer, General",
1911,SURREY,Male,forage carter,141,98550,2,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),
1911,HAMPSHIRE,Male,marine carrier,468,89120,1,89330,"SHEET, PLATE--GLASS MANUFACTURE",Glass-Annealing Furnaceman,moderate
1911,LANCASHIRE,Female,seacomb forewoman at belt works,508,80390,1,80310,LEATHER GOODS MANUFACTURE (BELTS ETC),"Leather Goods Maker, General",
1911,NORTHUMBERLAND,Female,general servant private means,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1911,SUSSEX,Male,blacksmith retired,262,83120,6,83110,BLACKSMITHS,"Blacksmith, General",
1911,STAFFORDSHIRE,Male,manufactures clerk,119,39310,6,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",
1911,STAFFORDSHIRE,Male,assists sancer maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,moderate
1911,SUFFOLK,Female,laundry work at home,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,complex
1911,CARMARTHENSHIRE,Male,insurance agent,124,44120,116,44120,INSURANCE AGENTS,Insurance Salesman,moderate
1911,LONDON,Male,aprentice steel bridge etc plater,244,72100,1,72000,"STEEL--MANUFACTURE, SMELTING, FOUNDING","Metal Processor, Specialisation Unknown",
1911,YORKSHIRE NORTH RIDING,Female,farmers step daughter dairy work,175,62113,2,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",
1911,LONDON,Female,infants wool boot maker for cox and farmer,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,
1911,LANCASHIRE,Female,factory cop winder,550,75200,4,75415,COTTON & COTTON GOODS MANUFACTURE WINDING WARPING PROCESSES,Beam Warper,moderate
1911,LANCASHIRE,Male,weft carrier in weaving shed,468,89120,1,89330,"SHEET, PLATE--GLASS MANUFACTURE",Glass-Annealing Furnaceman,
1911,SURREY,Male,needlewoman,659,79590,3,79510,SHIRTMAKERS AND SEAMSTRESSES,"Hand and Machine Sewer, General",simple
1911,SOMERSET,Male,farmers,173,61110,22,61110,"FARMER, GRAZIER",General Farmer,simple
1911,WARWICKSHIRE,Female,weaver plush factory,605,75400,4,75490,WEAVERS SUNDRY FABRICS,Other Weavers and Related Workers,
1911,HAMPSHIRE,Male,ladys maid domestic,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,moderate
1911,HAMPSHIRE,Male,pianofortekeeper,393,94120,1,94170,PIANO ORGAN MAKERS,Piano Maker,simple
1911,SOMERSET,Female,laundress invalid,105,56000,1,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",
1911,ESSEX,Male,secretary and manager to dairy company,118,21192,1,21000,OFFICERS OF COMMERCIAL AND OTHERS COMPANIES,"Manager, Specialisation Unknown",
1911,YORKSHIRE NORTH RIDING,Male,drapers assisting in business,750,94990,1,94990,OTHER WORKERS IN SUNDRY INDUSTRIES,Other Production and Related Workers Not Elsewhere Classified,
1911,DURHAM,Male,stoneman in a coal mine below ground,198,71120,2,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",complex
1911,LANCASHIRE,Male,at home firewood dealer,108,54010,1,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",
1911,YORKSHIRE WEST RIDING,Male,storekeeper at brewery,709,77820,1,77810,BREWERS,"Brewer, General",
1911,LINCOLNSHIRE,Female,formerly general servant domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1911,YORKSHIRE EAST RIDING,Male,slate enamelers labourer,228,82000,1,82020,SLATE WORKERS CUTTERS DRESSERS,Stone Cutter and Finisher,
1911,LANCASHIRE,Female,off license holder provision dealer,680,41010,1,41025,PROVISION DEALERS,Working Proprietor (Wholesale or Retail Trade),
1911,ESSEX,Male,blacksmyh,190,62920,1,62490,OTHERS ENGAGED ABOUT ANIMALS (NON-AGRICULTURE),Other Livestock Workers,simple
1911,LANCASHIRE,Male,assisting in teh business,999,-1,1,0,,,
1911,SUSSEX,Male,shop fitter labourer,442,83890,1,81120,HOUSE & SHOP FITTINGS MAKERS,Cabinetmaker,
1911,LEICESTERSHIRE,Male,doctors servent page,48,6500,1,6210,MEDICAL ASSISTANTS,Medical Assistant,
1911,LONDON,Female,cashier at liptous,329,83890,1,83990,IRON CLASP BUCKLE HINGE MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",
1911,LONDON,Male,rivvesion,468,89120,1,89148,"SHEET, PLATE--GLASS MANUFACTURE",Plate-Glass Polisher,simple
1911,DERBYSHIRE,Male,labourer in engineering works,274,84190,1,99910,LABOURERS (UNDEFINED) IN ENGINEERING WORKS,Labourer,complex
1911,YORKSHIRE WEST RIDING,Female,pendlaner,999,-1,1,0,,,simple
1911,DURHAM,Male,journeyman butcher,682,77310,106,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",
1911,YORKSHIRE NORTH RIDING,Male,son waggoner,180,62460,1,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,
1911,SURREY,Female,assistant clerk in cutters office alldayevening class twice a week,2,37020,1,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,
1911,MONMOUTHSHIRE,Male,railway policeman,125,24100,2,22240,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Transport Service Inspector,
1911,CARMARTHENSHIRE,Male,haulier assisting father,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,
1911,DERBYSHIRE,Male,brick burner,464,89300,18,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),
1911,YORKSHIRE WEST RIDING,Male,labourer at maltkiln,583,75000,1,75000,COCOA FIBRE MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1911,LONDON,Male,inspector general of hospital rr retired,13,58900,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,
1911,LONDON,Female,musicpublisher,544,21194,1,41030,"MUSIC PUBLISHERS, MUSIC SELLERS",Working Proprietor (Retail Trade),simple
1911,MONMOUTHSHIRE,Male,formerly chair maker,437,81120,1,81120,CABINET MAKERS,Cabinetmaker,
1911,DURHAM,Male,general gardener domestic,87,62711,1,62740,DOMESTIC GARDENER,Gardener,
1911,LONDON,Female,no,797,99999,709,99999,"NO SPECIFIED OCCUPATION - VAGRANTS, UNEMPLOYED",Unspecified worktitle or several titles,
1911,WARWICKSHIRE,Male,glass embasser and gilder,446,93400,1,81955,WOOD GILDER,Wooden Furniture Finisher,
1911,WILTSHIRE,Female,retired from trade,797,99999,1,99999,"NO SPECIFIED OCCUPATION - VAGRANTS, UNEMPLOYED",Unspecified worktitle or several titles,
1911,SURREY,Female,church keeper,95,55100,1,55190,CHURCH CHAPEL CEMETERY CARETAKERS KEEPERS,Other Building Caretakers,moderate
1911,SUSSEX,Female,servant help domestic,102,54010,1,54020,"DAY GIRLS, DAY SERVANTS (OTHER INDOOR)",House Servant,
1911,YORKSHIRE WEST RIDING,Male,saker in,286,85100,1,85320,OTHER ELECTRICAL APPARATUS MAKERS,Electrical Equipment Assembler,moderate
1911,PEMBROKESHIRE,Female,day maid,102,54010,1,54020,"DAY GIRLS, DAY SERVANTS (OTHER INDOOR)",House Servant,
1911,WARWICKSHIRE,Male,polisheir,676,77500,1,77510,CREAMERY WORKERS,"Dairy Product Processor, General",simple
1911,BEDFORDSHIRE,Male,joiner at bedford workhouse,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",complex
1911,SURREY,Male,engineer iron founder,334,72000,1,83000,IRON WORKERS (UNDEFINED),"Blacksmith, Toolmaker or Machine-Tool Operator, Specialisation Unknown",
1911,LANCASHIRE,Male,bricklayerrs labourer,765,99130,1,99910,GENERAL LABOURERS,Labourer,
1911,NORTHUMBERLAND,Male,farm worker laborer,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1911,NORTHAMPTONSHIRE,Female,millinery apprentice,650,79320,6,79310,MILLINERS (NOT RETAIL - WORKSHOP/FACTORY),"Hat Maker, General",
1911,SUSSEX,Male,grocer and provision merchant dealer,697,41010,1,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),
1911,MIDDLESEX,Male,retired telegraphist,172,38010,2,38000,"TELEGRAPH, TELEPHONE--SERVICE (NOT GOVERNMENT)","Telephone or Telegraph Operator, Specialisation Unknown",
1911,MIDDLESEX,Male,assistant in butcher,682,77310,2,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",moderate
1911,LONDON,Male,retired furrier,505,79200,7,76130,SKINNERS FURRIERS,Hide Flesher and Dehairer (Hand),
1911,DEVON,Male,ships steward,159,52030,16,53150,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Cook,
1911,SUFFOLK,Male,working with his father apperntice docorators,169,39100,1,39150,"METERS, WEIGHERS ENGAGED IN STORAGE",Weighing Clerk,
1911,CARDIGANSHIRE,Male,farmers son in school,175,62113,2,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",
1911,CHESHIRE,Female,hosiery linker,592,75500,1,75535,HOSIERY MANUFACTURE,Hosiery Knitter (Hand),
1911,MONTGOMERYSHIRE,Male,retired leat miner,211,71120,1,71105,MINERS IN OTHER OR UNDEFINED MINERALS,"Miner, General",
1911,LANCASHIRE,Female,assisting farm work,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1911,WILTSHIRE,Male,shop clerk g w railway co,125,24100,1,22240,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Transport Service Inspector,
1911,OXFORDSHIRE,Female,dairy work on farm,181,62110,3,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1911,LANCASHIRE,Male,maker up for reelers,368,94990,1,81920,PERAMBULATOR MAKER,CoachBody Builder,
1911,DEVON,Male,horse driver houlier,148,98540,1,98620,OMNIBUS HORSE DRIVERS (DEFAULT),Animal-Drawn Vehicle Driver (Road),moderate
1911,DURHAM,Male,gardner water co,143,97190,1,97190,WATER CARRIERS,Other Dockers and Freight Handlers,moderate
1911,LINCOLNSHIRE,Male,general labouring,765,99130,1,99910,GENERAL LABOURERS,Labourer,
1911,ISLANDS IN THE BRITISH SEAS,Male,musucian,76,17120,1,17140,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Instrumentalist,
1911,HAMPSHIRE,Male,coal,203,71190,1,71190,MINE SERVICE OTHERS (COAL),Other Miners and Quarrymen,
1911,LANCASHIRE,Male,chool,787,99999,34,99999,SCHOLARS ETC,Unspecified worktitle or several titles,
1911,GLAMORGANSHIRE,Female,school at home,787,99999,1,99999,SCHOLARS ETC,Unspecified worktitle or several titles,
1911,LANCASHIRE,Male,cotton fruit maker up,555,79990,1,75000,COTTON & COTTON GOODS MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1911,GLAMORGANSHIRE,Female,barmiad,717,53230,1,53250,BARMEN (NOT IN SERVICE),Bartender,simple
1911,LONDON,Male,overser london postal service,1,38010,1,38000,"POST OFFICE - TELEGRAPHISTS, TELEPHONE OPERATORS","Telephone or Telegraph Operator, Specialisation Unknown",complex
1911,STAFFORDSHIRE,Male,repairer dataller iron stone,207,71120,1,71110,"IRON--MINER, QUARRIER","Quarryman, General",
1911,KENT,Male,working in the trade,750,94990,1,94990,OTHER WORKERS IN SUNDRY INDUSTRIES,Other Production and Related Workers Not Elsewhere Classified,
1911,HAMPSHIRE,Male,retired inland revenue officer,6,20200,4,20210,OTHER CIVIL SERVICE OFFICERS AND CLERKS,Government Administrator,
1911,WORCESTERSHIRE,Male,mirror trade glass silverer,470,89120,1,89190,OTHER WORKERS IN GLASS MANUFACTURE,"Other Glass Formers, Cutters, Grinders and Finishers",
1911,CARDIGANSHIRE,Female,nydyddes,659,79590,1,79190,SHIRTMAKERS AND SEAMSTRESSES,Other Tailors and Dressmakers,
1911,LANCASHIRE,Male,calico print works plaiter,616,92800,1,92950,COTTON & CALICO PRINTERS,Textile Printer,
1911,LONDON,Female,help in retail shop and post office pensioner,775,99999,2,99999,"PENSIONERS, SUPERANNUATED",Unspecified worktitle or several titles,
