Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity
1861,MIDDLESEX,Male,apprentice tailor,653,79120,2,79100,TAILORS (NOT MERCHANTS) - DEFAULT,"Tailor, Specialisation Unknown",
1861,NORFOLK,Female,land  fundholder,772,99999,3,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1861,LONDON,Female,food packer,703,41010,2,41025,OTHERS DEALING IN FOOD,Working Proprietor (Wholesale or Retail Trade),
1861,LANCASHIRE,Female,assistant in the,685,41010,2,77940,FISHMONGERS,Fish Butcher,
1861,GLAMORGANSHIRE,Female,brick making,464,89300,3,89360,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Kilnman,
1861,LONDON,Male,unable to pursue any occupation,797,99999,1,99999,"NO SPECIFIED OCCUPATION - VAGRANTS, UNEMPLOYED",Unspecified worktitle or several titles,
1861,SOMERSET,Male,dairyman  bootmaker,677,61260,1,45220,"COWKEEPERS, MILKSELLERS",Street Vendor,
1861,KENT,Male,m k c s ed l a c,27,58420,1,58340,MEN OF THE MARINES,Other Military Ranks,
1861,DEVON,Male,coffee house keeper labourer,712,51040,1,51040,LODGING AND BOARDING-HOUSE KEEPERS,Working Proprietor (Guest House),
1861,STAFFORDSHIRE,Male,brickmaker laburer,464,89300,1,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),moderate
1861,LANCASHIRE,Male,solicitor generals clerk,40,39340,1,39340,LAW CLERK,Legal Clerk,
1861,BRECKNOCKSHIRE,Male,coal miner wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,moderate
1861,WESTMORLAND,Male,retired hotelkeeper,713,51020,1,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),
1861,CAMBRIDGESHIRE,Male,late land steward,159,52030,1,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,
1861,YORKSHIRE EAST RIDING,Male,lithographic printer apprentice,539,92400,1,92415,LITHOGRAPHERS,Lithographer,
1861,LANCASHIRE,Male,shoe maker,663,80100,2,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",
1861,WORCESTERSHIRE,Female,common carrier,143,97190,2,97190,WATER CARRIERS,Other Dockers and Freight Handlers,
1861,CAMBRIDGESHIRE,Female,late lodging house keeper,712,51040,2,51040,LODGING AND BOARDING-HOUSE KEEPERS,Working Proprietor (Guest House),
1861,YORKSHIRE EAST RIDING,Male,letter carrier and cordwainer,3,37030,1,37030,POSTMEN,Postman,complex
1861,DEVON,Male,master sadler,510,80320,1,80320,SADDLE HARNESS AND WHIP MAKERS,Saddler and Harness Maker,
1861,MONTGOMERYSHIRE,Female,ministers wife,789,99999,7,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,MONMOUTHSHIRE,Female,retired platelayer wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,CHESHIRE,Male,barhouse apprentice,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,
1861,CARNARVONSHIRE,Male,servant on farm,181,62110,2,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1861,KENT,Female,houseser,108,54010,1,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",
1861,LEICESTERSHIRE,Female,dyers wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,moderate
1861,CARMARTHENSHIRE,Female,clogs a wooden thorn man wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,complex
1861,LANCASHIRE,Male,sickle maker apprentice,257,83230,1,83240,PATTERNMAKERS (UNDEFINED),Metal Pattern Maker (Foundry),
1861,SUSSEX,Male,coal dealer boy,235,41015,1,41025,COAL MERCHANTS AND DEALERS,Working Proprietor (Wholesale or Retail Trade),
1861,GLOUCESTERSHIRE,Female,wife of photographer artist,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,PEMBROKESHIRE,Female,market gardener,184,61240,2,62720,MARKET GARDENER (INCLUDING LABOURER),Market Garden Worker,
1861,DERBYSHIRE,Female,colliers labourers wife,789,99999,2,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,DORSET,Male,retired painter  glazier,421,93120,1,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,
1861,DURHAM,Male,farm bailiff  acres,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,
1861,ANGLESEY,Male,railway pointman,130,98430,1,98430,"POINTSMAN, LEVEL CROSSING MAN, GATEKEEPERS",Railway Signaller,
1861,YORKSHIRE WEST RIDING,Male,farmer of  acres employing  labourers and,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1861,LANCASHIRE,Male,con mill labourer,484,74500,1,77120,OIL MILLERS OIL CAKE MAKERS,Grain Miller,
1861,GLAMORGANSHIRE,Male,good superintendent railway,125,24100,1,22240,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Transport Service Inspector,
1861,CHESHIRE,Male,master coach maker,365,81300,1,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,
1861,CAMBRIDGESHIRE,Male,agricultural labourer past work,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1861,LANCASHIRE,Male,apprentice to seedsman,183,61250,1,62730,"NURSERYMAN, SEEDSMAN, FLORIST",Nursery Worker,
1861,SUSSEX,Male,gun maker assistant,301,83600,1,83920,GUNSMITHS,Gunsmith,
1861,MONMOUTHSHIRE,Female,shipwrights,348,87530,2,95440,SHIPWRIGHTS - WOOD SHIPS,Wood Shipwright,simple
1861,BUCKINGHAMSHIRE,Male,inn keeper and butcher,713,51020,1,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",
1861,SUFFOLK,Male,apprentice professon of music,76,17120,1,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,
1861,ANGLESEY,Male,farmer  acres employing  men  boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1861,SHROPSHIRE,Female,formerly a domestic servant,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1861,STAFFORDSHIRE,Male,gun furniture maker,301,83600,1,83920,GUNSMITHS,Gunsmith,
1861,DURHAM,Male,on setter at a coal mine,142,98590,1,98630,HAULIERS (MINE),Animal‑Drawn Vehicle Driver (Mine and Quarry),
1861,NOTTINGHAMSHIRE,Female,proprieter of houses and land,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,complex
1861,PEMBROKESHIRE,Female,occupiers daughter,795,99999,1,99999,NO SPECIFIED OCCUPATION - CHILDREN,Unspecified worktitle or several titles,
1861,STAFFORDSHIRE,Male,auist and profesor of music,76,17120,1,17120,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Composer,
1861,GLOUCESTERSHIRE,Male,porter provision market,133,97130,1,97130,RAILWAY PORTER,Railway and Road Vehicle Loader,
1861,DORSET,Male,retired servant,84,54020,9,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1861,STAFFORDSHIRE,Female,seamstress,659,79590,404,79510,SHIRTMAKERS AND SEAMSTRESSES,"Hand and Machine Sewer, General",simple
1861,WORCESTERSHIRE,Male,farmer employing  labourers   boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1861,MIDDLESEX,Male,nursery man employing g spen,183,61250,1,62730,"NURSERYMAN, SEEDSMAN, FLORIST",Nursery Worker,
1861,SHROPSHIRE,Female,a mangler,776,99999,2,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,moderate
1861,ESSEX,Male,woodmen,182,63110,6,63110,WOODMAN,Logger (General),simple
1861,WILTSHIRE,Male,engineer smith master emp  men  boys,443,84130,1,81120,REFRIGERATOR MAKER,Cabinetmaker,complex
1861,LINCOLNSHIRE,Female,pork butcher,682,77310,1,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",moderate
1861,DENBIGHSHIRE,Male,apprentice quarryman,224,71130,1,71110,STONE QUARRIERS,"Quarryman, General",
1861,GLOUCESTERSHIRE,Male,vicar ofbarrington,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,
1861,WARWICKSHIRE,Male,commercial traveler,114,43090,3,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,
1861,DURHAM,Male,stone worker in coal miner,198,71120,1,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",
1861,DENBIGHSHIRE,Male,brick manufacturer,464,89300,2,89360,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Kilnman,moderate
1861,LANCASHIRE,Male,pattern making shipping merchant,254,83230,1,83240,PATTERNMAKERS (SPINNING WEAVING MACHINERY MAKING),Metal Pattern Maker (Foundry),
1861,BUCKINGHAMSHIRE,Female,domestic brewers wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,YORKSHIRE WEST RIDING,Female,farm girl,181,62110,2,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1861,LEICESTERSHIRE,Female,labourers wife railway,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,DEVON,Male,farm servant,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1861,SURREY,Male,batcher master employing  hands,761,22190,2,22000,"MANUFACTURERS, MANAGERS, SUPERINTENDENTS, FOREMEN (UNSPECIFIED)","Supervisor, Foreman or Inspector, Specialisation Unknown",
1861,LANCASHIRE,Male,furnace man chemic works,241,72100,1,72120,PIG IRON MANUFACTURE (BLAST FURNACE),Blast Furnaceman (Ore smelting),
1861,NORTHUMBERLAND,Male,spirit bar keeper,155,33170,1,33160,OTHERS ON  ROADS -- TOLL COLLECTORS,Cash Desk Cashier,
1861,YORKSHIRE WEST RIDING,Male,farmer  acres land,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1861,NORTHAMPTONSHIRE,Female,mid wife,45,7320,4,7310,MIDWIVES,Professional Midwife,
1861,YORKSHIRE WEST RIDING,Male,doctor and medicine,49,6500,1,7990,SUBORDINATE MEDICAL SERVICE (UNQUALIFIED) AND MEDICAL SERVICES - GENERAL,"Other Medical, Dental, Veterinary and Related Workers",
1861,MERIONETHSHIRE,Female,flour merchants wife,772,99999,3,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1861,STAFFORDSHIRE,Male,master gardiner,185,62710,1,62740,OTHER GARDENER (NOT DOMESTIC),Gardener,
1861,NORFOLK,Female,work on farm,181,62110,29,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1861,LONDON,Male,jack maker,290,83210,3,83220,TOOLMAKERS,Tool and Die Maker,
1861,SUFFOLK,Male,apprentice to agricultural machine,271,83400,1,83410,METAL MACHINISTS (AGRICULTURAL MACHINE AND IMPLEMENT MAKING),"MachineTool Operator, General",
1861,LANCASHIRE,Male,dyehouse assistant,283,3200,2,3200,TECHNICIANS (UNSPECIFIED),"Technician, Specialisation Unknown",
1861,LANCASHIRE,Female,pricer cotton factory,555,79990,1,75000,COTTON & COTTON GOODS MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1861,LINCOLNSHIRE,Male,apprentice shoe maker,663,80100,3,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",
1861,LONDON,Male,seactton,999,-1,1,0,,,
1861,PEMBROKESHIRE,Male,farmer of  acres of land,173,61110,2,61110,"FARMER, GRAZIER",General Farmer,complex
1861,GLAMORGANSHIRE,Male,chain maker beer house keeper,714,51050,1,51050,BEERSELLERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",
1861,LINCOLNSHIRE,Male,member of the college of surgeon  general prac,5,20100,1,20110,"MPs, MINISTERS OF THE CROWN & PEERS",Legislative Official,
1861,KENT,Male,shoe,663,80100,1,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",simple
1861,LANCASHIRE,Female,musician,76,17120,37,17140,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Instrumentalist,simple
1861,SOMERSET,Female,work at the needle,295,83890,1,83990,NEEDLE MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",
1861,SUFFOLK,Male,army retired,773,58410,1,99999,ARMY PENSIONERS,Unspecified worktitle or several titles,
1861,YORKSHIRE WEST RIDING,Male,pot maker in steel wade,395,94940,2,94940,TOY MAKERS,Doll and Stuffed Toy Maker,
1861,MERIONETHSHIRE,Female,quarry miners wife,789,99999,9,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1861,YORKSHIRE WEST RIDING,Male,worsted factory line keeper,572,75000,1,75000,WORSTED AND STUFF MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1861,MIDDLESEX,Male,labourer son,791,99999,11,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,
1861,CHESHIRE,Female,maker up of prints,617,92800,1,92950,UNDEFINED TEXTILE PRINTERS,Textile Printer,
1861,WORCESTERSHIRE,Female,clothes dealer,675,41010,3,41025,ARTIFICIAL FLOWER DEALERS,Working Proprietor (Wholesale or Retail Trade),
1861,CHESHIRE,Male,farm bailiff of  acres,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,
1861,SUSSEX,Female,managing house keeper,712,51040,1,51040,LODGING AND BOARDING-HOUSE KEEPERS,Working Proprietor (Guest House),
1861,YORKSHIRE EAST RIDING,Male,coach body maker apprentice,365,81300,7,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,
1861,YORKSHIRE WEST RIDING,Male,blackbers brewer,709,77820,1,77810,BREWERS,"Brewer, General",
1861,GLOUCESTERSHIRE,Male,farmers son unemployed,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",
1861,DEVON,Female,retired farm bailiff,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,
1861,LONDON,Male,formerly a farm laborer,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1861,LONDON,Male,packet book maker,542,92600,4,92625,BOOKBINDERS,Bookbinder (Hand or Machine),
1861,STAFFORDSHIRE,Male,serew forger,306,83890,6,83990,BOLT NUT RIVET AND SCREW MANUFACTURE,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",
1861,YORKSHIRE WEST RIDING,Male,farmer of  acres employing  men,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,complex
1861,GLOUCESTERSHIRE,Male,bath,106,57040,1,57070,BATH AND WASH-HOUSE SERVICE,Bath Attendant,
1861,DURHAM,Male,superannuated officer inland revenue,6,20200,1,20210,OTHER CIVIL SERVICE OFFICERS AND CLERKS,Government Administrator,
1861,CORNWALL,Male,farmer of  acres  boy employing,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,complex
1861,STAFFORDSHIRE,Female,dressmaker employing  apprentice,657,79130,2,79140,DRESSMAKERS,Dressmaker,
1861,BUCKINGHAMSHIRE,Male,marine store,158,98200,1,98290,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Other Ships’ Engine-Room Ratings,
1861,SUFFOLK,Female,platter,645,94290,4,94290,STRAW PLAIT MANUFACTURE,Other Basketry Weavers and Brush Makers,
1861,LINCOLNSHIRE,Male,miller master employing  man and farmer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1861,SUFFOLK,Male,retired woollen draper,628,41010,2,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),
1861,LONDON,Female,who employ  men and boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1861,LEICESTERSHIRE,Male,farm bailess,177,61400,1,21230,FARM - BAILIFFS STEWARDS FOREMEN,Farm Manager,
1861,LONDON,Male,book hall assistant,543,21194,1,19120,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",Librarian,
1861,LANCASHIRE,Male,landagent,116,44330,1,44320,AUCTIONEERS APPRAISERS VALUERS HOUSE AGENTS,Auctioneer,simple
1861,CORNWALL,Male,agent to bank postmaster  stationer,121,33130,1,33160,"BANK SERVICE, BANK OFFICIALS AND CLERKS",Cash Desk Cashier,
1861,LANCASHIRE,Male,apprentice  watch maker,386,84220,2,84220,WATCH AND CLOCK MAKERS,Watch and Clock Assembler,
1861,YORKSHIRE WEST RIDING,Female,shooemaker widow,790,99999,1,99999,WIDOWS (OF NO SPECIFIED OCCUPATION),Unspecified worktitle or several titles,
1861,HAMPSHIRE,Female,school master,52,13200,1,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",
1861,YORKSHIRE WEST RIDING,Male,woollen overlooker in a mill,565,75000,1,75990,OTHER WEAVING PROCESSES (WOOL),"Other Spinners, Weavers, Knitters, Dyers and Related Workers",
1861,LONDON,Male,thomas police officer,11,58220,1,58220,POLICE,Policeman and other Maintainers of Law and Order (except Military),
1861,KENT,Male,farm waggoner,180,62460,33,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,
