Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity
1881,"London (Parts Of Middlesex, ",Male,uphlstr,999,-1,1,0,,,simple
1881,Yorkshire West Riding,Male,farmer of  acres  joiner  grocer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,Yorkshire North Riding,Male,farm labours,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,"London (Parts Of Middlesex, ",Female,husband a farm labourer,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,
1881,Norfolk,Female,beatster,597,79990,71,75922,TRIMMING MAKERS,Braid Maker (Hand or Machine),simple
1881,Pembrokeshire,Male,farm holder,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,Lancashire,Male,clerk at tobacco manufactory,119,39310,1,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",
1881,Yorkshire East Riding (With ,Female,kitchenmaid domestic servt,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,moderate
1881,Lincolnshire,Male,farmer of  acres employing  men and  boys,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,Gloucestershire,Male,flock grinder w cloth,644,41010,2,41025,DEALERS SUNDRY FABRICS,Working Proprietor (Wholesale or Retail Trade),
1881,Surrey (Extra London),Male,dom serv footman,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,Lancashire,Male,clerk bleach works,119,39310,3,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",
1881,Yorkshire West Riding,Male,labourer at paper mill,519,73300,17,73400,PAPER MANUFACTURE,"Paper Maker, Specialisation Unknown",
1881,Northumberland,Male,iron moulder apprentice,259,72400,4,72500,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED","Metal Moulder or Coremaker, Specialisation Unknown",
1881,Bedfordshire,Female,agl labr housekeeper,82,54090,1,54090,"DOMESTIC INDOOR SERVANTS IN HOTELS, LODGING HOUSES AND EATING HOUSES",Other Maids and Related Housekeeping Service Workers,
1881,Pembrokeshire,Male,farmer of  acres employing  servant boys   girl,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,Gloucestershire,Male,fitterironworks,200,71120,1,71105,COAL MINERS ABOVE GROUND,"Miner, General",simple
1881,"London (Parts Of Middlesex, ",Male,grocers assnt,697,41010,2,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),
1881,Yorkshire North Riding,Male,retired house propet,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1881,Warwickshire,Male,retired coach builder,365,81300,1,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,
1881,Sussex,Female,wife to wheelwright,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1881,Nottinghamshire,Male,vicar of langford with holme,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,complex
1881,Anglesey,Female,shop manager,758,41010,1,41025,GENERAL SHOPKEEPERS DEALERS,Working Proprietor (Wholesale or Retail Trade),
1881,Kent (Extra London),Male,steward,159,52030,1,54060,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Steward,simple
1881,Northumberland,Female,wesleyan ministers daur,33,14120,1,14120,"MINISTER, PRIEST, OF OTHER RELIGIOUS BODIES",Minister of Religion,
1881,Cumberland,Female,sewer,659,79590,2,79190,SHIRTMAKERS AND SEAMSTRESSES,Other Tailors and Dressmakers,simple
1881,Bedfordshire,Female,retired bakers wife,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1881,Carmarthenshire,Male,drapers apprentice,628,41010,1,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),
1881,"London (Parts Of Middlesex, ",Female,housekeeper assistant,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,"London (Parts Of Middlesex, ",Female,cook dom boarder,101,53101,1,53140,COOKS (DOMESTIC: NON-RESIDENT),"Cook, Private Service",
1881,Durham,Male,gardner domestic servant,87,62711,1,62740,DOMESTIC GARDENER,Gardener,
1881,Lancashire,Female,center for alic cotton cott,551,75400,1,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),
1881,Nottinghamshire,Female,grocer  hosiery framework knitter daur,999,-1,1,0,,,
1881,Essex,Male,hawkers a c  c,35,14140,6,14140,MONKS,Religious Worker (Member of Religious Order),
1881,Wiltshire,Female,assistant to dress making apprentice,78,2100,1,3340,ARCHITECTS ASSISTANTS,Clerk of Works,
1881,"London (Parts Of Middlesex, ",Male,rate and tax collector clk,13,58900,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,
1881,Carnarvonshire,Male,licensed victualer,713,51020,2,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",moderate
1881,Cambridgeshire,Male,wood  stone carver mason,414,95110,1,95140,MASON,Stonemason (Construction),
1881,Yorkshire West Riding,Female,cotton minder,555,79990,19,75000,COTTON & COTTON GOODS MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",moderate
1881,Devon,Male,retired coachbuilder,365,81300,3,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,
1881,Sussex,Female,widow of retired farmer,790,99999,1,99999,WIDOWS (OF NO SPECIFIED OCCUPATION),Unspecified worktitle or several titles,
1881,"London (Parts Of Middlesex, ",Male,house furnishers apprentice cabt maker,257,83230,1,83240,PATTERNMAKERS (UNDEFINED),Metal Pattern Maker (Foundry),
1881,Yorkshire West Riding,Male,heater for file maker,292,83160,1,83915,FILE MAKERS,Cutler,
1881,Devon,Female,formerly hairdressers wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1881,Yorkshire West Riding,Male,no occupation late signalman on ry mrssy,797,99999,1,99999,"NO SPECIFIED OCCUPATION - VAGRANTS, UNEMPLOYED",Unspecified worktitle or several titles,
1881,Nottinghamshire,Female,kitchen maid domestic serv,84,54020,6,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,complex
1881,Oxfordshire,Male,farm servant in doors,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1881,"London (Parts Of Middlesex, ",Female,assistant hat,283,3200,3,3200,TECHNICIANS (UNSPECIFIED),"Technician, Specialisation Unknown",
1881,Somerset,Female,late dairy woman,449,41010,1,41020,WILLOW CANE AND RUSH DEALERS,Working Proprietor (Wholesale Trade),
1881,Hampshire,Male,engineer apprentice,766,96900,1,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",
1881,"London (Parts Of Middlesex, ",Female,housemaid domestic servant,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,Lancashire,Male,g apprentice,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,
1881,"London (Parts Of Middlesex, ",Female,cook d ser,98,53102,1,53130,COOKS (NOT DOMESTIC),"Cook, except Private Service",moderate
1881,Northamptonshire,Female,farmer of  acres  lime burner wife,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",complex
1881,Somerset,Male,edge tool maker local m proctor,290,83210,1,83220,TOOLMAKERS,Tool and Die Maker,
1881,Cornwall,Male,market toll collector,15,31090,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY WORKERS",Government Executive Officials Not Elsewhere Classified,
1881,Lancashire,Female,waitress of house,719,53220,1,53210,HOTEL WAITERS,"Waiter, General",
1881,Yorkshire West Riding,Female,stillroom maid domes serv domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,Hertfordshire,Female,farm servant indoor,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,"London (Parts Of Middlesex, ",Male,captn r n retired,24,58430,1,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,
1881,Montgomeryshire,Male,farm bailiff domestic,177,61400,1,21230,FARM - BAILIFFS STEWARDS FOREMEN,Farm Manager,
1881,Cheshire,Male,articled clerk solicitors,41,12900,3,12310,OTHERS CONNECTED WITH LAW,Notary,
1881,Worcestershire,Male,pipe finisher tobacco,738,94990,1,81190,TOBACCO PIPE AND SNUFF BOX MANUFACTURE,Other Cabinetmakers,
1881,Northumberland,Male,boatswain seamen,157,4250,1,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",
1881,Yorkshire West Riding,Male,foreman woolen mill,571,75000,1,75000,WOOLLEN CLOTH MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1881,Warwickshire,Female,chain maker,307,83160,5,83110,ANCHOR & CHAIN MANUFACTURE,"Blacksmith, General",
1881,Staffordshire,Male,foundry boy,241,72100,4,72120,PIG IRON MANUFACTURE (BLAST FURNACE),Blast Furnaceman (Ore smelting),
1881,"London (Parts Of Middlesex, ",Male,apprentice to carpenter and joiner,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,
1881,Lincolnshire,Male,farmer of  acres  grocer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,"London (Parts Of Middlesex, ",Female,assist,768,84110,8,84910,ARTISANS MECHANICS,"Machinery Mechanic, General",simple
1881,Somerset,Male,hair dresser,511,94290,1,94290,HAIR AND BRISTLE WORKERS,Other Basketry Weavers and Brush Makers,
1881,Yorkshire West Riding,Male,carriage trimmers apprentice,365,81300,1,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,
1881,Norfolk,Male,farmer  acres  men,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,"London (Parts Of Middlesex, ",Female,servant dom uneployed,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,Lancashire,Female,sack  bag maker,588,79990,10,75000,SACKING MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1881,Cheshire,Male,ales porter merchant,111,41010,1,41025,MERCHANT -- COMMODITY UNDEFINED,Working Proprietor (Wholesale or Retail Trade),
1881,Cumberland,Male,engine driver on m  c ry,127,98300,1,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex
1881,Worcestershire,Female,wife of head of family,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,
1881,Lincolnshire,Male,civil engineer  architect,64,2700,1,2710,MINING ENGINEERS,"Mining Engineer, General",
1881,"London (Parts Of Middlesex, ",Male,stationer employing  girls   boy,529,41010,1,41030,STATIONERS (ALL ASSUMED RETAIL/LAW STATIONERS),Working Proprietor (Retail Trade),
1881,Staffordshire,Male,retired key maker,315,83700,2,83930,"LOCK, KEY MAKERS",Locksmith,
1881,Yorkshire East Riding (With ,Male,cofecioner,999,-1,1,0,,,simple
1881,Wiltshire,Male,employed on farm ag lab,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,Hampshire,Male,gardener dom,87,62711,66,62740,DOMESTIC GARDENER,Gardener,
1881,"London (Parts Of Middlesex, ",Male,labourer brick layer,464,89300,1,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),moderate
1881,Essex,Male,baliff,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,simple
1881,"London (Parts Of Middlesex, ",Male,asst clerk in a law office,40,39340,1,39340,LAW CLERK,Legal Clerk,complex
1881,Staffordshire,Male,tender moulder unemployed,768,84110,1,84910,ARTISANS MECHANICS,"Machinery Mechanic, General",moderate
1881,Wiltshire,Female,ladysmaid domestic servant,84,54020,8,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,"London (Parts Of Middlesex, ",Male,potman  waiter unempd,718,53220,1,53210,BOARDING LODGING HOUSE WAITERS (NON-RESIDENT),"Waiter, General",
1881,Westmorland,Male,tanner,506,76140,9,76125,TANNERS FELLMONGERS,Fellmonger,
1881,Lincolnshire,Male,inkeeper  c farms  acres,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,"London (Parts Of Middlesex, ",Male,underclothing cutter dressmakr,458,63290,1,63290,"CORK, BARK-- CUTTER, WORKER",Other Forestry Workers,moderate
1881,Glamorganshire,Male,hammarman tin,377,41015,1,41020,"DEALERS IN TIN, TINPLATE",Working Proprietor (Wholesale Trade),
1881,Yorkshire West Riding,Female,umbrella foreman wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1881,Cumberland,Female,farm sert dom,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,
1881,Lancashire,Female,boot and shoe riviters wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1881,Northamptonshire,Male,estate laborer farm,177,61400,2,21230,FARM - BAILIFFS STEWARDS FOREMEN,Farm Manager,
1881,Hertfordshire,Male,cook and confectioner employing  men  boys   woman,690,77690,1,77610,BISCUIT CAKE BREAD MAKERS,"Baker, General",
1881,Kent (Extra London),Male,harness maker retd pauper,510,80320,1,80320,SADDLE HARNESS AND WHIP MAKERS,Saddler and Harness Maker,
1881,Somerset,Male,civil gas engineer,65,2200,1,2290,CIVIL ENGINEERS,Other Civil Engineers,
1881,Durham,Male,potter e w manuf,467,89200,12,89210,"EARTHENWARE, CHINA, PORCELAIN--MANUFACTURE","Potter, General",
1881,Sussex,Female,farm servt indoor ag lab,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,Yorkshire West Riding,Male,cashier bank,121,33130,2,33940,"BANK SERVICE, BANK OFFICIALS AND CLERKS",Finance Clerk,
1881,"London (Parts Of Middlesex, ",Female,wife of dentist,788,99999,5,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,
1881,Staffordshire,Male,figure maker c  g,747,92900,1,16120,FIGURE AND IMAGE MAKERS NOT EARTHENWARE,Sculptor,
1881,Flintshire,Male,formerly farm labr,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1881,Pembrokeshire,Female,formerly a serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,Glamorganshire,Male,boiler makers apprentice labourer,275,87350,1,87350,BOILER MAKERS,Boilersmith,
1881,Cornwall,Male,servant general a l,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,
1881,Yorkshire West Riding,Female,potter earthenware,467,89200,1,89210,"EARTHENWARE, CHINA, PORCELAIN--MANUFACTURE","Potter, General",
1881,Shropshire,Female,apprentice to milliner,650,79320,1,79310,MILLINERS (NOT RETAIL - WORKSHOP/FACTORY),"Hat Maker, General",
1881,Dorset,Female,flax bobbin changer at factory,583,75000,1,75000,COCOA FIBRE MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",
1881,Lancashire,Male,foreman wire works  tobacconist,313,83860,1,72725,WIRE MAKERS WORKERS WEAVERS,Wire Drawer (Hand or Machine),complex
1881,"London (Parts Of Middlesex, ",Male,sheriffs man,137,41010,1,41030,"MOTOR GARAGE ---PROPRIETOR, WORKER",Working Proprietor (Retail Trade),
1881,Norfolk,Male,sheperd,178,62430,11,62430,SHEPHERD,Sheep Farm Worker,
1881,Cardiganshire,Male,child,795,99999,32,99999,NO SPECIFIED OCCUPATION - CHILDREN,Unspecified worktitle or several titles,simple
1881,Derbyshire,Male,dentist,43,6200,9,6310,DENTISTS AND DENTISTS ASSISTANTS,"Dentist, General",simple
1881,Warwickshire,Female,iron moulder wife,789,99999,5,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,
1881,Yorkshire West Riding,Male,land agent retired,116,44330,1,44320,AUCTIONEERS APPRAISERS VALUERS HOUSE AGENTS,Auctioneer,
1881,Cornwall,Male,contractor foot,762,21220,4,21240,CONTRACTORS - PUBLIC WORKS ETC,Contractor,
1881,Shropshire,Female,nurse g med,46,7110,1,7110,NURSES (MEDICAL NOT DOMESTIC) INCLUDING POOR LAW NURSES,"Professional Nurse, General",
1881,Cambridgeshire,Male,farm labourer out of employ,181,62110,2,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",
1881,Cumberland,Female,engine smith wife,788,99999,3,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,
1881,"London (Parts Of Middlesex, ",Male,table maker out of work,592,75500,1,75530,HOSIERY MANUFACTURE,Knitting Machine Operator (Hosiery),
1881,Dorset,Female,interest on investments,122,44110,1,44140,"BILL BROKERS, AGENTS AND DISCOUNTERS",Stock Broker,
1881,Kent (Extra London),Male,labourer ag farm,181,62110,2,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,Kent (Extra London),Female,ag labourer in fields,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,Yorkshire West Riding,Female,cigar apprentice,706,78100,1,78100,TOBACCO MANUFACTURE,"Tobacco Preparer, Specialisation Unknown",
1881,Sussex,Male,printer  compositor machine foreman,531,92120,1,92120,HAND COMPOSITORS (DEFAULT),Hand Compositor,
1881,Norfolk,Female,twine spinners wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,
1881,Nottinghamshire,Male,retired iron mercer,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,
1881,Rutland,Male,farm laborer indoor,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,
1881,"London (Parts Of Middlesex, ",Male,waggon maker ry,360,81300,2,81920,"RAILWAY--COACH, WAGON MAKER",CoachBody Builder,
1881,Westmorland,Male,queens port messenger,4,37040,1,37040,"POST OFFICE MESSENGERS, ETC",Messenger,
1881,Staffordshire,Male,locomotive eng cleaner or,127,98300,1,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex
1881,Lancashire,Male,laborer at colliery miner,203,71190,1,71190,MINE SERVICE OTHERS (COAL),Other Miners and Quarrymen,
1881,Lancashire,Male,operative carpenter  joiner,409,95410,4,95410,"CARPENTER, JOINER","Carpenter, General",
1881,Bedfordshire,Male,labourer in garden n d,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,complex
1881,Lancashire,Male,apprentice to tea trade,695,77650,1,77790,CHOCOLATE COCOA MAKERS,"Other Tea, Coffee and Cocoa Preparers",
1881,"London (Parts Of Middlesex, ",Male,errand boy fish,171,37040,1,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,
1881,Lancashire,Female,scholors,787,99999,1,99999,SCHOLARS ETC,Unspecified worktitle or several titles,
1881,Suffolk,Male,wheelwright  publican emp  men  boy,366,81400,1,81925,WHEELWRIGHT,Cartwright,
1881,Leicestershire,Female,retired butcher,682,77310,3,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",
1881,"London (Parts Of Middlesex, ",Female,milk carrier daughter,791,99999,2,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,
1881,Kent (Extra London),Male,pupil or scholar,787,99999,2,99999,SCHOLARS ETC,Unspecified worktitle or several titles,
1881,Warwickshire,Female,pearl grinder,739,94990,8,94990,BONE HORN IVORY TORTOISE-SHELL WORKERS,Other Production and Related Workers Not Elsewhere Classified,
1881,Derbyshire,Female,tob,738,94990,1,81960,TOBACCO PIPE AND SNUFF BOX MANUFACTURE,Smoking-Pipe Maker,simple
1881,Yorkshire West Riding,Male,land drainage,117,44330,2,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,
1881,Derbyshire,Male,blacksmith  farmer of  acres,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,"London (Parts Of Middlesex, ",Male,master builder  m  boys,405,21230,1,95910,BUILDERS,"Housebuilder, General",
1881,Lincolnshire,Female,parchial relief,794,99999,1,99999,"NO SPECIFIED OCCUPATION - RECEIVING INCOME, SUPPORT",Unspecified worktitle or several titles,
1881,Worcestershire,Male,farmer  acres employing  men   boy,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,Glamorganshire,Male,manager tinplate works,246,72200,2,72200,TINPLATE  MANUFACTURE,"Metal RollingMill Worker, Specialisation Unknown",
1881,Oxfordshire,Male,farmer out of a farm,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,
1881,Glamorganshire,Male,fruiter,698,41010,2,41030,GREENGROCERS FRUITERERS POTATO DEALERS,Working Proprietor (Retail Trade),simple
1881,Essex,Female,servant,84,54020,13,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,simple
