Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result,standardized_llm
1901,ESSEX,Male,colonel late th hussars,19,58420,1,58320,ARMY OFFICERS (RETIRED),Officer,,late colonel th hussars,unemployed_seeking,0.880880209581368,False,acceptable_quality,[],False,late colonel th hussars,
1901,ESSEX,Male,railway lamp trimmer,134,98490,1,54090,OTHER RAILWAY SERVANTS,Other Maids and Related Housekeeping Service Workers,moderate,railway lamp trimmer,other,0.9,False,acceptable_quality,[],False,railway lamp trimmer,
1901,ESSEX,Male,railway wagon shunter,130,98430,1,98430,"POINTSMAN, LEVEL CROSSING MAN, GATEKEEPERS",Railway Signaller,,railway wagon shunter,other,0.9,False,acceptable_quality,[],False,railway wagon shunter,
1901,ESSEX,Male,foreman farm,177,61400,1,21230,FARM - BAILIFFS STEWARDS FOREMEN,Farm Manager,,foreman farm,other,0.9,False,acceptable_quality,[],False,foreman farm,
1901,ESSEX,Male,shop manager sea,666,41010,1,41025,FOOTWEAR DEALERS,Working Proprietor (Wholesale or Retail Trade),,shop manager sea,other,0.9,False,acceptable_quality,[],False,shop manager sea,
1901,ESSEX,Male,surveyor of shipping,66,3010,1,3010,"LAND, HOUSE, SHIP--SURVEYOR","Surveyor, General",,surveyor of shipping,other,0.9,False,acceptable_quality,[],False,surveyor of shipping,
1901,ESSEX,Male,builder  contractor,405,21230,73,95910,BUILDERS,"Housebuilder, General",,builder contractor,building_construction,0.8856008005232721,False,acceptable_quality,[],False,builder contractor,
1901,ESSEX,Male,steam engine cleaner,266,84130,2,99910,"FITTERS, TURNERS (ENGINE AND MACHINE) LABOURERS",Labourer,,steam engine cleaner,other,0.9,False,acceptable_quality,[],False,steam engine cleaner,
1901,ESSEX,Female,carpenters daughter,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,carpenter daughter,family_dependent,0.7402093120442553,False,acceptable_quality,[],False,carpenter daughter,
1901,ESSEX,Male,florest,183,61250,1,62730,"NURSERYMAN, SEEDSMAN, FLORIST",Nursery Worker,simple,florest,other,0.27,True,unchanged_with_many_invalid_words,['florest'],False,florest,florest
1901,ESSEX,Male,engineer refrigerating,279,84190,1,84190,DOMESTIC MACHINERY MAKERS,Other Machinery Fitters and Machine Assemblers,,engineer refrigerating,other,0.9,False,acceptable_quality,[],False,engineer refrigerating,
1901,ESSEX,Female,certificated nurse,47,7220,3,7110,HOSPITAL SICK NURSES,"Professional Nurse, General",,certificated nurse,domestic_service,0.9,False,acceptable_quality,[],False,certificated nurse,
1901,ESSEX,Male,architect  surveyor ass,72,2100,1,2120,ARCHITECTS,Building Architect,,architect surveyor ass,other,0.8882040123900088,False,acceptable_quality,[],False,architect surveyor ass,
1901,ESSEX,Male,apprentice to piano maker,393,94120,1,94170,PIANO ORGAN MAKERS,Piano Maker,,apprentice to piano maker,other,0.9,False,acceptable_quality,[],False,apprentice to piano maker,
1901,ESSEX,Male,machine maker,279,84190,3,84190,DOMESTIC MACHINERY MAKERS,Other Machinery Fitters and Machine Assemblers,,machine maker,metalwork_engineering,0.9,False,acceptable_quality,[],False,machine maker,
1901,ESSEX,Male,sorter general p o,2,37020,1,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,sorter general p o,other,0.54,True,unchanged_with_some_invalid_words,"['p', 'o']",False,sorter general po,sorter general p o
1901,ESSEX,Male,inn caulker,713,51020,1,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),,inn caulker,other,0.54,True,unchanged_with_some_invalid_words,['caulker'],False,inn caulker,inn caulker
1901,ESSEX,Male,boots shoe maker,663,80100,1,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,boot and shoe maker,clothing_footwear,0.7451027768255385,False,acceptable_quality,[],False,boot and shoe maker,
1901,ESSEX,Male,carpenter shopkeeper,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,,carpenter shopkeeper,building_construction,0.9,False,acceptable_quality,[],False,carpenter shopkeeper,
1901,ESSEX,Male,government g p o clerk retired commission agent,2,37020,1,37010,OTHER POST OFFICE OFFICERS AND CLERKS,"Mail Distribution Clerk, General",,retired government g p o clerk commission agent,unemployed_seeking,0.6885773282241436,True,modification_poor_result,"['g', 'p', 'o']",False,retired government gpo clerk commission agent,retired government g p o clerk commission agent
1901,ESSEX,Male,retired coke filler,204,74390,1,74920,COKE BURNERS,Coke Burner,,retired coke filler,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired coke filler,
1901,ESSEX,Male,sub manager silk factory,579,75000,1,75000,SILK WORKERS - UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,sub manager silk factory,professional_clerical,0.9,False,acceptable_quality,[],False,sub manager silk factory,
1901,ESSEX,Female,shirt dresser,659,79590,9,79510,SHIRTMAKERS AND SEAMSTRESSES,"Hand and Machine Sewer, General",,hairdresser,personal_service,0.7394647092231131,False,acceptable_quality,[],False,hairdresser,
1901,ESSEX,Male,musical instut mcht,399,41010,1,41030,MUSICAL INSTRUMENT DEALERS,Working Proprietor (Retail Trade),,musical instut mcht,other,0.27,True,unchanged_with_many_invalid_words,"['instut', 'mcht']",False,musical instut mcht,musical instut mcht
1901,DURHAM,Male,rivetter on marine work,158,98200,1,98290,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Other Ships’ Engine-Room Ratings,complex,rivetter on marine work,other,0.9,False,acceptable_quality,[],False,rivetter on marine work,
1901,DURHAM,Male,apprentice iron founder joiner,349,87530,1,87450,SHIPWRIGHTS - METAL SHIPS,Metal Shipwright,,apprentice iron founder,metalwork_engineering,0.7716864346597594,False,acceptable_quality,[],False,apprentice iron founder,
1901,DURHAM,Unknown,spirit merchant wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,spirit merchant wife,family_dependent,0.9,False,acceptable_quality,[],False,spirit merchant wife,
1901,DURHAM,Female,servant to father labourer,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,servant to labourer father,family_dependent,0.8757940248167706,False,acceptable_quality,[],False,servant to labourer father,
1901,DURHAM,Male,shibroker,492,74990,1,74990,OTHER WORKERS IN CHEMICALS ETC,Other Chemical Processors and Related Workers,simple,broker,professional_clerical,0.8311903492059168,False,acceptable_quality,[],False,broker,
1901,DURHAM,Female,general dealer hawker,760,45220,1,45220,HAWKERS HUCKSTERS COSTERS,Street Vendor,,general dealer,retail_trade,0.6784441588257782,False,acceptable_quality,[],False,general dealer,
1901,DURHAM,Unknown,domestic servant resident,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.7172577541534161,False,acceptable_quality,[],False,domestic servant,
1901,DURHAM,Male,engineman underground colliery stationary,199,97430,1,97415,RAILWAY LABOURERS NAVVIES (COAL MINE),Excavator (Hand Tools),complex,engineman underground colliery stationary,other,0.9,False,acceptable_quality,[],False,engineman underground colliery stationary,
1901,DURHAM,Male,grocers traveller,114,43090,10,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,grocers traveller,food_drink,0.9,False,acceptable_quality,[],False,grocers traveller,
1901,DURHAM,Male,apprentice glass maker,468,89120,25,89330,"SHEET, PLATE--GLASS MANUFACTURE",Glass-Annealing Furnaceman,,apprentice harness maker,crafts_trades,0.7524675457447383,False,acceptable_quality,[],False,apprentice harness maker,
1901,DURHAM,Female,dressmaker assistant to above,657,79130,1,79140,DRESSMAKERS,Dressmaker,complex,assistant dressmaker to above,clothing_footwear,0.86792281811549,False,acceptable_quality,[],False,assistant dressmaker to above,
1901,DURHAM,Male,marine engineers apprentice,269,83400,11,83410,METAL MACHINISTS (ENGINE AND MACHINE MAKING),"MachineTool Operator, General",,apprentice marine engineers,other,0.8609395425188373,False,acceptable_quality,[],False,apprentice marine engineers,
1901,DURHAM,Female,bootsellers assistant,666,41010,1,41025,FOOTWEAR DEALERS,Working Proprietor (Wholesale or Retail Trade),,assistant bootsellers,other,0.6632047963804466,True,modification_poor_result,['bootsellers'],False,assistant bootsellers,assistant bootsellers
1901,DURHAM,Male,house furnishing salesman,451,41010,1,41025,FURNITURE BROKERS DEALERS,Working Proprietor (Wholesale or Retail Trade),,house furnishing salesman,other,0.9,False,acceptable_quality,[],False,house furnishing salesman,
1901,DURHAM,Female,retired innkeeper own means,778,99999,1,99999,PRIVATE MEANS,Unspecified worktitle or several titles,,retired innkeeper own means,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired innkeeper own means,
1901,DURHAM,Male,marine draughtman,158,98200,2,98230,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Ship’s Oiler and Greaser,,marine draughtman,other,0.9,False,acceptable_quality,[],False,marine draughtman,
1901,DURHAM,Male,ironworker bundler,242,72200,2,72190,PUDDLING FURNACES; IRON AND STEEL ROLLING MILLS,"Other Metal Smelting, Converting and Refining Furnaceman",,ironworker bundler,other,0.9,False,acceptable_quality,[],False,ironworker bundler,
1901,DURHAM,Male,bootmakers errand boy,171,37040,1,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,,boy bootmakers errand,other,0.8834311432652064,False,acceptable_quality,[],False,boy bootmakers errand,
1901,DURHAM,Male,plater labourer ship yard,345,87530,10,87462,SHIP BOAT PLATERS RIVETTERS,Riveter (Hand or Machine),complex,plater labourer shipwright yard,crafts_trades,0.7630157945669918,False,acceptable_quality,[],False,plater labourer shipwright yard,
1901,DURHAM,Male,coalminer pony driver underground,198,71120,1,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",,coalminer pony driver underground,mining_quarrying,0.54,True,unchanged_with_some_invalid_words,['coalminer'],False,coalminer pony driver underground,coalminer pony driver underground
1901,DURHAM,Male,boilerman,766,96900,8,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",simple,boiler maker,metalwork_engineering,0.7406214672348608,False,acceptable_quality,[],False,boiler maker,
1901,DURHAM,Male,labourer at railway waggon works,132,98490,1,99910,RAILWAY LABOURER (NOT RAILWAY CONTRACTOR'S LABOURER),Labourer,,labourer at railway waggon works,general_labour,0.9,False,acceptable_quality,[],False,labourer at railway waggon works,
1901,DURHAM,Male,secretary public company,118,21192,1,21000,OFFICERS OF COMMERCIAL AND OTHERS COMPANIES,"Manager, Specialisation Unknown",,secretary public company,other,0.9,False,acceptable_quality,[],False,secretary public company,
1901,DURHAM,Male,machine man boilershop,533,92110,1,92230,PRINTING MACHINE MINDERS,Rotary Pressman,,machine man boilershop,other,0.54,True,unchanged_with_some_invalid_words,['boilershop'],False,machine man boilershop,machine man boilershop
1901,DURHAM,Male,ashplalter,436,97490,2,99910,ROAD LABOURERS,Labourer,,ashplalter,other,0.27,True,unchanged_with_many_invalid_words,['ashplalter'],False,ashplalter,ashplalter
1901,DURHAM,Male,retired colliery pit help inspector,202,21140,1,21110,"MINE - OWNER, AGENT, MANAGER",General Manager,,retired colliery pit help inspector,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired colliery pit help inspector,
1901,DURHAM,Male,railway clerk wesleyan local preacher,125,24100,1,22240,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Transport Service Inspector,,railway clerk wesleyan local preacher,transport_communication,0.9,False,acceptable_quality,[],False,railway clerk wesleyan local preacher,
1901,SUSSEX,Female,furriers assistant,505,79200,1,76130,SKINNERS FURRIERS,Hide Flesher and Dehairer (Hand),,assistant currier,crafts_trades,0.6949198507047083,False,acceptable_quality,[],False,assistant currier,
1901,SUSSEX,Male,bootmakers son,663,80100,1,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,boot maker son,family_dependent,0.771968489731336,False,acceptable_quality,[],False,boot maker son,
1901,SUSSEX,Female,singing teacher of,76,17120,1,17135,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Orchestra and Band Conductor,,singing teacher of,professional_clerical,0.9,False,acceptable_quality,[],False,singing teacher of,
1901,SUSSEX,Male,general farm labourer past age,765,99130,1,99910,GENERAL LABOURERS,Labourer,,general agricultural labourer past age,agricultural,0.6920894730711268,False,acceptable_quality,[],False,general agricultural labourer past age,
1901,SUSSEX,Female,husband away from home woolwich,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,husband away from home woolwich,other,0.7200000000000001,False,unchanged_with_few_invalid_words,['woolwich'],False,husband away from home woolwich,
1901,SUSSEX,Male,servant indoor,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant indoor,domestic_service,0.9,False,acceptable_quality,[],False,servant indoor,
1901,SUSSEX,Male,superintendant assurance,123,39310,1,39350,INSURANCE OFFICIALS CLERKS,Insurance Clerk,,superintendant assurance,other,0.54,True,unchanged_with_some_invalid_words,['superintendant'],False,superintendant assurance,superintendant assurance
1901,SUSSEX,Unknown,gate maker,454,81990,1,95490,"LATH, WOODEN FENCE, HURDLE-MAKER","Other Carpenters, Joiners and Parquetry Workers",,watch maker,metalwork_engineering,0.6379170791746938,False,acceptable_quality,[],False,watch maker,
1901,SUSSEX,Female,factory,770,99200,1,99930,FACTORY LABOURERS (UNDEFINED),Factory Worker,,factor,professional_clerical,0.8192201924186728,False,acceptable_quality,[],False,factor,
1901,SUSSEX,Male,plumber painter  glazier,425,87130,4,87105,"PLUMBER, PIPE FITTER","Plumber, General",,plumber painter glazier,building_construction,0.8887140987146643,False,acceptable_quality,[],False,plumber painter glazier,
1901,SUSSEX,Male,retired corn importer,687,41010,1,41020,CORN FLOUR AND SEED MERCHANTS DEALERS,Working Proprietor (Wholesale Trade),,retired corn importer,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired corn importer,
1901,SUSSEX,Unknown,boatman,160,98120,2,98100,BOATMEN ON SEAS (SEAMEN GENERAL),"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",simple,boatman,transport_communication,0.9,False,acceptable_quality,[],False,boatman,
1901,SUSSEX,Male,checker on railway,125,24100,2,39960,"RAILWAY OFFICIAL - INSPECTORS, SUPERVISORS, CLERK",Railway Clerk,,checker on railway,other,0.9,False,acceptable_quality,[],False,checker on railway,
1901,SUSSEX,Male,formerly journeyman stone mason,414,95110,1,95140,MASON,Stonemason (Construction),complex,journeyman formerly stone mason,building_construction,0.873654895402585,False,acceptable_quality,[],False,journeyman formerly stone mason,
1901,SUSSEX,Male,formerly publican,713,51020,1,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),,formerly publican,other,0.9,False,acceptable_quality,[],False,formerly publican,
1901,SUSSEX,Male,shop assistant grocers,697,41010,1,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,assistant shop grocers,food_drink,0.8799287014313194,False,acceptable_quality,[],False,assistant shop grocers,
1901,SUSSEX,Male,purfumer,668,57020,1,57025,HAIRDRESSERS,Women's or Men's Hairdresser,simple,purfumer,other,0.27,True,unchanged_with_many_invalid_words,['purfumer'],False,purfumer,purfumer
1901,SUSSEX,Male,retired shop keeper grocer  draper,497,41010,1,41025,OIL CAKE DEALERS,Working Proprietor (Wholesale or Retail Trade),,retired shop keeper grocer draper,unemployed_seeking,0.8921210898615476,False,acceptable_quality,[],False,retired shop keeper grocer draper,
1901,SUSSEX,Male,blacksmiths son,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,blacksmith son,family_dependent,0.7492555005915662,False,acceptable_quality,[],False,blacksmith son,
1901,SUSSEX,Female,maid servant domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,maid servant domestic,domestic_service,0.9,False,acceptable_quality,[],False,maid servant domestic,
1901,SUSSEX,Male,carter in brickfield,141,98550,8,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),,carter in brickfield,transport_communication,0.9,False,acceptable_quality,[],False,carter in brickfield,
1901,HAMPSHIRE,Male,pig dealer cattle,733,45120,1,45120,CATTLE SHEEP ETC SALESMEN,Wholesale Trade Salesperson,,pig dealer cattle,other,0.9,False,acceptable_quality,[],False,pig dealer cattle,
1901,HAMPSHIRE,Female,retired inn keeper,713,51020,3,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",,retired innkeeper,unemployed_seeking,0.7085586222990178,False,acceptable_quality,[],False,retired innkeeper,
1901,HAMPSHIRE,Female,working house keeper,84,54020,4,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,lodging house keeper,retail_trade,0.7676178162520465,False,acceptable_quality,[],False,lodging house keeper,
1901,HAMPSHIRE,Male,apprentice outfitting,655,41010,1,41025,CLOTHIERS & OUTFITTERS (IE DEALERS AND MERCHANTS),Working Proprietor (Wholesale or Retail Trade),,apprentice outfitting,other,0.9,False,acceptable_quality,[],False,apprentice outfitting,
1901,HAMPSHIRE,Female,teacher ladies school,52,13200,2,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",,teacher ladies school,professional_clerical,0.9,False,acceptable_quality,[],False,teacher ladies school,
1901,HAMPSHIRE,Unknown,bombardier r m a,20,58430,1,58330,SOLDIERS AND NON-COMMISSIONED OFFICERS,Non-Commissioned Officer,,bombardier r m a,other,0.27,True,unchanged_with_many_invalid_words,"['r', 'm', 'a']",False,bombardier r m a,bombardier r m a
1901,HAMPSHIRE,Male,retired coachbuilder,365,81300,3,87370,"COACH, CARRIAGE--MAKER",Vehicle Sheet-Metal Worker,,retired coachbuilder,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired coachbuilder,
1901,HAMPSHIRE,Male,game keeper on farm,88,64990,1,64990,GAMEKEEPER,"Other Fishermen, Hunters and Related Workers",,game keeper on farm,other,0.9,False,acceptable_quality,[],False,game keeper on farm,
1901,HAMPSHIRE,Female,wood carpenter,409,95410,1,95420,"CARPENTER, JOINER",Construction Joiner,,carpenter,building_construction,0.6316296826510918,False,acceptable_quality,[],False,carpenter,
1901,HAMPSHIRE,Male,steam engine fitter  c,263,84130,1,84105,"FITTERS, TURNERS (ENGINE AND MACHINE)","Machinery Fitter, General",,steam engine fitter c,other,0.8889060613891603,False,acceptable_quality,[],False,steam engine fitter c,
1901,HAMPSHIRE,Female,army p teacher,54,13990,1,13990,SCHOOL SERVICE (PUPIL TEACHERS),Other Teachers,,army p teacher,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['p'],False,army teacher,army p teacher
