County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm,OccCANINE_Check
BERKSHIRE,Male,141,ironmongers carman,3,1901,ironmongers carman,98550,98620,CARMEN CARRIERS CARTERS AND DRAYMEN,Animal-Drawn Vehicle Driver (Road),,ironmongers carman,metalwork_engineering,0.9,False,acceptable_quality,[],False,,"[[98590, np.float32(0.71325964), 'Other MotorVehicle Drivers']]"
BERKSHIRE,Female,95,chapelkeeper,1,1901,chapelkeeper,55100,55190,CHURCH CHAPEL CEMETERY CARETAKERS KEEPERS,Other Building Caretakers,simple,chapelkeeper,other,0.27,True,unchanged_with_many_invalid_words,['chapelkeeper'],False,chapelkeeper,"[[54090, np.float32(0.27214363), 'Other Maids and Related Housekeeping Service Workers'], [64990, np.float32(0.24236043), 'Other Fishermen, Hunters and Related Workers']]"
BERKSHIRE,Male,65,managing clerk to civil engineer,1,1901,managing clerk to civil engineer,2200,2290,CIVIL ENGINEERS,Other Civil Engineers,,managing clerk to civil engineer,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[39340, np.float32(0.8275127), 'Legal Clerk']]"
BERKSHIRE,Male,185,gardener jobbing not domestic,1,1901,gardener jobbing not domestic,62710,62740,OTHER GARDENER (NOT DOMESTIC),Gardener,,gardener jobbing not domestic,agricultural,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.39159086), 'House Servant']]"
BERKSHIRE,Male,412,soldier bricklayer,1,1901,soldier bricklayer,95120,95120,BRICKLAYER,Bricklayer (Construction),,soldier bricklayer,building_construction,0.9,False,acceptable_quality,[],False,,"[[58340, np.float32(0.25058773), 'Other Military Ranks']]"
BERKSHIRE,Male,690,rollers biscuit factory,1,1901,rollers biscuit factory,77690,77610,BISCUIT CAKE BREAD MAKERS,"Baker, General",,rollers biscuit factory,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[77690, np.float32(0.9833288), 'Other Bakers, Pastry Cooks and Confectionery Makers']]"
BRECKNOCKSHIRE,Male,713,licensed victualler,2,1901,licensed victualer,51020,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",,licensed victualler,food_drink,0.7692433572808712,False,acceptable_quality,[],False,,"[[51020, np.float32(0.9627515), 'Working Proprietor (Hotel and Restaurant)']]"
BRECKNOCKSHIRE,Female,76,musician travelling,1,1901,musician travelling,17120,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,,musician travelling,personal_service,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.49415633), 'Other Production and Related Workers Not Elsewhere Classified']]"
BRECKNOCKSHIRE,Male,85,grocer groom gardner not domestic,1,1901,grocer  groom  gardner not domestic,98520,98620,DOMESTIC--COACHMAN,Animal-Drawn Vehicle Driver (Road),,grocer groom gardner not domestic,food_drink,0.8843016280527364,False,acceptable_quality,[],False,,"[[62460, np.float32(0.8897746), 'Horse Worker']]"
BUCKINGHAMSHIRE,Female,84,nurse domestic,92,1901,nurse domestic,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,nurse domestic,domestic_service,0.9,False,acceptable_quality,[],False,,"[[7110, np.float32(0.34309685), 'Professional Nurse, General'], [54020, np.float32(0.31362334), 'House Servant']]"
BUCKINGHAMSHIRE,Female,84,housemaid,53,1901,housemaid,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,simple,housemaid,other,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.76473314), 'Other Maids and Related Housekeeping Service Workers']]"
BUCKINGHAMSHIRE,Female,788,bricklayer wife,1,1901,wife of bricklayer,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,bricklayer wife,family_dependent,0.7466532806417053,False,acceptable_quality,[],False,,"[[14120, np.float32(0.62223256), 'Minister of Religion']]"
BUCKINGHAMSHIRE,Male,66,articled to boro surveyor,1,1901,articled to boro surveyor,3010,3020,"LAND, HOUSE, SHIP--SURVEYOR",Land Surveyor,,articled to boro surveyor,other,0.9,False,acceptable_quality,[],False,,"[[3010, np.float32(0.9145307), 'Surveyor, General']]"
BUCKINGHAMSHIRE,Male,179,formerly cowman on farm,1,1901,formerly cowman on farm,62420,62420,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF CATTLE",Beef Cattle Farm Worker,,formerly cowman on farm,other,0.9,False,acceptable_quality,[],False,,"[[62460, np.float32(0.99071306), 'Horse Worker']]"
BUCKINGHAMSHIRE,Male,180,farm ploughboy,1,1901,farm ploughboy,62460,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,,farm ploughboy,other,0.9,False,acceptable_quality,[],False,,"[[62460, np.float32(0.9730435), 'Horse Worker']]"
BUCKINGHAMSHIRE,Male,259,apprentice iron moulder,1,1901,iron moulders apprentice,72400,72500,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED","Metal Moulder or Coremaker, Specialisation Unknown",,apprentice iron moulder,metalwork_engineering,0.765365442722393,False,acceptable_quality,[],False,,"[[72500, np.float32(0.86797744), 'Metal Moulder or Coremaker, Specialisation Unknown']]"
BUCKINGHAMSHIRE,Male,365,apprentice coachmaker,1,1901,coach maker apprentice,81300,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,,apprentice coachmaker,crafts_trades,0.6415367608682038,False,acceptable_quality,[],False,,"[[84190, np.float32(0.242273), 'Other Machinery Fitters and Machine Assemblers'], [94990, np.float32(0.38194206), 'Other Production and Related Workers Not Elsewhere Classified']]"
BUCKINGHAMSHIRE,Male,410,carpenter,1,1901,carpenter lad,95420,99910,"CARPENTER'S, JOINER'S--LABOURER",Labourer,,carpenter,building_construction,0.6634059648481928,False,acceptable_quality,[],False,,"[[94990, np.float32(0.24835573), 'Other Production and Related Workers Not Elsewhere Classified']]"
CAMBRIDGESHIRE,Female,788,home,2,1901,home,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,simple,home,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.59772563), 'Other Production and Related Workers Not Elsewhere Classified']]"
CAMBRIDGESHIRE,Male,3,retired postmaster,1,1901,retired postmaster,37030,37030,POSTMEN,Postman,,retired postmaster,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[22220, np.float32(0.50846666), 'Postmaster']]"
CAMBRIDGESHIRE,Male,716,wine merchants cellarman,1,1901,wine merchants cellarman,59990,77890,CELLARMEN,"Other Brewers, Wine and Beverage Makers",,wine merchants cellarman,food_drink,0.9,False,acceptable_quality,[],False,,"[[59990, np.float32(0.99012214), 'Other Service Workers Not Elsewhere Classified']]"
CARDIGANSHIRE,Female,2,postboy mistress,9,1901,post mistress,37020,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,postboy mistress,transport_communication,0.6899423852864289,False,acceptable_quality,[],False,,"[[54090, np.float32(0.4517664), 'Other Maids and Related Housekeeping Service Workers']]"
CARDIGANSHIRE,Male,173,inn keeper and farmer,2,1901,inn keeper and farmer,61110,61110,"FARMER, GRAZIER",General Farmer,complex,inn keeper and farmer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,,"[[51020, np.float32(0.85658324), 'Working Proprietor (Hotel and Restaurant)']]"
CARDIGANSHIRE,Male,543,retired librarian,1,1901,retired librarian,21194,21110,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",General Manager,,retired librarian,unemployed_seeking,0.9,False,acceptable_quality,[],False,,[]
CARDIGANSHIRE,Male,666,boot maker dealer,1,1901,boot maker  dealer,41010,41025,FOOTWEAR DEALERS,Working Proprietor (Wholesale or Retail Trade),moderate,boot maker dealer,clothing_footwear,0.8847599748819491,False,acceptable_quality,[],False,,[]
CARMARTHENSHIRE,Male,157,retired sea captain,3,1901,retired sea captain,4250,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",moderate,retired sea captain,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[58320, np.float32(0.38966715), 'Officer']]"
CARMARTHENSHIRE,Male,447,gipsy basket maker,2,1901,gipsy basket maker,94290,94250,WILLOW CANE AND RUSH WORKERS,Wicker Furniture Maker,,gipsy basket maker,other,0.9,False,acceptable_quality,[],False,,"[[94290, np.float32(0.9123205), 'Other Basketry Weavers and Brush Makers']]"
CARMARTHENSHIRE,Male,13,nuisance inspector,1,1901,nuisance inspector,58900,20210,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Administrator,,nuisance inspector,other,0.9,False,acceptable_quality,[],False,,"[[22000, np.float32(0.23810628), 'Supervisor, Foreman or Inspector, Specialisation Unknown']]"
CARMARTHENSHIRE,Male,173,mab amaethwr,1,1901,mab amaethwr,61110,61110,"FARMER, GRAZIER",General Farmer,,mab amaethwr,other,0.54,True,unchanged_with_some_invalid_words,['amaethwr'],False,mab amaethwr,[]
CARNARVONSHIRE,Female,84,servant,39,1901,servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant,agricultural,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.370308), 'House Servant'], [54090, np.float32(0.41949362), 'Other Maids and Related Housekeeping Service Workers']]"
CARNARVONSHIRE,Male,181,retired agricultural labourer,4,1901,retired farm labourer,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,retired agricultural labourer,unemployed_seeking,0.614981550737489,False,acceptable_quality,[],False,,[]
CARNARVONSHIRE,Female,181,assisting on farm,3,1901,assisting on farm,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,assisting on farm,other,0.9,False,acceptable_quality,[],False,,"[[62460, np.float32(0.94368625), 'Horse Worker']]"
CARNARVONSHIRE,Male,175,farmer carter son,2,1901,farmer son carter,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer carter son,family_dependent,0.8791502084225742,False,acceptable_quality,[],False,,"[[98590, np.float32(0.68183666), 'Other MotorVehicle Drivers']]"
CARNARVONSHIRE,Female,70,artist landscape,1,1901,artist landscape,16130,16130,PAINTERS (ARTISTS),"Painter, Artist",,artist landscape,other,0.9,False,acceptable_quality,[],False,,"[[16130, np.float32(0.99538994), 'Painter, Artist']]"
CARNARVONSHIRE,Male,56,retired journalist,1,1901,retired journalist,15100,15920,AUTHORS EDITORS JOURNALISTS AND CREATIVE ADVERTISING WORKERS,"Editor, Newspapers and Periodicals",,retired journalist,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[61220, np.float32(0.2367831), 'Field Crop Farmer']]"
CARNARVONSHIRE,Male,143,clerk of mineral water manufacture,1,1901,clerk mineral water manufact,97190,97190,WATER CARRIERS,Other Dockers and Freight Handlers,,clerk mineral water manufact,mining_quarrying,0.54,True,unchanged_with_some_invalid_words,['manufact'],False,clerk mineral water manufact,"[[39310, np.float32(0.5390042), 'Office Clerk, General']]"
CHESHIRE,Male,112,grey cloth agent,18,1901,grey cloth agent,43010,43200,"BROKERS, FACTORS, COMMERCIAL AGENTS (NOT - MINE, QUARRY, INSURANCE)",Commercial Travellers and Manufacturers Agents,,grey cloth agent,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[75600, np.float32(0.72032344), 'Bleachers, Dyers and Textile Product Finishers']]"
CHESHIRE,Male,84,retired butler,9,1901,retired butler,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,retired butler,unemployed_seeking,0.9,False,acceptable_quality,[],False,,[]
CHESHIRE,Male,181,general labourer,7,1901,general labourer farm,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,general labourer,general_labour,0.7342085437771647,False,acceptable_quality,[],False,,"[[98590, np.float32(0.80712885), 'Other MotorVehicle Drivers']]"
CHESHIRE,Female,181,general servant on farm,6,1901,general servant on farm,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,general servant on farm,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.23211108), 'House Servant'], [62460, np.float32(0.7901875), 'Horse Worker']]"
CHESHIRE,Female,262,blacksmith,6,1901,blacksmith,83120,83110,BLACKSMITHS,"Blacksmith, General",,blacksmith,metalwork_engineering,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.25929847), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.33823052), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Female,84,servant domestic housemaid,4,1901,servant domestic housemaid,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant domestic housemaid,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9911137), 'House Servant']]"
CHESHIRE,Female,76,teacher of piano forte,3,1901,teacher of piano forte,17120,17120,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Composer,,teacher of piano forte,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[13100, np.float32(0.7103485), 'University and Higher Education Teacher, Subject Unknown'], [13990, np.float32(0.24453275), 'Other Teachers']]"
CHESHIRE,Male,175,farmers son cwman,3,1901,farmers son cwman,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer cwman son,family_dependent,0.5542645324027549,True,modification_poor_result,['cwman'],False,farmer cwman son,"[[61110, np.float32(0.8528418), 'General Farmer']]"
CHESHIRE,Female,760,hawker green grocery,2,1901,hawker green grocery,45220,45220,HAWKERS HUCKSTERS COSTERS,Street Vendor,,hawker green grocery,food_drink,0.9,False,acceptable_quality,[],False,,"[[45220, np.float32(0.85562575), 'Street Vendor']]"
CHESHIRE,Female,63,bookkeeper smallwares merchant,1,1901,book keeper smallware mercht,19100,19190,"LIBRARIANS (LITERARY, SCIENTIFIC SOCIETY)","Other Librarians, Archivists and Curators",,book keeper smallware mercht,other,0.54,True,unchanged_with_some_invalid_words,['mercht'],False,book keeper smallware mercht,"[[39310, np.float32(0.9407508), 'Office Clerk, General']]"
CHESHIRE,Female,82,head housemaid,1,1901,head housemaid domc,54090,54090,"DOMESTIC INDOOR SERVANTS IN HOTELS, LODGING HOUSES AND EATING HOUSES",Other Maids and Related Housekeeping Service Workers,moderate,head housemaid domc,other,0.54,True,unchanged_with_some_invalid_words,['domc'],False,head housemaid domc,"[[54090, np.float32(0.8636987), 'Other Maids and Related Housekeeping Service Workers']]"
CHESHIRE,Female,84,domestic servant,1,1901,domesic servant general,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.7555558860850511,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9912793), 'House Servant']]"
CHESHIRE,Female,550,cotton reacher in,1,1901,cotton reacher in,75200,75415,COTTON & COTTON GOODS MANUFACTURE WINDING WARPING PROCESSES,Beam Warper,moderate,cotton reacher in,other,0.9,False,acceptable_quality,[],False,,"[[79990, np.float32(0.9016934), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]"
CHESHIRE,Male,3,gpo postman,1,1901,g p o postman,37030,37030,POSTMEN,Postman,,g p o postman,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'p', 'o']",False,g p o postman,"[[37030, np.float32(0.9911738), 'Postman']]"
CHESHIRE,Male,41,apprentice commission agent,1,1901,apprentice commission agent,12900,12310,OTHERS CONNECTED WITH LAW,Notary,,apprentice commission agent,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[44120, np.float32(0.68813545), 'Insurance Salesman'], [44330, np.float32(0.33154693), 'Appraiser']]"
CHESHIRE,Male,97,caretaker gardener,1,1901,caretaker  gardener,55100,55190,"CARETAKER, OFFICE KEEPERS (NOT GOVERNMENT) - SCHOOL CLEANERS,CARETAKERS",Other Building Caretakers,,caretaker gardener,agricultural,0.8856008005232721,False,acceptable_quality,[],False,,"[[54090, np.float32(0.39431763), 'Other Maids and Related Housekeeping Service Workers']]"
CHESHIRE,Male,111,merchant cheese,1,1901,merchant cheese,41010,41025,MERCHANT -- COMMODITY UNDEFINED,Working Proprietor (Wholesale or Retail Trade),,merchant cheese,retail_trade,0.9,False,acceptable_quality,[],False,,[]
CHESHIRE,Male,307,chainsmith,1,1901,chainsmith,83160,83110,ANCHOR & CHAIN MANUFACTURE,"Blacksmith, General",simple,chainsmith,other,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.46812364), 'Other Maids and Related Housekeeping Service Workers']]"
CHESHIRE,Male,334,iron moulder,1,1901,iron  moulder,72000,83000,IRON WORKERS (UNDEFINED),"Blacksmith, Toolmaker or Machine-Tool Operator, Specialisation Unknown",,iron moulder,metalwork_engineering,0.8784752403479763,False,acceptable_quality,[],False,,"[[72000, np.float32(0.38187826), 'Metal Processor, Specialisation Unknown'], [72500, np.float32(0.38834298), 'Metal Moulder or Coremaker, Specialisation Unknown']]"
CHESHIRE,Male,464,brick maker,1,1901,firebrick maker,89300,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),,brick maker,building_construction,0.6955428330746648,False,acceptable_quality,[],False,,[]
CHESHIRE,Male,542,apprentice book binder,1,1901,apprentice book binder,92600,92625,BOOKBINDERS,Bookbinder (Hand or Machine),,apprentice book binder,crafts_trades,0.9,False,acceptable_quality,[],False,,"[[39310, np.float32(0.37227213), 'Office Clerk, General'], [53100, np.float32(0.23903744), 'Cook, Specialisation Unknown']]"
CHESHIRE,Male,680,apprentice provision curer,1,1901,apprentice provision trade,41010,41025,PROVISION DEALERS,Working Proprietor (Wholesale or Retail Trade),,apprentice provision curer,food_drink,0.7757970913649158,False,acceptable_quality,[],False,,[]
CHESHIRE,Male,772,bedridden,1,1901,bedridden,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,simple,bedridden,other,0.9,False,acceptable_quality,[],False,,"[[7110, np.float32(0.35699323), 'Professional Nurse, General'], [54090, np.float32(0.3354267), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.31740877), 'Other Production and Related Workers Not Elsewhere Classified']]"
CORNWALL,Male,175,farmer son,207,1901,farmer son,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer son,family_dependent,0.9,False,acceptable_quality,[],False,,"[[61110, np.float32(0.8807024), 'General Farmer']]"
CORNWALL,Female,999,retired living on own means,4,1901,retired living on own means,-1,0,,,,retired living on own means,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[7110, np.float32(0.4873763), 'Professional Nurse, General']]"
CORNWALL,Male,87,head gardener domestic,3,1901,head gardener domestic,62711,62740,DOMESTIC GARDENER,Gardener,,head gardener domestic,agricultural,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9269644), 'House Servant']]"
CORNWALL,Female,778,retired cook living on means,1,1901,retired cook living on means,99999,99999,PRIVATE MEANS,Unspecified worktitle or several titles,,retired cook living on means,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[53100, np.float32(0.95616305), 'Cook, Specialisation Unknown']]"
CORNWALL,Male,5,secretary of the royal station consular agency,1,1901,secretary of the royal station consular agency,20100,20110,"MPs, MINISTERS OF THE CROWN & PEERS",Legislative Official,,secretary of the royal station consular agency,other,0.9,False,acceptable_quality,[],False,,"[[30000, np.float32(0.46059144), 'Clerical or Related Worker, Specialisation Unknown'], [31000, np.float32(0.43433386), 'Government Executive Official, Specialisation Unknown']]"
CORNWALL,Male,175,warehouse man son,1,1901,farmer son horse man,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,warehouse man son,family_dependent,0.621296423958115,False,acceptable_quality,[],False,,"[[97190, np.float32(0.8431025), 'Other Dockers and Freight Handlers']]"
CORNWALL,Male,181,agricultural labourer,1,1901,farm ag labourer,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.5162678511804172,False,acceptable_quality,[],False,,"[[99910, np.float32(0.5143881), 'Labourer']]"
CORNWALL,Male,211,retired farmer miner,1,1901,farmer retired miner,71120,71105,MINERS IN OTHER OR UNDEFINED MINERALS,"Miner, General",,retired farmer miner,unemployed_seeking,0.8673626451234551,False,acceptable_quality,[],False,,"[[61110, np.float32(0.9629576), 'General Farmer']]"
CORNWALL,Male,212,goldsmith miner s africa,1,1901,gold miner s africa,71120,71105,GOLD MINER,"Miner, General",,goldsmith miner s africa,mining_quarrying,0.7563711918997077,False,acceptable_quality,[],False,,"[[54090, np.float32(0.7021884), 'Other Maids and Related Housekeeping Service Workers'], [58340, np.float32(0.32341695), 'Other Military Ranks']]"
CORNWALL,Male,214,mine engine smith,1,1901,mine engine smith,21140,21110,"METALLIFEROUS MINE--OWNER, GENERAL MANAGER, CAPTAIN",General Manager,,mine engine smith,other,0.9,False,acceptable_quality,[],False,,"[[98590, np.float32(0.9925563), 'Other MotorVehicle Drivers']]"
CORNWALL,Male,259,manager of iron foundry and rock drill works,1,1901,manager of iron foundry and rock drill works,72400,72420,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED",Metal Pourer,,manager of iron foundry and rock drill works,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,,"[[21220, np.float32(0.9152838), 'Production Manager (except Farm)']]"
CUMBERLAND,Female,84,general servant domestic,5,1901,genl servant domestic,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,genl servant domestic,domestic_service,0.54,True,unchanged_with_some_invalid_words,['genl'],False,genl servant domestic,"[[54020, np.float32(0.99433976), 'House Servant']]"
CUMBERLAND,Male,2,postmaster,4,1901,postmaster,37020,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,simple,postmaster,other,0.9,False,acceptable_quality,[],False,,"[[84190, np.float32(0.2500799), 'Other Machinery Fitters and Machine Assemblers']]"
CUMBERLAND,Male,343,whitesmith,4,1901,whitesmith,87390,87310,WHITESMITHS,"Sheet-Metal Worker, General",simple,whitesmith,other,0.9,False,acceptable_quality,[],False,,"[[87390, np.float32(0.93883467), 'Other SheetMetal Workers']]"
CUMBERLAND,Male,723,town lamp lighter,2,1901,town lamp lighter,87130,74925,GAS WORKS SERVICE,Coal-Gas Maker,moderate,town lamp lighter,other,0.9,False,acceptable_quality,[],False,,"[[31090, np.float32(0.32231876), 'Government Executive Officials Not Elsewhere Classified']]"
