Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result
1851,DURHAM,Female,serv,84,54020,296,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DURHAM,Female,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LEICESTERSHIRE,Unknown,serv,84,54020,4,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LINCOLNSHIRE,Female,serv,84,54020,177,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LINCOLNSHIRE,Female,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LEICESTERSHIRE,Male,serv,84,54020,65,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DORSET,Male,serv,84,54020,9,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LINCOLNSHIRE,Male,serv,84,54020,73,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DORSET,Female,serv,84,54020,35,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LINCOLNSHIRE,Unknown,serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LONDON,Female,serv,84,54020,1447,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DEVON,Unknown,serv,84,54020,8,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DEVON,Male,serv,84,54020,223,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LONDON,Male,serv,84,54020,275,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DEVON,Female,serv,84,54020,939,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,LONDON,Unknown,serv,84,54020,18,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MERIONETHSHIRE,Female,serv,84,54020,7,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MERIONETHSHIRE,Male,serv,84,54020,7,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MIDDLESEX,Female,serv,84,54020,56,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DERBYSHIRE,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MIDDLESEX,Male,serv,84,54020,13,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MIDDLESEX,Unknown,serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DERBYSHIRE,Male,serv,84,54020,33,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MONMOUTHSHIRE,Female,serv,84,54020,80,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MONMOUTHSHIRE,Male,serv,84,54020,53,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MONMOUTHSHIRE,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MONTGOMERYSHIRE,Female,serv,84,54020,13,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MONTGOMERYSHIRE,Male,serv,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,MONTGOMERYSHIRE,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,ISLANDS IN THE BRITISH SEAS,Female,serv,84,54020,57,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DERBYSHIRE,Female,serv,84,54020,118,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORFOLK,Female,serv,84,54020,46,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORFOLK,Male,serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DENBIGHSHIRE,Male,serv,84,54020,13,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORFOLK,Male,serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORFOLK,Male,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,DENBIGHSHIRE,Female,serv,84,54020,35,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CUMBERLAND,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORTHAMPTONSHIRE,Female,serv,84,54020,72,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CUMBERLAND,Male,serv,84,54020,37,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORTHAMPTONSHIRE,Male,serv,84,54020,41,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORTHUMBERLAND,Female,serv,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORTHUMBERLAND,Female,serv,84,54020,235,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORTHUMBERLAND,Male,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORTHUMBERLAND,Male,serv,84,54020,25,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CUMBERLAND,Female,serv,84,54020,121,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NOTTINGHAMSHIRE,Female,serv,84,54020,108,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CORNWALL,Unknown,serv,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CORNWALL,Male,serv,84,54020,112,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NOTTINGHAMSHIRE,Male,serv,84,54020,72,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NOTTINGHAMSHIRE,Unknown,serv,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,OXFORDSHIRE,Female,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,OXFORDSHIRE,Female,serv,84,54020,96,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,OXFORDSHIRE,Male,serv,84,54020,23,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,PEMBROKESHIRE,Female,serv,84,54020,107,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,PEMBROKESHIRE,Male,serv,84,54020,12,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,PEMBROKESHIRE,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,RADNORSHIRE,Female,serv,84,54020,5,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,RADNORSHIRE,Male,serv,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,RUTLAND,Female,serv,84,54020,8,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,RUTLAND,Male,serv,84,54020,6,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SHROPSHIRE,Female,serv,84,54020,251,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CORNWALL,Female,serv,84,54020,142,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SHROPSHIRE,Male,serv,84,54020,88,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SHROPSHIRE,Male,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SHROPSHIRE,Male,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SHROPSHIRE,Unknown,serv,84,54020,4,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Female,serv,84,54020,11,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Female,serv,84,54020,5,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Female,serv,84,54020,297,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CHESHIRE,Male,serv,84,54020,21,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Male,serv,84,54020,63,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Male,serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Male,serv,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SOMERSET,Unknown,serv,84,54020,5,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,STAFFORDSHIRE,Female,serv,84,54020,555,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,STAFFORDSHIRE,Male,serv,84,54020,180,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,STAFFORDSHIRE,Unknown,serv,84,54020,8,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SUFFOLK,Female,serv,84,54020,321,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CHESHIRE,Female,serv,84,54020,65,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SUFFOLK,Male,serv,84,54020,43,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SUFFOLK,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SURREY,Female,serv,84,54020,121,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CARNARVONSHIRE,Unknown,serv,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CARNARVONSHIRE,Male,serv,84,54020,19,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SURREY,Male,serv,84,54020,24,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SUSSEX,Female,serv,84,54020,76,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CARNARVONSHIRE,Female,serv,84,54020,57,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,SUSSEX,Male,serv,84,54020,16,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CARMARTHENSHIRE,Male,serv,84,54020,14,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,WARWICKSHIRE,Female,serv,84,54020,82,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CARMARTHENSHIRE,Female,serv,84,54020,26,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,CARDIGANSHIRE,Male,serv,84,54020,39,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
1851,NORFOLK,Female,serv,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,domestic servant,domestic_service,0.2623394771036252,True,very_low_confidence,[],False,domestic servant
