County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm,OccCANINE_Check
BUCKINGHAMSHIRE,Male,52,certificated school teacher,1,1891,certificated school teacher,13200,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",moderate,certificated school teacher,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[13020, np.float32(0.58250964), 'Teacher, Level and Subject Unknown, Not University and Higher Education Level'], [13990, np.float32(0.51889336), 'Other Teachers']]"
BUCKINGHAMSHIRE,Male,262,rivetter blacksmith labourer,1,1891,rivetter blacksmith labourer,83120,83110,BLACKSMITHS,"Blacksmith, General",,rivetter blacksmith labourer,metalwork_engineering,0.9,False,acceptable_quality,[],False,,"[[87350, np.float32(0.77416635), 'Boilersmith']]"
BUCKINGHAMSHIRE,Male,262,tinker,1,1891,striker,83120,83110,BLACKSMITHS,"Blacksmith, General",simple,tinker,metalwork_engineering,0.747842298252383,False,acceptable_quality,[],False,,"[[98590, np.float32(0.6178043), 'Other MotorVehicle Drivers']]"
BUCKINGHAMSHIRE,Male,321,tinker,1,1891,tinner,87340,87340,TINPLATE GOODS MANUFACTURE,Tinsmith,,tinker,metalwork_engineering,0.8215838362577492,False,acceptable_quality,[],False,,"[[98590, np.float32(0.6178043), 'Other MotorVehicle Drivers']]"
BUCKINGHAMSHIRE,Male,709,brewer and banker,1,1891,brewer and banker,77820,77810,BREWERS,"Brewer, General",,brewer and banker,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,,"[[44140, np.float32(0.972879), 'Stock Broker'], [77810, np.float32(0.95977926), 'Brewer, General']]"
CAMBRIDGESHIRE,Male,447,bonnet maker,93,1891,basket maker,94290,94220,WILLOW CANE AND RUSH WORKERS,Basket Maker,,bonnet maker,personal_service,0.691493982792776,False,acceptable_quality,[],False,,"[[80390, np.float32(0.93484527), 'Other Leather Goods Makers']]"
CAMBRIDGESHIRE,Female,84,domestic servant,68,1891,domestic servant housemaid,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.6847181504403131,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9875367), 'House Servant']]"
CAMBRIDGESHIRE,Female,758,shopkeeper,14,1891,shopkeeper,41010,41025,GENERAL SHOPKEEPERS DEALERS,Working Proprietor (Wholesale or Retail Trade),,shopkeeper,retail_trade,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.30041277), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.35941577), 'Other Production and Related Workers Not Elsewhere Classified']]"
CAMBRIDGESHIRE,Male,259,engineers moulder,5,1891,engineers moulder,72400,72420,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED",Metal Pourer,,engineers moulder,other,0.9,False,acceptable_quality,[],False,,"[[72500, np.float32(0.41249764), 'Metal Moulder or Coremaker, Specialisation Unknown']]"
CAMBRIDGESHIRE,Male,698,fruiterer,3,1891,fruiter,41010,41030,GREENGROCERS FRUITERERS POTATO DEALERS,Working Proprietor (Retail Trade),simple,fruiterer,food_drink,0.8189920636510555,False,acceptable_quality,[],False,,[]
CAMBRIDGESHIRE,Male,53,fellow and classical lecturer of corpus college cambs,1,1891,fellow and classical lecturer of corpus college cambs,13100,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,fellow and classical lecturer of corpus college cambs,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,,"[[13100, np.float32(0.99472743), 'University and Higher Education Teacher, Subject Unknown']]"
CAMBRIDGESHIRE,Male,171,labourer porter,1,1891,labourer porter,37040,37040,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Messenger,,labourer porter,transport_communication,0.9,False,acceptable_quality,[],False,,"[[59990, np.float32(0.7664147), 'Other Service Workers Not Elsewhere Classified']]"
CAMBRIDGESHIRE,Male,181,farm employment,1,1891,farm employment,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm employment,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.6233388), 'Other Production and Related Workers Not Elsewhere Classified']]"
CAMBRIDGESHIRE,Male,181,retired farm laborer,1,1891,farm labour retired,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,retired farm laborer,unemployed_seeking,0.7691145900046007,False,acceptable_quality,[],False,,[]
CAMBRIDGESHIRE,Male,422,lead glazier,1,1891,lead glazier,95700,95720,GLAZIERS LEAD WINDOW MAKERS,Building Glazier,,lead glazier,building_construction,0.9,False,acceptable_quality,[],False,,"[[72000, np.float32(0.9679195), 'Metal Processor, Specialisation Unknown']]"
CAMBRIDGESHIRE,Male,425,plumber labourer,1,1891,plumber  labourer,87130,87105,"PLUMBER, PIPE FITTER","Plumber, General",,plumber labourer,building_construction,0.883814854858187,False,acceptable_quality,[],False,,[]
CAMBRIDGESHIRE,Male,542,apprentice book binder,1,1891,book binders apprentice,92600,92625,BOOKBINDERS,Bookbinder (Hand or Machine),,apprentice book binder,crafts_trades,0.7615682303894218,False,acceptable_quality,[],False,,"[[53100, np.float32(0.230524), 'Cook, Specialisation Unknown'], [92625, np.float32(0.74147534), 'Bookbinder (Hand or Machine)']]"
CAMBRIDGESHIRE,Male,687,corn merchant agent,1,1891,corn merchant agent,41010,41020,CORN FLOUR AND SEED MERCHANTS DEALERS,Working Proprietor (Wholesale Trade),,corn merchant agent,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[44330, np.float32(0.25520575), 'Appraiser'], [61110, np.float32(0.25647566), 'General Farmer']]"
CAMBRIDGESHIRE,Male,722,wine merchant inn keeper,1,1891,wine merchant  inn keeper,41010,41025,WINE AND SPIRIT MERCHANTS,Working Proprietor (Wholesale or Retail Trade),,wine merchant inn keeper,food_drink,0.8891818977568478,False,acceptable_quality,[],False,,"[[51020, np.float32(0.9501559), 'Working Proprietor (Hotel and Restaurant)']]"
CAMBRIDGESHIRE,Male,736,innkeeper horse slaughterer,1,1891,innkeeper  horse slaughterer,41010,41025,KNACKER CATSMEAT DEALERS,Working Proprietor (Wholesale or Retail Trade),,innkeeper horse slaughterer,food_drink,0.8903783418750858,False,acceptable_quality,[],False,,"[[51020, np.float32(0.2639445), 'Working Proprietor (Hotel and Restaurant)']]"
CARDIGANSHIRE,Male,724,turncock,1,1891,turncock,87120,96950,WATERWORKS SERVICE,Water Treatment Plant Operator (Waterworks),simple,turncock,other,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.3899213), 'Other Maids and Related Housekeeping Service Workers']]"
CARMARTHENSHIRE,Male,85,coachmaker man domestic servant,1,1891,coach man domestic servant,98520,98620,DOMESTIC--COACHMAN,Animal-Drawn Vehicle Driver (Road),complex,coachmaker man domestic servant,domestic_service,0.7818975869236523,False,acceptable_quality,[],False,,"[[54020, np.float32(0.95900595), 'House Servant']]"
CARMARTHENSHIRE,Male,111,general merchant,1,1891,general merchant c,41010,41025,MERCHANT -- COMMODITY UNDEFINED,Working Proprietor (Wholesale or Retail Trade),,general merchant c,retail_trade,0.54,True,unchanged_with_some_invalid_words,['c'],False,general merchant c,"[[61110, np.float32(0.25641063), 'General Farmer']]"
CARMARTHENSHIRE,Male,131,platelayer,1,1891,g w r platelayer,97430,99910,"PLATELAYER, GANGER, PACKER",Labourer,,g w r platelayer,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'w', 'r']",False,g w r platelayer,"[[98590, np.float32(0.4748835), 'Other MotorVehicle Drivers']]"
CARMARTHENSHIRE,Male,275,boiler maker,1,1891,boiler maker smith,87350,87350,BOILER MAKERS,Boilersmith,,boiler maker,metalwork_engineering,0.6878706071655025,False,acceptable_quality,[],False,,"[[87350, np.float32(0.9981798), 'Boilersmith']]"
CARNARVONSHIRE,Female,788,to mother,2,1891,assistant to mother,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,to mother,family_dependent,0.5664438625007135,False,acceptable_quality,[],False,,[]
CARNARVONSHIRE,Male,76,vocalist,2,1891,vocalist,17120,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,simple,vocalist,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.4116543), 'Other Production and Related Workers Not Elsewhere Classified']]"
CARNARVONSHIRE,Female,789,charge of her own house as wife,1,1891,charge of her own house as wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,charge of her own house as wife,family_dependent,0.9,False,acceptable_quality,[],False,,[]
CARNARVONSHIRE,Male,87,domestic servant,1,1891,gardener  domestic servant,62711,62740,DOMESTIC GARDENER,Gardener,,domestic servant,domestic_service,0.6961777053629887,False,acceptable_quality,[],False,,"[[54020, np.float32(0.8987288), 'House Servant']]"
CARNARVONSHIRE,Male,225,quarryman baptist preacher,1,1891,quarryman baptist preacher,71130,71110,LIMESTONE QUARRIER,"Quarryman, General",,quarryman baptist preacher,other,0.9,False,acceptable_quality,[],False,,"[[14120, np.float32(0.8275387), 'Minister of Religion']]"
CARNARVONSHIRE,Male,771,slate machinist sawing,1,1891,slate machinist sawing,83400,79550,MACHINISTS MACHINE WORKERS UNDEFINED,Sewing-Machine Operator,,slate machinist sawing,metalwork_engineering,0.9,False,acceptable_quality,[],False,,[]
CARNARVONSHIRE,Unknown,115,accountant,1,1891,accountant,11010,11010,ACCOUNTANTS,"Accountant, General",simple,accountant,other,0.9,False,acceptable_quality,[],False,,"[[11010, np.float32(0.89837146), 'Accountant, General']]"
CHESHIRE,Male,413,railway labourer,875,1891,bricklayers labourer,95120,99910,BRICKLAYER'S LABOURER,Labourer,,railway labourer,transport_communication,0.633977241058387,False,acceptable_quality,[],False,,"[[98430, np.float32(0.29987115), 'Railway Signaller']]"
CHESHIRE,Male,181,agricultural labourer,12,1891,farm labourer general,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.5296980293649285,False,acceptable_quality,[],False,,[]
CHESHIRE,Male,543,book seller,11,1891,book seller,21194,41030,"PUBLISHERS, BOOKSELLERS AND LIBRARIANS (EXCEPT PUBLIC LIBRARIANS)",Working Proprietor (Retail Trade),moderate,book seller,other,0.9,False,acceptable_quality,[],False,,"[[39310, np.float32(0.4380175), 'Office Clerk, General'], [94990, np.float32(0.29024798), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Male,365,coachbuilder,5,1891,coachbuilder,81300,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,simple,coachbuilder,building_construction,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.32763994), 'Other Maids and Related Housekeeping Service Workers']]"
CHESHIRE,Female,84,formerly kitchen maid,1,1891,formerly kitchen maid,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,formerly kitchen maid,other,0.9,False,acceptable_quality,[],False,,"[[59990, np.float32(0.97305036), 'Other Service Workers Not Elsewhere Classified']]"
CHESHIRE,Female,84,servant domestic out of situation,1,1891,servant domestic out of situation,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant domestic out of situation,domestic_service,0.9,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9854961), 'House Servant']]"
CHESHIRE,Female,177,farm,1,1891,farm assitant,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,farm assitant,other,0.54,True,unchanged_with_some_invalid_words,['assitant'],False,farm assitant,"[[94990, np.float32(0.35600793), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Female,329,layer at tobacconists,1,1891,layer at tobacconists,83890,83990,IRON CLASP BUCKLE HINGE MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,layer at tobacconists,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.75852305), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Female,601,silk reel knitter,1,1891,silk reel knitter,75400,75500,KNITTER (UNDEFINED),"Knitter, Specialisation Unknown",,silk reel knitter,other,0.9,False,acceptable_quality,[],False,,"[[75400, np.float32(0.8050489), 'Weaver, Specialisation Unknown']]"
CHESHIRE,Female,788,postmans wife,1,1891,postmans wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,postmans wife,family_dependent,0.9,False,acceptable_quality,[],False,,"[[14120, np.float32(0.562095), 'Minister of Religion']]"
CHESHIRE,Male,19,retired major full pay r marine,1,1891,major retired full pay r marine,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired major full pay r marine,unemployed_seeking,0.8831429207787773,False,acceptable_quality,[],False,,"[[58320, np.float32(0.328299), 'Officer'], [61110, np.float32(0.3387785), 'General Farmer']]"
CHESHIRE,Male,119,cotton brokers general merchants clerk,1,1891,cotton brokers  general merchants clerk,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,cotton brokers general merchants clerk,professional_clerical,0.8931543628146871,False,acceptable_quality,[],False,,"[[39310, np.float32(0.98985565), 'Office Clerk, General']]"
CHESHIRE,Male,190,boys trainer,1,1891,boys trainer,62920,62490,OTHERS ENGAGED ABOUT ANIMALS (NON-AGRICULTURE),Other Livestock Workers,,boys trainer,other,0.9,False,acceptable_quality,[],False,,"[[31090, np.float32(0.26104423), 'Government Executive Officials Not Elsewhere Classified']]"
CHESHIRE,Male,269,steam engine maker filter,1,1891,steam engine maker filter,83400,83410,METAL MACHINISTS (ENGINE AND MACHINE MAKING),"MachineTool Operator, General",,steam engine maker filter,metalwork_engineering,0.9,False,acceptable_quality,[],False,,"[[84190, np.float32(0.8046776), 'Other Machinery Fitters and Machine Assemblers']]"
CHESHIRE,Male,429,railway breakwoman,1,1891,railway breakwoman,21290,21240,RAILWAY CONTRACTORS,Contractor,,railway breakwoman,other,0.9,False,acceptable_quality,[],False,,"[[36020, np.float32(0.7762542), 'Railway Passenger Train Guard']]"
CHESHIRE,Male,454,hat manufacture,1,1891,lath manufacturer,81990,95490,"LATH, WOODEN FENCE, HURDLE-MAKER","Other Carpenters, Joiners and Parquetry Workers",,hat manufacture,clothing_footwear,0.8261709337585363,False,acceptable_quality,[],False,,"[[19990, np.float32(0.22389178), 'Other Professional, Technical and Related Workers Not Elsewhere Classified'], [94990, np.float32(0.25839522), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Male,509,maker of engines boilers boats,1,1891,maker of engines boilers  boats,80390,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,complex,maker of engines boilers boats,other,0.8913364908858069,False,acceptable_quality,[],False,,"[[80390, np.float32(0.75701636), 'Other Leather Goods Makers'], [94990, np.float32(0.22819614), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Male,612,bleacher j p,1,1891,bleacher j p,75600,75615,FLAX LINEN BLEACHERS,Textile Bleacher,,bleacher j p,other,0.27,True,unchanged_with_many_invalid_words,"['j', 'p']",False,bleacher j p,"[[75600, np.float32(0.93592536), 'Bleachers, Dyers and Textile Product Finishers']]"
CHESHIRE,Male,665,clogger,1,1891,clogger b,80100,81990,"PATTEN, CLOG MAKERS",Other Cabinetmakers and Related Woodworkers,,clogger b,other,0.54,True,unchanged_with_some_invalid_words,['b'],False,clogger b,"[[54090, np.float32(0.5482845), 'Other Maids and Related Housekeeping Service Workers']]"
CHESHIRE,Male,691,baker tobacconist,1,1891,baker  tobacconist,41010,41025,BAKERS (DEALERS),Working Proprietor (Wholesale or Retail Trade),moderate,baker tobacconist,food_drink,0.8847599748819491,False,acceptable_quality,[],False,,"[[94990, np.float32(0.44619167), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Male,724,water rate collecter,1,1891,water rate collecter,87120,96950,WATERWORKS SERVICE,Water Treatment Plant Operator (Waterworks),,water rate collecter,other,0.9,False,acceptable_quality,[],False,,"[[44120, np.float32(0.23297009), 'Insurance Salesman']]"
CHESHIRE,Male,768,cooper,1,1891,copper,84110,84910,ARTISANS MECHANICS,"Machinery Mechanic, General",simple,cooper,crafts_trades,0.8598985129839303,False,acceptable_quality,[],False,,[]
CHESHIRE,Male,769,apprentice fisherman poultry,1,1891,apprentice fish  poultry,99150,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice fisherman poultry,food_drink,0.7616513398800038,False,acceptable_quality,[],False,,"[[64100, np.float32(0.26135808), 'Fisherman, DeepSea or Inland and Coastal Water']]"
CHESHIRE,Male,772,retired candle wick spinner,1,1891,retired candle wick spinner,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired candle wick spinner,unemployed_seeking,0.9,False,acceptable_quality,[],False,,"[[75200, np.float32(0.42388526), 'Spinners and Winders']]"
CHESHIRE,Unknown,17,commander,1,1891,commander,58420,58320,ARMY OFFICERS (EFFECTIVE),Officer,simple,commander,other,0.9,False,acceptable_quality,[],False,,"[[94990, np.float32(0.3129121), 'Other Production and Related Workers Not Elsewhere Classified']]"
CHESHIRE,Unknown,160,boatman,1,1891,boatman assitant,98120,98100,BOATMEN ON SEAS (SEAMEN GENERAL),"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,boatman assitant,transport_communication,0.54,True,unchanged_with_some_invalid_words,['assitant'],False,boatman assitant,"[[94990, np.float32(0.70060766), 'Other Production and Related Workers Not Elsewhere Classified']]"
CORNWALL,Female,52,schoolmistress,105,1891,schoolmistress,13200,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",simple,schoolmistress,professional_clerical,0.9,False,acceptable_quality,[],False,,"[[54090, np.float32(0.3747433), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.27664697), 'Other Production and Related Workers Not Elsewhere Classified']]"
CORNWALL,Female,84,domestic servant,10,1891,charwoman domestic servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.6847181504403131,False,acceptable_quality,[],False,,"[[54020, np.float32(0.9987269), 'House Servant']]"
CORNWALL,Male,584,apprentice ropers,3,1891,ropers apprentice,75700,75710,"ROPE, TWINE, CORD û MAKERS","Rope Maker, General",,apprentice ropers,other,0.860435785640358,False,acceptable_quality,[],False,,"[[98590, np.float32(0.40663058), 'Other MotorVehicle Drivers']]"
