record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
67,83890,Female layer at tobacconists in Cheshire,layer at tobacconists,Female,CHESHIRE,1
68,75400,Female silk reel knitter in Cheshire,silk reel knitter,Female,CHESHIRE,1
69,99999,Female postmans wife in Cheshire,postmans wife,Female,CHESHIRE,1
70,58420,Male retired major full pay r marine in Cheshire,retired major full pay r marine,Male,CHESHIRE,1
71,39310,Male cotton brokers general merchants clerk in Cheshire,cotton brokers general merchants clerk,Male,CHESHIRE,1
72,62920,Male boys trainer in Cheshire,boys trainer,Male,CHESHIRE,1
73,83400,Male steam engine maker filter in Cheshire,steam engine maker filter,Male,CHESHIRE,1
74,21290,Male railway breakwoman in Cheshire,railway breakwoman,Male,CHESHIRE,1
75,81990,Male hat manufacture in Cheshire,hat manufacture,Male,CHESHIRE,1
76,80390,Male maker of engines boilers boats in Cheshire,maker of engines boilers boats,Male,CHESHIRE,1
77,75600,Male bleacher j p in Cheshire,bleacher j p,Male,CHESHIRE,1
78,80100,Male clogger in Cheshire,clogger,Male,CHESHIRE,1
79,41010,Male baker tobacconist in Cheshire,baker tobacconist,Male,CHESHIRE,1
80,87120,Male water rate collecter in Cheshire,water rate collecter,Male,CHESHIRE,1
81,84110,Male cooper in Cheshire,cooper,Male,CHESHIRE,1
82,99150,Male apprentice fisherman poultry in Cheshire,apprentice fisherman poultry,Male,CHESHIRE,1
83,99999,Male retired candle wick spinner in Cheshire,retired candle wick spinner,Male,CHESHIRE,1
84,58420,Unknown commander in Cheshire,commander,Unknown,CHESHIRE,1
85,98120,Unknown boatman in Cheshire,boatman,Unknown,CHESHIRE,1
86,13200,Female schoolmistress in Cornwall,schoolmistress,Female,CORNWALL,105
87,54020,Female domestic servant in Cornwall,domestic servant,Female,CORNWALL,10
88,75700,Male apprentice ropers in Cornwall,apprentice ropers,Male,CORNWALL,3
89,54020,Female housekeeper son in Cornwall,housekeeper son,Female,CORNWALL,1
90,41010,Female apprentice fancy shop in Cornwall,apprentice fancy shop,Female,CORNWALL,1
91,41010,Female assistant formerly stationers in Cornwall,assistant formerly stationers,Female,CORNWALL,1
92,80100,Female boot maker in Cornwall,boot maker,Female,CORNWALL,1
93,41010,Female wine merchant in Cornwall,wine merchant,Female,CORNWALL,1
94,99999,Female blacksmith abroad father in Cornwall,blacksmith abroad father,Female,CORNWALL,1
95,58430,Male royal artillery in Cornwall,royal artillery,Male,CORNWALL,1
96,58430,Male retired colo sergt royal marines in Cornwall,retired colo sergt royal marines,Male,CORNWALL,1
97,13990,Male ex pupil teacher in Cornwall,ex pupil teacher,Male,CORNWALL,1
98,62110,Male farmer in Cornwall,farmer,Male,CORNWALL,1
99,62110,Female farm worker in Cumberland,farm worker,Female,CUMBERLAND,5
100,95110,Male apprentice stone mason in Cumberland,apprentice stone mason,Male,CUMBERLAND,5
101,61400,Male farm husbandman in Cumberland,farm husbandman,Male,CUMBERLAND,2
102,99999,Female husband at sea in Cumberland,husband at sea,Female,CUMBERLAND,1
103,20200,Male retired collector inland revenue in Cumberland,retired collector inland revenue,Male,CUMBERLAND,1
104,4250,Male saddler in Cumberland,saddler,Male,CUMBERLAND,1
105,72400,Male iron steel bridge maker in Cumberland,iron steel bridge maker,Male,CUMBERLAND,1
106,87130,Male gassman in Cumberland,gassman,Male,CUMBERLAND,1
107,37020,Female postmistress in Denbighshire,postmistress,Female,DENBIGHSHIRE,3
108,79200,Male labourer in skin yard in Denbighshire,labourer in skin yard,Male,DENBIGHSHIRE,2
109,99999,Female householder in Denbighshire,householder,Female,DENBIGHSHIRE,1
110,97430,Male foreman plate layer in Denbighshire,foreman plate layer,Male,DENBIGHSHIRE,1
111,41010,Male seed dealer in Denbighshire,seed dealer,Male,DENBIGHSHIRE,1
112,62110,Male retired agricultural worker in Denbighshire,retired agricultural worker,Male,DENBIGHSHIRE,1
113,77310,Male butcher manager in Denbighshire,butcher manager,Male,DENBIGHSHIRE,1
114,17120,Female professional singer in Derbyshire,professional singer,Female,DERBYSHIRE,3
115,83890,Male boot maker in Derbyshire,boot maker,Male,DERBYSHIRE,3
116,95410,Male carpenter at colliery in Derbyshire,carpenter at colliery,Male,DERBYSHIRE,3
117,83120,Unknown tinker in Derbyshire,tinker,Unknown,DERBYSHIRE,2
118,54020,Female domestic servant in Derbyshire,domestic servant,Female,DERBYSHIRE,1
119,84130,Male iron fitters labourer in Derbyshire,iron fitters labourer,Male,DERBYSHIRE,1
120,83890,Male stove polisher in Derbyshire,stove polisher,Male,DERBYSHIRE,1
121,94290,Male template maker for bridge work in Derbyshire,template maker for bridge work,Male,DERBYSHIRE,1
122,75200,Male piecer for cotton spinning in Derbyshire,piecer for cotton spinning,Male,DERBYSHIRE,1
123,17900,Male mineral miller grinder in Derbyshire,mineral miller grinder,Male,DERBYSHIRE,1
124,99130,Male general labourer in Derbyshire,general labourer,Male,DERBYSHIRE,1
125,62110,Unknown farm servant in Derbyshire,farm servant,Unknown,DERBYSHIRE,1
126,16130,Male artist in Devon,artist,Male,DEVON,41
127,21194,Male bookseller in Devon,bookseller,Male,DEVON,18
128,62110,Male agricultural laborer in Devon,agricultural laborer,Male,DEVON,3
129,79540,Female art needlework in Devon,art needlework,Female,DEVON,2
130,58220,Male retired constable in Devon,retired constable,Male,DEVON,2
131,58420,Male governer royal artillery in Devon,governer royal artillery,Male,DEVON,2
132,83890,Female machiners at collar works in Devon,machiners at collar works,Female,DEVON,1
133,79320,Female milliner in Devon,milliner,Female,DEVON,1
134,99999,Female retired laundry in Devon,retired laundry,Female,DEVON,1
135,99999,Female wife of boatswain in Devon,wife of boatswain,Female,DEVON,1
136,37020,Male messenger attendant postboy office in Devon,messenger attendant postboy office,Male,DEVON,1
137,37040,Male sailor hms defiance in Devon,sailor hms defiance,Male,DEVON,1
138,58420,Male retired officer h m customs in Devon,retired officer h m customs,Male,DEVON,1
139,58430,Male retired royal navy list secretary p d f s cemetery company in Devon,retired royal navy list secretary p d f s cemetery company,Male,DEVON,1
140,58420,Male sergeant telegraphist in Devon,sergeant telegraphist,Male,DEVON,1
141,13200,Male head plymouth school in Devon,head plymouth school,Male,DEVON,1
142,19990,Male curator at museum in Devon,curator at museum,Male,DEVON,1
143,17120,Male fiddler in Devon,fiddler,Male,DEVON,1
144,62711,Male assistant domestic servant in Devon,assistant domestic servant,Male,DEVON,1
145,39310,Male clerk purer arsenic manufactory in Devon,clerk purer arsenic manufactory,Male,DEVON,1
146,44120,Male inspector life assurance society in Devon,inspector life assurance society,Male,DEVON,1
147,44120,Male tailor and insurance agent in Devon,tailor and insurance agent,Male,DEVON,1
148,98550,Male carter city council in Devon,carter city council,Male,DEVON,1
149,98200,Male ships in Devon,ships,Male,DEVON,1
150,98120,Male commissioned boatman coast guard in Devon,commissioned boatman coast guard,Male,DEVON,1
151,38010,Male under telegraph clerk in Devon,under telegraph clerk,Male,DEVON,1
152,62110,Male agricultural labourer in Devon,agricultural labourer,Male,DEVON,1
153,63120,Male tanner yard foreman in Devon,tanner yard foreman,Male,DEVON,1
154,41010,Male chemists warehouseman in Devon,chemists warehouseman,Male,DEVON,1
155,41010,Male tea coffee merchant in Devon,tea coffee merchant,Male,DEVON,1
156,41010,Male clerk in shop press in Devon,clerk in shop press,Male,DEVON,1
157,45220,Male hawker of burning oils in Devon,hawker of burning oils,Male,DEVON,1
158,99999,Male retired calico manufacture in Devon,retired calico manufacture,Male,DEVON,1
159,99999,Unknown wife of a stoker in Devon,wife of a stoker,Unknown,DEVON,1
160,99999,Female duties of a wife in Dorset,duties of a wife,Female,DORSET,1
161,4290,Male bricklayer father in Dorset,bricklayer father,Male,DORSET,1
162,87120,Male clerk water co in Dorset,clerk water co,Male,DORSET,1
163,87350,Male laborer in boiler works in Durham,laborer in boiler works,Male,DURHAM,5
164,53101,Female retired cook domestic in Durham,retired cook domestic,Female,DURHAM,4
165,39310,Male clerk book keeper in Durham,clerk book keeper,Male,DURHAM,3
166,24100,Male railway truck inspector in Durham,railway truck inspector,Male,DURHAM,3
167,75100,Female comb minder wool factory in Durham,comb minder wool factory,Female,DURHAM,2
168,75500,Female boiler maker in Durham,boiler maker,Female,DURHAM,2
169,2700,Male horsekeeper at a colliery in Durham,horsekeeper at a colliery,Male,DURHAM,2
170,83400,Male steam engine maker driller in Durham,steam engine maker driller,Male,DURHAM,2
171,61260,Male assistant drayman in Durham,assistant drayman,Male,DURHAM,2
172,44120,Female insurance commission agent in Durham,insurance commission agent,Female,DURHAM,1
173,99999,Female supported by her husband in Durham,supported by her husband,Female,DURHAM,1
174,37030,Male retired rural postman in Durham,retired rural postman,Male,DURHAM,1
175,21182,Male manager lemonade manufactory in Durham,manager lemonade manufactory,Male,DURHAM,1
176,61250,Male gardener nurseries in Durham,gardener nurseries,Male,DURHAM,1
177,71120,Male coal mine service in Durham,coal mine service,Male,DURHAM,1
178,74390,Male general labourer in Durham,general labourer,Male,DURHAM,1
179,85100,Male labourer in moulders in Durham,labourer in moulders,Male,DURHAM,1
180,81300,Male retired cartwright in Durham,retired cartwright,Male,DURHAM,1
181,87130,Male apprentice plumbing in Durham,apprentice plumbing,Male,DURHAM,1
182,89620,Male furnace stoker cement in Durham,furnace stoker cement,Male,DURHAM,1
183,41010,Male fruiterer in Durham,fruiterer,Male,DURHAM,1
184,41010,Male yeast dealer inn keeper in Durham,yeast dealer inn keeper,Male,DURHAM,1
185,80100,Unknown assistant boot trade in Durham,assistant boot trade,Unknown,DURHAM,1
186,41010,Male boy shop in Essex,boy shop,Male,ESSEX,163
187,41010,Male spirit merchant in Essex,spirit merchant,Male,ESSEX,10
188,58420,Male quartermaster in Essex,quartermaster,Male,ESSEX,9
189,83120,Male smith black in Essex,smith black,Male,ESSEX,3
190,4250,Male mariner ordinary seaman in Essex,mariner ordinary seaman,Male,ESSEX,2
191,37020,Female assistant stationers and postboy office in Essex,assistant stationers and postboy office,Female,ESSEX,1
192,13200,Female elementary school teacher london in Essex,elementary school teacher london,Female,ESSEX,1
193,13990,Female pupil teacher in Essex,pupil teacher,Female,ESSEX,1
194,80390,Female sample ball maker in Essex,sample ball maker,Female,ESSEX,1
195,41010,Female shopkeeper general in Essex,shopkeeper general,Female,ESSEX,1
196,58420,Male temporary draftsman in office in Essex,temporary draftsman in office,Male,ESSEX,1
197,39310,Male clerk wholesale clothier in Essex,clerk wholesale clothier,Male,ESSEX,1
198,89630,Male lime burner in Essex,lime burner,Male,ESSEX,1
199,84130,Male apprentice fitters in Essex,apprentice fitters,Male,ESSEX,1
200,84190,Male machine planer of engineer in Essex,machine planer of engineer,Male,ESSEX,1
201,81400,Male farmer wheelwright and carpenter in Essex,farmer wheelwright and carpenter,Male,ESSEX,1
202,41010,Male ironmongers stockkeeper in Essex,ironmongers stockkeeper,Male,ESSEX,1
203,80390,Male potter cards maker in Essex,potter cards maker,Male,ESSEX,1
204,21194,Male cat and dog meat seller in Essex,cat and dog meat seller,Male,ESSEX,1
205,41010,Male boot switter in Essex,boot switter,Male,ESSEX,1
206,41010,Male grocer dairy man in Essex,grocer dairy man,Male,ESSEX,1
207,41010,Male wine spirit allerman in Essex,wine spirit allerman,Male,ESSEX,1
208,22190,Male retired foreman in Essex,retired foreman,Male,ESSEX,1
209,54020,Unknown kitchenmaid in Essex,kitchenmaid,Unknown,ESSEX,1
210,51020,Unknown innkeeper in Essex,innkeeper,Unknown,ESSEX,1
211,39310,Male clerk in Flintshire,clerk,Male,FLINTSHIRE,24
212,79130,Female apprentice dressmaker in Glamorganshire,apprentice dressmaker,Female,GLAMORGANSHIRE,185
213,4260,Male hobbler in Glamorganshire,hobbler,Male,GLAMORGANSHIRE,33
214,98300,Male loco cleaner in Glamorganshire,loco cleaner,Male,GLAMORGANSHIRE,8
215,72200,Male steel roller in Glamorganshire,steel roller,Male,GLAMORGANSHIRE,8
216,98520,Male farm servant in Glamorganshire,farm servant,Male,GLAMORGANSHIRE,3
217,17120,Male musical director in Glamorganshire,musical director,Male,GLAMORGANSHIRE,2
218,83120,Male blacksmith foreman shoeing and general in Glamorganshire,blacksmith foreman shoeing and general,Male,GLAMORGANSHIRE,2
219,96900,Male worker crane in Glamorganshire,worker crane,Male,GLAMORGANSHIRE,2
220,99999,Male helping father in Glamorganshire,helping father,Male,GLAMORGANSHIRE,2
221,14130,Female salvation army in Glamorganshire,salvation army,Female,GLAMORGANSHIRE,1
222,54010,Female managing house at home in Glamorganshire,managing house at home,Female,GLAMORGANSHIRE,1
223,72100,Female iron manufacture in Glamorganshire,iron manufacture,Female,GLAMORGANSHIRE,1
224,94990,Female woolmer factory in Glamorganshire,woolmer factory,Female,GLAMORGANSHIRE,1
225,41015,Female boiler wool dealer in Glamorganshire,boiler wool dealer,Female,GLAMORGANSHIRE,1
226,77100,Female miller servant in Glamorganshire,miller servant,Female,GLAMORGANSHIRE,1
227,99999,Female miller owners wife in Glamorganshire,miller owners wife,Female,GLAMORGANSHIRE,1
228,98590,Male haulier in col mine in Glamorganshire,haulier in col mine,Male,GLAMORGANSHIRE,1
229,39100,Male mines weigher in Glamorganshire,mines weigher,Male,GLAMORGANSHIRE,1
230,2700,Male gaffer on screen of colliery in Glamorganshire,gaffer on screen of colliery,Male,GLAMORGANSHIRE,1
231,74390,Male cotta ovens foreman in Glamorganshire,cotta ovens foreman,Male,GLAMORGANSHIRE,1
232,87330,Male worker copper miner in Glamorganshire,worker copper miner,Male,GLAMORGANSHIRE,1
233,83230,Male engineers helper in Glamorganshire,engineers helper,Male,GLAMORGANSHIRE,1
234,84130,Male worker engine driver in Glamorganshire,worker engine driver,Male,GLAMORGANSHIRE,1
235,84190,Male engineer mechanic in Glamorganshire,engineer mechanic,Male,GLAMORGANSHIRE,1
236,83890,Male donkey at sea in Glamorganshire,donkey at sea,Male,GLAMORGANSHIRE,1
237,88020,Male jeweller furniture in Glamorganshire,jeweller furniture,Male,GLAMORGANSHIRE,1
238,95110,Male tending in Glamorganshire,tending,Male,GLAMORGANSHIRE,1
239,79190,Male worker stay in Glamorganshire,worker stay,Male,GLAMORGANSHIRE,1
240,96900,Male engine man stationary in Glamorganshire,engine man stationary,Male,GLAMORGANSHIRE,1
241,95410,Male carpenter in Gloucestershire,carpenter,Male,GLOUCESTERSHIRE,2593
242,87130,Male gas fitter in Gloucestershire,gas fitter,Male,GLOUCESTERSHIRE,118
243,41010,Male confectioner in Gloucestershire,confectioner,Male,GLOUCESTERSHIRE,70
244,62110,Male agricultural worker in Gloucestershire,agricultural worker,Male,GLOUCESTERSHIRE,5
245,62460,Male master riding in Gloucestershire,master riding,Male,GLOUCESTERSHIRE,4
246,80390,Male strap maker leather in Gloucestershire,strap maker leather,Male,GLOUCESTERSHIRE,4
247,99999,Female agricultural labourer wife in Gloucestershire,agricultural labourer wife,Female,GLOUCESTERSHIRE,2
248,81400,Male wheelwright chair proprietor in Gloucestershire,wheelwright chair proprietor,Male,GLOUCESTERSHIRE,2
249,37040,Male boy errand boot factory in Gloucestershire,boy errand boot factory,Male,GLOUCESTERSHIRE,2
250,85500,Male apprentice electrician in Gloucestershire,apprentice electrician,Male,GLOUCESTERSHIRE,2
251,54010,Female machinist in Gloucestershire,machinist,Female,GLOUCESTERSHIRE,1
252,75200,Female woollen spinner in Gloucestershire,woollen spinner,Female,GLOUCESTERSHIRE,1
253,79190,Female forewoman stay trade in Gloucestershire,forewoman stay trade,Female,GLOUCESTERSHIRE,1
254,55250,Female waste picker in Gloucestershire,waste picker,Female,GLOUCESTERSHIRE,1
255,58420,Male retired captain th reg in Gloucestershire,retired captain th reg,Male,GLOUCESTERSHIRE,1
256,14120,Male minister of the gospel in Gloucestershire,minister of the gospel,Male,GLOUCESTERSHIRE,1
257,16130,Male artist running in Gloucestershire,artist running,Male,GLOUCESTERSHIRE,1
258,24100,Male railway traffic inspector in Gloucestershire,railway traffic inspector,Male,GLOUCESTERSHIRE,1
259,97190,Male boy coal hauliers carter in Gloucestershire,boy coal hauliers carter,Male,GLOUCESTERSHIRE,1
260,72400,Male apprentice turner iron works in Gloucestershire,apprentice turner iron works,Male,GLOUCESTERSHIRE,1
261,83860,Male ironworker wire mills in Gloucestershire,ironworker wire mills,Male,GLOUCESTERSHIRE,1
262,79920,Male boiler maker in Gloucestershire,boiler maker,Male,GLOUCESTERSHIRE,1
263,84400,Male apprentice to elect engineer in Gloucestershire,apprentice to elect engineer,Male,GLOUCESTERSHIRE,1
264,89300,Male brick works labourer in Gloucestershire,brick works labourer,Male,GLOUCESTERSHIRE,1
265,41010,Male apprentice leather trade in Gloucestershire,apprentice leather trade,Male,GLOUCESTERSHIRE,1
266,62410,Male cattle drover small shop in Gloucestershire,cattle drover small shop,Male,GLOUCESTERSHIRE,1
267,99999,Male student at training college in Gloucestershire,student at training college,Male,GLOUCESTERSHIRE,1
268,54020,Female ladysmaid in Hampshire,ladysmaid,Female,HAMPSHIRE,30
269,87350,Male shipwright boiler maker in Hampshire,shipwright boiler maker,Male,HAMPSHIRE,4
270,6100,Male general practitioner of medicine in Hampshire,general practitioner of medicine,Male,HAMPSHIRE,3
271,79990,Male sack contractor in Hampshire,sack contractor,Male,HAMPSHIRE,3
272,99130,Male pensioner labourer in Hampshire,pensioner labourer,Male,HAMPSHIRE,3
273,58430,Male labourer in Hampshire,labourer,Male,HAMPSHIRE,2
274,21230,Male apprentice builder in Hampshire,apprentice builder,Male,HAMPSHIRE,2
275,7220,Female nurse institution in Hampshire,nurse institution,Female,HAMPSHIRE,1
276,56000,Female laundry in Hampshire,laundry,Female,HAMPSHIRE,1
277,41010,Female retired general dealer in Hampshire,retired general dealer,Female,HAMPSHIRE,1
278,95120,Female railway labourer in Hampshire,railway labourer,Female,HAMPSHIRE,1
279,37020,Male clerk telegraph gpo in Hampshire,clerk telegraph gpo,Male,HAMPSHIRE,1
280,37040,Male insurance messenger in Hampshire,insurance messenger,Male,HAMPSHIRE,1
281,58220,Male police constable hampshire constablery in Hampshire,police constable hampshire constablery,Male,HAMPSHIRE,1
282,54020,Male valet to gentleman in Hampshire,valet to gentleman,Male,HAMPSHIRE,1
283,39310,Male materiel clerk in Hampshire,materiel clerk,Male,HAMPSHIRE,1
284,41015,Male stone contractor in Hampshire,stone contractor,Male,HAMPSHIRE,1
285,95120,Male foreman bricklayer in Hampshire,foreman bricklayer,Male,HAMPSHIRE,1
286,97490,Male farm and road labourer in Hampshire,farm and road labourer,Male,HAMPSHIRE,1
287,81190,Male cabinet maker wood carver in Hampshire,cabinet maker wood carver,Male,HAMPSHIRE,1
288,41010,Male retired architect iron ore coal brick merchant in Hampshire,retired architect iron ore coal brick merchant,Male,HAMPSHIRE,1
289,21194,Male publisher agent in Hampshire,publisher agent,Male,HAMPSHIRE,1
290,41010,Male farm servant in Hampshire,farm servant,Male,HAMPSHIRE,1
291,41010,Male grocer drapers manager in Hampshire,grocer drapers manager,Male,HAMPSHIRE,1
292,53220,Male upholsterer in Hampshire,upholsterer,Male,HAMPSHIRE,1
293,22190,Male master station ltswr liss in Hampshire,master station ltswr liss,Male,HAMPSHIRE,1
294,99999,Male retired dockman in Hampshire,retired dockman,Male,HAMPSHIRE,1
295,99999,Male carpenter of medicine in Hampshire,carpenter of medicine,Male,HAMPSHIRE,1
296,89300,Male brick maker in Herefordshire,brick maker,Male,HEREFORDSHIRE,18
297,6100,Male registered medical practitioner superintendent lunatic asylum in Herefordshire,registered medical practitioner superintendent lunatic asylum,Male,HEREFORDSHIRE,1
298,99999,Male living on his means and farmer in Herefordshire,living on his means and farmer,Male,HEREFORDSHIRE,1
299,63110,Male wood cutter in Hertfordshire,wood cutter,Male,HERTFORDSHIRE,12
300,55100,Female deaconess in Hertfordshire,deaconess,Female,HERTFORDSHIRE,2
301,98130,Male lighterman in Hertfordshire,lighterman,Male,HERTFORDSHIRE,2
302,52030,Female stewardess in Hertfordshire,stewardess,Female,HERTFORDSHIRE,1
303,58420,Male retired lieutenant of st life guards hon major to herts governance j p in Hertfordshire,retired lieutenant of st life guards hon major to herts governance j p,Male,HERTFORDSHIRE,1
304,62110,Male retired labourer agricultural in Hertfordshire,retired labourer agricultural,Male,HERTFORDSHIRE,1
305,99999,Female agricultural labourer widow in Huntingdonshire,agricultural labourer widow,Female,HUNTINGDONSHIRE,4
306,54020,Female living and acting as servant in Huntingdonshire,living and acting as servant,Female,HUNTINGDONSHIRE,1
307,37040,Female boot makers shop woman in Huntingdonshire,boot makers shop woman,Female,HUNTINGDONSHIRE,1
308,61400,Male retired bailiff in Huntingdonshire,retired bailiff,Male,HUNTINGDONSHIRE,1
309,41010,Male retired upholsterer in Huntingdonshire,retired upholsterer,Male,HUNTINGDONSHIRE,1
310,41015,Male coal dealer in Islands In The British Seas,coal dealer,Male,ISLANDS IN THE BRITISH SEAS,3
311,94290,Female bonnet maker in Islands In The British Seas,bonnet maker,Female,ISLANDS IN THE BRITISH SEAS,2
312,99130,Female principal english general in Islands In The British Seas,principal english general,Female,ISLANDS IN THE BRITISH SEAS,1
313,99999,Female shipwright carpenter wife in Islands In The British Seas,shipwright carpenter wife,Female,ISLANDS IN THE BRITISH SEAS,1
314,98520,Male coachman servant in Islands In The British Seas,coachman servant,Male,ISLANDS IN THE BRITISH SEAS,1
315,39310,Male stone merchants clerk in Islands In The British Seas,stone merchants clerk,Male,ISLANDS IN THE BRITISH SEAS,1
316,51040,Male joiner refreshment house keeper in Islands In The British Seas,joiner refreshment house keeper,Male,ISLANDS IN THE BRITISH SEAS,1
317,51020,Male retired innkeeper in Islands In The British Seas,retired innkeeper,Male,ISLANDS IN THE BRITISH SEAS,1
