Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,all_predicted_hisco,prediction_count,prediction_details
1891,LANCASHIRE,Male,merchant and mill furnisher,379,41015,1,41020,LEAD DEALERS,Working Proprietor (Wholesale Trade),complex,merchant and miller furnisher,food_drink,0.7385949333753743,False,multiple_occupation_excluded_from_llm_check,[],True,"[[41025, np.float32(0.44537568), 'Working Proprietor (Wholesale or Retail Trade)']]; [[75000, np.float32(0.5464011), 'Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown'], [79990, np.float32(0.6914181), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]",2,"[{'hisco': ""[[41025, np.float32(0.44537568), 'Working Proprietor (Wholesale or Retail Trade)']]"", 'split_index': 0, 'occupation': 'merchant'}, {'hisco': ""[[75000, np.float32(0.5464011), 'Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown'], [79990, np.float32(0.6914181), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]"", 'split_index': 1, 'occupation': 'mill furnisher'}]"
1891,LANCASHIRE,Male,manager beer house and brewers labourer,714,51050,1,51050,BEERSELLERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",,manager beer house and brewers labourer,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[51020, np.float32(0.8423478), 'Working Proprietor (Hotel and Restaurant)']]; [[99910, np.float32(0.26259828), 'Labourer']]",2,"[{'hisco': ""[[51020, np.float32(0.8423478), 'Working Proprietor (Hotel and Restaurant)']]"", 'split_index': 0, 'occupation': 'manager beer house'}, {'hisco': ""[[99910, np.float32(0.26259828), 'Labourer']]"", 'split_index': 1, 'occupation': 'brewers labourer'}]"
1891,LANCASHIRE,Female,masters wife also assists in working boat,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,masters also assists in working boatman wife,family_dependent,0.7187187606746682,False,multiple_occupation_excluded_from_llm_check,[],True,[],1,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'masters wife also assists in working boat'}]"
1891,LANCASHIRE,Male,teacher of music and cotton weaver,76,17120,1,17135,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Orchestra and Band Conductor,,teacher of music and cotton weaver,textile_manufacture,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[13250, np.float32(0.44185972), 'Fine Arts Teacher (Second Level)']]; [[75400, np.float32(0.97476715), 'Weaver, Specialisation Unknown']]",2,"[{'hisco': ""[[13250, np.float32(0.44185972), 'Fine Arts Teacher (Second Level)']]"", 'split_index': 0, 'occupation': 'teacher of music'}, {'hisco': ""[[75400, np.float32(0.97476715), 'Weaver, Specialisation Unknown']]"", 'split_index': 1, 'occupation': 'cotton weaver'}]"
1891,LONDON,Male,importer and exporter of mouldings,374,41010,1,41030,BICYCLE DEALERS,Working Proprietor (Retail Trade),,importer and exporter of mouldings,transport_communication,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.666074), 'Other Production and Related Workers Not Elsewhere Classified']]; [[13100, np.float32(0.72674763), 'University and Higher Education Teacher, Subject Unknown']]",2,"[{'hisco': ""[[94990, np.float32(0.666074), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'importer'}, {'hisco': ""[[13100, np.float32(0.72674763), 'University and Higher Education Teacher, Subject Unknown']]"", 'split_index': 1, 'occupation': 'exporter of mouldings'}]"
1891,STAFFORDSHIRE,Male,grocer and carter,697,41010,6,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),moderate,grocer and carter,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[98590, np.float32(0.9898108), 'Other MotorVehicle Drivers']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'grocer'}, {'hisco': ""[[98590, np.float32(0.9898108), 'Other MotorVehicle Drivers']]"", 'split_index': 1, 'occupation': 'carter'}]"
1891,DEVON,Male,tailor and insurance agent,124,44120,1,44120,INSURANCE AGENTS,Insurance Salesman,,tailor and insurance agent,clothing_footwear,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[79100, np.float32(0.55126286), 'Tailor, Specialisation Unknown'], [79190, np.float32(0.46791005), 'Other Tailors and Dressmakers']]; [[44120, np.float32(0.993749), 'Insurance Salesman']]",2,"[{'hisco': ""[[79100, np.float32(0.55126286), 'Tailor, Specialisation Unknown'], [79190, np.float32(0.46791005), 'Other Tailors and Dressmakers']]"", 'split_index': 0, 'occupation': 'tailor'}, {'hisco': ""[[44120, np.float32(0.993749), 'Insurance Salesman']]"", 'split_index': 1, 'occupation': 'insurance agent'}]"
1891,GLAMORGANSHIRE,Male,blacksmith foreman shoeing and general,262,83120,2,83110,BLACKSMITHS,"Blacksmith, General",,blacksmith foreman shoeing and general,metalwork_engineering,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[22610, np.float32(0.5717937), 'Production Supervisor or Foreman, General']]; [[98590, np.float32(0.9339689), 'Other MotorVehicle Drivers']]",2,"[{'hisco': ""[[22610, np.float32(0.5717937), 'Production Supervisor or Foreman, General']]"", 'split_index': 0, 'occupation': 'blacksmith foreman shoeing'}, {'hisco': ""[[98590, np.float32(0.9339689), 'Other MotorVehicle Drivers']]"", 'split_index': 1, 'occupation': 'general'}]"
1891,BUCKINGHAMSHIRE,Male,retired postman and shoemaker,3,37030,1,37030,POSTMEN,Postman,,retired boot and shoe maker,unemployed_seeking,0.6445340049574111,False,multiple_occupation_excluded_from_llm_check,[],True,"[[37030, np.float32(0.98731124), 'Postman']]; [[54090, np.float32(0.44186726), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[37030, np.float32(0.98731124), 'Postman']]"", 'split_index': 0, 'occupation': 'postman'}, {'hisco': ""[[54090, np.float32(0.44186726), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'shoemaker'}]"
1891,BUCKINGHAMSHIRE,Male,brewer and banker,709,77820,1,77810,BREWERS,"Brewer, General",,brewer and banker,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[77830, np.float32(0.63362813), 'Malt Cooker']]; [[98590, np.float32(0.5320611), 'Other MotorVehicle Drivers']]",2,"[{'hisco': ""[[77830, np.float32(0.63362813), 'Malt Cooker']]"", 'split_index': 0, 'occupation': 'brewer'}, {'hisco': ""[[98590, np.float32(0.5320611), 'Other MotorVehicle Drivers']]"", 'split_index': 1, 'occupation': 'banker'}]"
1891,YORKSHIRE EAST RIDING,Female,grocer and farmer,173,61110,2,61110,"FARMER, GRAZIER",General Farmer,,grocer and farmer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.760176), 'Other Production and Related Workers Not Elsewhere Classified']]; [[54090, np.float32(0.22503065), 'Other Maids and Related Housekeeping Service Workers'], [61110, np.float32(0.45999104), 'General Farmer']]",2,"[{'hisco': ""[[94990, np.float32(0.760176), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'grocer'}, {'hisco': ""[[54090, np.float32(0.22503065), 'Other Maids and Related Housekeeping Service Workers'], [61110, np.float32(0.45999104), 'General Farmer']]"", 'split_index': 1, 'occupation': 'farmer'}]"
1891,SUFFOLK,Male,boot and shoe maker and letter carrier,663,80100,1,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,boot and shoe maker and letter carrier,clothing_footwear,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.8893483), 'Other Maids and Related Housekeeping Service Workers']]; [[54090, np.float32(0.6177822), 'Other Maids and Related Housekeeping Service Workers']]; [[37030, np.float32(0.9916481), 'Postman']]",3,"[{'hisco': ""[[54090, np.float32(0.8893483), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 0, 'occupation': 'boot'}, {'hisco': ""[[54090, np.float32(0.6177822), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'shoe maker'}, {'hisco': ""[[37030, np.float32(0.9916481), 'Postman']]"", 'split_index': 2, 'occupation': 'letter carrier'}]"
1891,NOTTINGHAMSHIRE,Male,tea and yeast hawker,760,45220,1,45220,HAWKERS HUCKSTERS COSTERS,Street Vendor,,tea and yeast hawker,retail_trade,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61220, np.float32(0.9546997), 'Field Crop Farmer']]; [[45220, np.float32(0.9913692), 'Street Vendor']]",2,"[{'hisco': ""[[61220, np.float32(0.9546997), 'Field Crop Farmer']]"", 'split_index': 0, 'occupation': 'tea'}, {'hisco': ""[[45220, np.float32(0.9913692), 'Street Vendor']]"", 'split_index': 1, 'occupation': 'yeast hawker'}]"
1891,NORFOLK,Male,retired major in the army and batt not lane,19,58420,1,58320,ARMY OFFICERS (RETIRED),Officer,,retired major in the army and batt not lane,unemployed_seeking,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[58320, np.float32(0.9580389), 'Officer']]; [[54090, np.float32(0.590573), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[58320, np.float32(0.9580389), 'Officer']]"", 'split_index': 0, 'occupation': 'major in the army'}, {'hisco': ""[[54090, np.float32(0.590573), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'batt not lane'}]"
1891,SURREY,Male,painter and compositor,531,92120,2,92120,HAND COMPOSITORS (DEFAULT),Hand Compositor,,painter and compositor,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[93120, np.float32(0.9625058), 'Building Painter']]; [[92120, np.float32(0.85920936), 'Hand Compositor']]",2,"[{'hisco': ""[[93120, np.float32(0.9625058), 'Building Painter']]"", 'split_index': 0, 'occupation': 'painter'}, {'hisco': ""[[92120, np.float32(0.85920936), 'Hand Compositor']]"", 'split_index': 1, 'occupation': 'compositor'}]"
1891,SURREY,Female,sorter and packer,750,94990,1,94990,OTHER WORKERS IN SUNDRY INDUSTRIES,Other Production and Related Workers Not Elsewhere Classified,,sorter and packer,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.98890954), 'Other Production and Related Workers Not Elsewhere Classified']]; [[77650, np.float32(0.9559859), 'Chocolate Maker']]",2,"[{'hisco': ""[[94990, np.float32(0.98890954), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'sorter'}, {'hisco': ""[[77650, np.float32(0.9559859), 'Chocolate Maker']]"", 'split_index': 1, 'occupation': 'packer'}]"
1891,KENT,Male,assistant post master and clerk,2,37020,1,37020,OTHER POST OFFICE OFFICERS AND CLERKS,Mail Sorting Clerk,,assistant postboy and clerk,transport_communication,0.6236123201073076,False,multiple_occupation_excluded_from_llm_check,[],True,"[[31090, np.float32(0.6793236), 'Government Executive Officials Not Elsewhere Classified']]; [[39310, np.float32(0.9017727), 'Office Clerk, General']]",2,"[{'hisco': ""[[31090, np.float32(0.6793236), 'Government Executive Officials Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'assistant post master'}, {'hisco': ""[[39310, np.float32(0.9017727), 'Office Clerk, General']]"", 'split_index': 1, 'occupation': 'clerk'}]"
1891,KENT,Male,farm servant and labourer,181,62110,6,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm servant and labourer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[62460, np.float32(0.5477609), 'Horse Worker']]; []",2,"[{'hisco': ""[[62460, np.float32(0.5477609), 'Horse Worker']]"", 'split_index': 0, 'occupation': 'farm servant'}, {'hisco': '[]', 'split_index': 1, 'occupation': 'labourer'}]"
1891,OXFORDSHIRE,Male,baker and publican,692,41010,2,41025,BISCUIT CAKE DEALERS (CONFECTIONISTS),Working Proprietor (Wholesale or Retail Trade),,baker and publican,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[80390, np.float32(0.2531114), 'Other Leather Goods Makers']]; [[51020, np.float32(0.9570328), 'Working Proprietor (Hotel and Restaurant)']]",2,"[{'hisco': ""[[80390, np.float32(0.2531114), 'Other Leather Goods Makers']]"", 'split_index': 0, 'occupation': 'baker'}, {'hisco': ""[[51020, np.float32(0.9570328), 'Working Proprietor (Hotel and Restaurant)']]"", 'split_index': 1, 'occupation': 'publican'}]"
1891,CAMBRIDGESHIRE,Male,fellow and classical lecturer of corpus college cambs,53,13100,1,13100,UNIVERSITY TEACHERS,"University and Higher Education Teacher, Subject Unknown",,fellow and classical lecturer of corpus college cambs,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[13100, np.float32(0.91470325), 'University and Higher Education Teacher, Subject Unknown']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'fellow'}, {'hisco': ""[[13100, np.float32(0.91470325), 'University and Higher Education Teacher, Subject Unknown']]"", 'split_index': 1, 'occupation': 'classical lecturer of corpus college cambs'}]"
1891,NORTHUMBERLAND,Male,sugar boiler and confectioner,693,77200,1,77200,SUGAR REFINERS,"Sugar Processor or Refiner, Specialisation Unknown",,sugar boiler and confectioner,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[77200, np.float32(0.9897193), 'Sugar Processor or Refiner, Specialisation Unknown']]; [[94990, np.float32(0.26091906), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[77200, np.float32(0.9897193), 'Sugar Processor or Refiner, Specialisation Unknown']]"", 'split_index': 0, 'occupation': 'sugar boiler'}, {'hisco': ""[[94990, np.float32(0.26091906), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'confectioner'}]"
1891,NORTHUMBERLAND,Male,clerk and superintendent to burial board,15,31090,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY WORKERS",Government Executive Officials Not Elsewhere Classified,,clerk and superintendent to burial board,professional_clerical,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[39310, np.float32(0.882382), 'Office Clerk, General']]; []",2,"[{'hisco': ""[[39310, np.float32(0.882382), 'Office Clerk, General']]"", 'split_index': 0, 'occupation': 'clerk'}, {'hisco': '[]', 'split_index': 1, 'occupation': 'superintendent to burial board'}]"
1891,SUSSEX,Female,art student drawing and painting,785,99999,1,99999,OTHER STUDENTS,Unspecified worktitle or several titles,,art student drawing and painting,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[13990, np.float32(0.29231566), 'Other Teachers'], [94990, np.float32(0.48266625), 'Other Production and Related Workers Not Elsewhere Classified']]; [[94990, np.float32(0.35887328), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[13990, np.float32(0.29231566), 'Other Teachers'], [94990, np.float32(0.48266625), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'art student drawing'}, {'hisco': ""[[94990, np.float32(0.35887328), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'painting'}]"
1891,SOMERSET,Female,servant and monitress,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant and monitress,domestic_service,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54020, np.float32(0.9626526), 'House Servant']]; [[54090, np.float32(0.53439367), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[54020, np.float32(0.9626526), 'House Servant']]"", 'split_index': 0, 'occupation': 'servant'}, {'hisco': ""[[54090, np.float32(0.53439367), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'monitress'}]"
1891,HUNTINGDONSHIRE,Female,living and acting as servant,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,living and acting as servant,domestic_service,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.31553516), 'Other Production and Related Workers Not Elsewhere Classified']]; [[54020, np.float32(0.89390534), 'House Servant']]",2,"[{'hisco': ""[[94990, np.float32(0.31553516), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'living'}, {'hisco': ""[[54020, np.float32(0.89390534), 'House Servant']]"", 'split_index': 1, 'occupation': 'acting as servant'}]"
1891,MONMOUTHSHIRE,Male,farmer builder and welsh harp manufacturer,280,84190,1,84190,AGRICULTURAL MACHINE AND IMPLEMENT MAKERS,Other Machinery Fitters and Machine Assemblers,,farmer builder and welsh harp manufacturer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.5249239), 'General Farmer']]; [[84190, np.float32(0.76926583), 'Other Machinery Fitters and Machine Assemblers']]",2,"[{'hisco': ""[[61110, np.float32(0.5249239), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer builder'}, {'hisco': ""[[84190, np.float32(0.76926583), 'Other Machinery Fitters and Machine Assemblers']]"", 'split_index': 1, 'occupation': 'welsh harp manufacturer'}]"
1891,LINCOLNSHIRE,Male,plumber and house decorator,425,87130,1,87110,"PLUMBER, PIPE FITTER","Pipe Fitter, General",,plumber and house decorator,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[53100, np.float32(0.4763819), 'Cook, Specialisation Unknown'], [93120, np.float32(0.78300774), 'Building Painter']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'plumber'}, {'hisco': ""[[53100, np.float32(0.4763819), 'Cook, Specialisation Unknown'], [93120, np.float32(0.78300774), 'Building Painter']]"", 'split_index': 1, 'occupation': 'house decorator'}]"
1891,HEREFORDSHIRE,Male,living on his means and farmer,778,99999,1,99999,PRIVATE MEANS,Unspecified worktitle or several titles,,living on his means and farmer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[58340, np.float32(0.42650917), 'Other Military Ranks'], [94990, np.float32(0.26763883), 'Other Production and Related Workers Not Elsewhere Classified']]; [[61110, np.float32(0.82183796), 'General Farmer']]",2,"[{'hisco': ""[[58340, np.float32(0.42650917), 'Other Military Ranks'], [94990, np.float32(0.26763883), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'living on his means'}, {'hisco': ""[[61110, np.float32(0.82183796), 'General Farmer']]"", 'split_index': 1, 'occupation': 'farmer'}]"
