County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm
Cambridgeshire,Male,628,boy linen draper empg men,1,1881,linen draper empg  men  boy,41010,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,boy linen draper empg men,retail_trade,0.8692397144847357,False,acceptable_quality,[],False,
Cardiganshire,Male,795,child,32,1881,child,99999,99999,NO SPECIFIED OCCUPATION - CHILDREN,Unspecified worktitle or several titles,simple,child,other,0.9,False,acceptable_quality,[],False,
Cardiganshire,Male,774,pensioner naval,4,1881,naval pensioner,58410,99999,NAVY PENSIONERS,Unspecified worktitle or several titles,,pensioner naval,unemployed_seeking,0.8617904666745018,False,acceptable_quality,[],False,
Cardiganshire,Female,108,domestic servant not in employ,1,1881,serv not in employ,54010,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",,domestic servant not in employ,domestic_service,0.6400725370621652,False,acceptable_quality,[],False,
Cardiganshire,Female,788,supervisors wife,1,1881,supervisors wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,supervisors wife,family_dependent,0.9,False,acceptable_quality,[],False,
Cardiganshire,Male,181,farmer work on farm agricultural labourer,1,1881,farmer work on farm ag lab,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,farmer work on farm agricultural labourer,agricultural,0.6638211680213328,False,acceptable_quality,[],False,
Cardiganshire,Male,349,apprentice iron manufacture,1,1881,iron manuf apprentice,87530,87450,SHIPWRIGHTS - METAL SHIPS,Metal Shipwright,,apprentice iron manufacture,metalwork_engineering,0.8476856860040931,False,acceptable_quality,[],False,
Cardiganshire,Male,665,clog maker wooden shoe,1,1881,clog maker wooden shoe,80100,80200,"PATTEN, CLOG MAKERS","Shoe Worker, Specialisation Unknown",,clog maker wooden shoe,other,0.9,False,acceptable_quality,[],False,
Carmarthenshire,Male,246,shearer tinman,2,1881,shearer tin,72200,72200,TINPLATE  MANUFACTURE,"Metal RollingMill Worker, Specialisation Unknown",,shearer tinman,metalwork_engineering,0.7047596507732184,False,acceptable_quality,[],False,
Carmarthenshire,Male,246,furnaceman in tinman works pw,1,1881,furnaceman in tin works pw,72200,72200,TINPLATE  MANUFACTURE,"Metal RollingMill Worker, Specialisation Unknown",,furnaceman in tinman works pw,metalwork_engineering,0.8200078202313964,False,acceptable_quality,[],False,
Carmarthenshire,Male,628,apprentice draper,1,1881,drapers apprentice,41010,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,apprentice draper,retail_trade,0.7218412481193955,False,acceptable_quality,[],False,
Carnarvonshire,Female,84,domestic servant,2,1881,waitress domestic servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.7058669221713102,False,acceptable_quality,[],False,
Carnarvonshire,Male,713,licensed victualler,2,1881,licensed victualer,51020,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",moderate,licensed victualler,food_drink,0.7692433572808712,False,acceptable_quality,[],False,
Carnarvonshire,Female,789,labourer wife,1,1881,leabourers wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,labourer wife,family_dependent,0.8973337051371005,False,acceptable_quality,[],False,
Carnarvonshire,Male,12,farmer rel officer reg of b d,1,1881,farmers rel officer  reg of b d,31090,31090,POOR LAW SERVICE,Government Executive Officials Not Elsewhere Classified,,farmer rel officer reg of b d,agricultural,0.8230796799340209,False,acceptable_quality,[],False,
Carnarvonshire,Male,173,retired farmer and seaman,1,1881,farmer and retired seaman,61110,61110,"FARMER, GRAZIER",General Farmer,,retired farmer and seaman,unemployed_seeking,0.7835145212556897,False,multiple_occupation_excluded_from_llm_check,[],True,
Carnarvonshire,Male,262,blacksmith asst servant,1,1881,blacksmith asst servent,83120,83110,BLACKSMITHS,"Blacksmith, General",,blacksmith asst servant,domestic_service,0.9843780117049392,True,modification_poor_result,['asst'],False,blacksmith asst servant
Carnarvonshire,Male,682,pork butcher employing men,1,1881,pork butcher employing  men,77310,77310,BUTCHERS AND MEAT SALESMEN,"Butcher, General",,pork butcher employing men,food_drink,0.8900100584126297,False,acceptable_quality,[],False,
Carnarvonshire,Male,766,engine stoker at a slate quarry,1,1881,engine stoker at a slate quarry,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",,engine stoker at a slate quarry,transport_communication,0.7200000000000001,False,unchanged_with_few_invalid_words,['a'],False,
Cheshire,Male,181,farm servant,42,1881,farm servant in door,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm servant,agricultural,0.6229219318224348,False,acceptable_quality,[],False,
Cheshire,Female,789,coal labourer wife,18,1881,salt lab wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,coal labourer wife,family_dependent,0.5172837300321276,False,acceptable_quality,[],False,
Cheshire,Male,488,labourer in ry works,17,1881,lab in ry works,74920,74220,MANURE MANUFACTURE BONE BOILERS,Cooker (Chemical and Related Processes),complex,labourer in ry works,general_labour,0.7394465771058748,False,acceptable_quality,[],False,
Cheshire,Male,713,house proprietor,15,1881,hotel proprietor,51020,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),moderate,house proprietor,retail_trade,0.7103260286361547,False,acceptable_quality,[],False,
Cheshire,Male,713,retired innkeeper,8,1881,retired innkeeper,51020,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",moderate,retired innkeeper,unemployed_seeking,0.9,False,acceptable_quality,[],False,
Cheshire,Male,41,articled clerk solicitors,3,1881,articled clerk solicitors,12900,12310,OTHERS CONNECTED WITH LAW,Notary,,articled clerk solicitors,professional_clerical,0.9,False,acceptable_quality,[],False,
Cheshire,Female,103,formerly waitress,2,1881,formerly waitress,54010,54090,"DAY GIRLS, DAY SERVANTS (HOTELS LODGING EATING HOUSES)",Other Maids and Related Housekeeping Service Workers,,formerly waitress,other,0.9,False,acceptable_quality,[],False,
Cheshire,Male,173,farmer acres,2,1881,farmer  acres,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer acres,agricultural,0.8784752403479763,False,acceptable_quality,[],False,
Cheshire,Male,746,taxidermist,2,1881,taxidermist,94920,94920,"ANIMAL, BIRD PRESERVERS TAXIDERMISTS",Taxidermist,simple,taxidermist,other,0.9,False,acceptable_quality,[],False,
Cheshire,Female,400,assistant in shop coal dealer,1,1881,assistant in shop coal dealer,41010,41030,TOY DEALERS,Working Proprietor (Retail Trade),,assistant in shop coal dealer,retail_trade,0.9,False,acceptable_quality,[],False,
Cheshire,Female,440,retired upholsterer,1,1881,retired upholsterer,79620,79620,UPHOLSTERER,Furniture Upholsterer,,retired upholsterer,unemployed_seeking,0.9,False,acceptable_quality,[],False,
Cheshire,Female,789,factory overlookers wife,1,1881,factory overlookers wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,factory overlookers wife,family_dependent,0.9,False,acceptable_quality,[],False,
Cheshire,Male,111,ales porter merchant,1,1881,ales porter merchant,41010,41025,MERCHANT -- COMMODITY UNDEFINED,Working Proprietor (Wholesale or Retail Trade),,ales porter merchant,transport_communication,0.9,False,acceptable_quality,[],False,
Cheshire,Male,121,cashier common law clerk,1,1881,cashier  comm l clerk,33130,33160,"BANK SERVICE, BANK OFFICIALS AND CLERKS",Cash Desk Cashier,,cashier comm l clerk,professional_clerical,0.6899135925778249,True,modification_poor_result,"['comm', 'l']",False,cashier comm l clerk
Cheshire,Male,154,working tramway stables,1,1881,working tramway stables,98900,54090,TRAMWAY SERVICE ---OTHERS,Other Maids and Related Housekeeping Service Workers,moderate,working tramway stables,other,0.9,False,acceptable_quality,[],False,
Cheshire,Male,173,farm bailiffe acres employ men,1,1881,farm bailiffe  acres employ  men,61110,61110,"FARMER, GRAZIER",General Farmer,,farm bailiffe acres employ men,agricultural,0.8827447512739507,False,acceptable_quality,[],False,
Cheshire,Male,173,farm of acres,1,1881,farm of  acres,61110,61110,"FARMER, GRAZIER",General Farmer,,farm of acres,other,0.8801153027334755,False,acceptable_quality,[],False,
Cheshire,Male,173,farmer acres employing men,1,1881,farmer  acres employing  men,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer acres employing men,agricultural,0.8801153027334755,False,acceptable_quality,[],False,
Cheshire,Male,177,farm ac,1,1881,farm  ac,61400,21230,FARM - BAILIFFS STEWARDS FOREMEN,Farm Manager,moderate,farm ac,other,0.8633666236833398,False,acceptable_quality,[],False,
Cheshire,Male,181,agricultural labourer,1,1881,works on farm lab ag,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.5073226071424568,False,acceptable_quality,[],False,
Cheshire,Male,298,callenderman,1,1881,callenderman,75990,75990,ROLLER ENGRAVERS BLOCK CUTTERS (FOR TEXTILE PRINTING),"Other Spinners, Weavers, Knitters, Dyers and Related Workers",simple,callenderman,other,0.27,True,unchanged_with_many_invalid_words,['callenderman'],False,callenderman
Cheshire,Male,348,apprentice shipwright carpenter,1,1881,ship carpenters apprentice,87530,95440,SHIPWRIGHTS - WOOD SHIPS,Wood Shipwright,,apprentice shipwright carpenter,building_construction,0.5290926351395826,False,acceptable_quality,[],False,
Cheshire,Male,352,weight taker shipwright yard bld,1,1881,weight taker ship yard bld,87590,93100,SHIP BOAT PAINTERS (WOOD),"Painters, Construction",,weight taker shipwright yard bld,crafts_trades,0.7907212221370019,False,acceptable_quality,[],False,
Cheshire,Male,459,laborer in boatman yard builder,1,1881,laborer in boat yard build,63120,63110,TIMBER WOOD WORKERS,Logger (General),,laborer in boatman yard builder,building_construction,0.7464372361747672,False,acceptable_quality,[],False,
Cheshire,Male,542,book binder employs boys women,1,1881,book binder employs  boys  women,92600,92625,BOOKBINDERS,Bookbinder (Hand or Machine),complex,book binder employs boys women,crafts_trades,0.8827447512739507,False,acceptable_quality,[],False,
Cheshire,Male,549,cotton picer,1,1881,cotton picer,75200,75220,COTTON & COTTON GOODS MANUFACTURE SPINNING PROCESSES,"Spinner, Thread and Yarn",,cotton picer,other,0.9,False,acceptable_quality,[],False,
Cheshire,Male,634,apprentice silk mercers dlr,1,1881,silk mercers apprentice dlr,41010,41025,SILK MERCHANTS DEALERS,Working Proprietor (Wholesale or Retail Trade),,apprentice silk mercers dlr,other,0.8609395425188373,False,acceptable_quality,[],False,
Cheshire,Male,713,publican cabinet maker,1,1881,publican  cabinet maker,51020,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),moderate,publican cabinet maker,crafts_trades,0.8882040123900088,False,acceptable_quality,[],False,
Cornwall,Male,173,farmer of acres,16,1881,farmer of  acres,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres,agricultural,0.8827447512739507,False,acceptable_quality,[],False,
Cornwall,Female,772,butcher wife,4,1881,retired butcher wife,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,butcher wife,family_dependent,0.6856943632871189,False,acceptable_quality,[],False,
Cornwall,Male,762,contractor foot,4,1881,contractor foot,21220,21240,CONTRACTORS - PUBLIC WORKS ETC,Contractor,,contractor foot,other,0.9,False,acceptable_quality,[],False,
Cornwall,Female,788,evangelists wife,1,1881,evangelists wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,moderate,evangelists wife,family_dependent,0.9,False,acceptable_quality,[],False,
Cornwall,Male,15,market toll collector,1,1881,market toll collector,31090,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY WORKERS",Government Executive Officials Not Elsewhere Classified,,market toll collector,other,0.9,False,acceptable_quality,[],False,
Cornwall,Male,84,a general servant,1,1881,a l general servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,a l general servant,domestic_service,0.54,True,unchanged_with_some_invalid_words,"['a', 'l']",False,a l general servant
Cornwall,Male,84,servant general in the household,1,1881,servant general a l,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant general a l,domestic_service,0.54,True,unchanged_with_some_invalid_words,"['a', 'l']",False,servant general a l
Cornwall,Male,173,farmer of acres employ labourer,1,1881,farmer of  acres employ  labourer,61110,61110,"FARMER, GRAZIER",General Farmer,,farmer of acres employ labourer,agricultural,0.8832969260159557,False,acceptable_quality,[],False,
Cornwall,Male,735,oil dealer color man,1,1881,oil dealer  color man,62920,62490,OTHERS ENGAGED ABOUT ANIMALS (NOT AGRIC),Other Livestock Workers,complex,oil dealer color man,other,0.8870317618857749,False,acceptable_quality,[],False,
Cornwall,Male,766,tinman mine engine driver stoker,1,1881,tin mine engine driver stoker,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",,tinman mine engine driver stoker,metalwork_engineering,0.8136831017722725,False,acceptable_quality,[],False,
Cornwall,Male,999,passager,1,1881,passager,-1,0,,,simple,passager,other,0.27,True,unchanged_with_many_invalid_words,['passager'],False,passager
Cumberland,Male,778,income from land,8,1881,income from land,99999,99999,PRIVATE MEANS,Unspecified worktitle or several titles,,income from land,other,0.9,False,acceptable_quality,[],False,
Cumberland,Male,438,apprentice cabinet maker,6,1881,cabinet maker apprentice,81190,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,apprentice cabinet maker,crafts_trades,0.8548960801377624,False,acceptable_quality,[],False,
Cumberland,Female,181,general servant agricultural labourer,3,1881,general servant ag lab,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,general servant agricultural labourer,agricultural,0.6037851164745061,False,acceptable_quality,[],False,
Cumberland,Female,788,engine smith wife,3,1881,engine smith wife,99999,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,engine smith wife,family_dependent,0.9,False,acceptable_quality,[],False,
Cumberland,Female,84,general dom,2,1881,general dom,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general dom,other,0.9,False,acceptable_quality,[],False,
Cumberland,Female,659,sewer,2,1881,sewer,79590,79190,SHIRTMAKERS AND SEAMSTRESSES,Other Tailors and Dressmakers,simple,sewer,other,0.9,False,acceptable_quality,[],False,
Cumberland,Male,157,master shipwright,2,1881,retired ship master,4250,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,master shipwright,unemployed_seeking,0.5620652960220591,False,acceptable_quality,[],False,
Cumberland,Female,177,farm sert dom,1,1881,farm sert dom,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,farm sert dom,other,0.9,False,acceptable_quality,[],False,
Cumberland,Female,765,labouring woman,1,1881,labouring woman,99130,99910,GENERAL LABOURERS,Labourer,,labouring woman,other,0.9,False,acceptable_quality,[],False,
Cumberland,Female,789,railway porter wife,1,1881,railway porter d ry o wife,99999,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,railway porter wife,family_dependent,0.847431316145539,False,acceptable_quality,[],False,
