Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result
1881,Yorkshire West Riding,Female,nurse s m,46,7110,3,7110,NURSES (MEDICAL NOT DOMESTIC) INCLUDING POOR LAW NURSES,"Professional Nurse, General",,nurse s m,domestic_service,0.27,True,unchanged_with_many_invalid_words,"['s', 'm']",False,nurse s m
1881,Gloucestershire,Male,fitterironworks,200,71120,1,71105,COAL MINERS ABOVE GROUND,"Miner, General",simple,fitterironworks,other,0.27,True,unchanged_with_many_invalid_words,['fitterironworks'],False,fitterironworks
1881,Northumberland,Male,messageboy,171,37040,1,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,,messageboy,other,0.27,True,unchanged_with_many_invalid_words,['messageboy'],False,messageboy
1881,Glamorganshire,Female,sholar,787,99999,13,99999,SCHOLARS ETC,Unspecified worktitle or several titles,simple,sholar,other,0.27,True,unchanged_with_many_invalid_words,['sholar'],False,sholar
1881,Lancashire,Female,scholors,787,99999,1,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,scholors,other,0.27,True,unchanged_with_many_invalid_words,['scholors'],False,scholors
1881,Glamorganshire,Male,collir,196,71120,1,71105,"COAL MINERS - HEWERS, WORKERS AT THE COAL FACE","Miner, General",simple,collir,other,0.27,True,unchanged_with_many_invalid_words,['collir'],False,collir
1881,Westmorland,Female,legalte,999,-1,1,0,,,,legalte,other,0.27,True,unchanged_with_many_invalid_words,['legalte'],False,legalte
1881,Kent (Extra London),Female,village nurse s m s,46,7110,1,7110,NURSES (MEDICAL NOT DOMESTIC) INCLUDING POOR LAW NURSES,"Professional Nurse, General",complex,village nurse s m s,domestic_service,0.27,True,unchanged_with_many_invalid_words,"['s', 'm', 's']",False,village nurse
1881,Cheshire,Male,callenderman,298,75990,1,75990,ROLLER ENGRAVERS BLOCK CUTTERS (FOR TEXTILE PRINTING),"Other Spinners, Weavers, Knitters, Dyers and Related Workers",simple,callenderman,other,0.27,True,unchanged_with_many_invalid_words,['callenderman'],False,callenderman
1881,Kent (Extra London),Male,veterinary surgeon m r c u v s,44,6300,1,6510,VETERINARY SURGEONS,"Veterinarian, General",,veterinary surgeon m r c u v s,professional_clerical,0.27,True,unchanged_with_many_invalid_words,"['m', 'r', 'c', 'u', 'v', 's']",False,veterinary surgeon mr cuvs
1881,Lancashire,Male,s,999,-1,9,0,,,simple,s,agricultural,0.27,True,unchanged_with_many_invalid_words,['s'],False,s
1881,Derbyshire,Female,tob,738,94990,1,81960,TOBACCO PIPE AND SNUFF BOX MANUFACTURE,Smoking-Pipe Maker,simple,tob,manufacturing_other,0.27,True,unchanged_with_many_invalid_words,['tob'],False,tob
1881,Staffordshire,Male,fetler artz,308,83890,1,83990,GAS STOVE MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,fetler artz,other,0.27,True,unchanged_with_many_invalid_words,"['fetler', 'artz']",False,fetler artz
1881,Cornwall,Male,passager,999,-1,1,0,,,simple,passager,other,0.27,True,unchanged_with_many_invalid_words,['passager'],False,passager
1881,Surrey (Extra London),Female,formely,98,53102,1,53130,COOKS (NOT DOMESTIC),"Cook, except Private Service",simple,formely,other,0.27,True,unchanged_with_many_invalid_words,['formely'],False,formely
1881,Bedfordshire,Female,agl labr housekeeper,82,54090,1,54090,"DOMESTIC INDOOR SERVANTS IN HOTELS, LODGING HOUSES AND EATING HOUSES",Other Maids and Related Housekeeping Service Workers,,agl labr housekeeper,domestic_service,0.27,True,unchanged_with_many_invalid_words,"['agl', 'labr']",False,agl labr housekeeper
1881,Nottinghamshire,Female,puplican,713,51020,1,51050,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS","Working Proprietor  (Cafe, Bar and Snack Bar)",simple,puplican,other,0.27,True,unchanged_with_many_invalid_words,['puplican'],False,puplican
1881,Essex,Male,baliff,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,simple,baliff,other,0.27,True,unchanged_with_many_invalid_words,['baliff'],False,baliff
1881,Lincolnshire,Male,annutant,778,99999,4,99999,PRIVATE MEANS,Unspecified worktitle or several titles,simple,annutant,other,0.27,True,unchanged_with_many_invalid_words,['annutant'],False,annutant
1881,Norfolk,Male,seaman mcht svce,157,4250,1,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,seaman mcht svce,transport_communication,0.27,True,unchanged_with_many_invalid_words,"['mcht', 'svce']",False,seaman mcht svce
1881,Lincolnshire,Male,tobbaconist,707,41010,1,41030,TOBACCONISTS,Working Proprietor (Retail Trade),simple,tobbaconist,other,0.27,True,unchanged_with_many_invalid_words,['tobbaconist'],False,tobbaconist
1881,Lincolnshire,Male,frcsengl lrcpedlsaland genl practioner,42,6100,1,6100,"PHYSICIAN, SUGEON, REGISTERED PRACTITIONER, INCLUDING POOR LAW HOSPITALS DOCTORS ETC","Medical Doctor, Specialisation Unknown",complex,frcsengl lrcpedlsaland genl practioner,other,0.27,True,unchanged_with_many_invalid_words,"['frcsengl', 'lrcpedlsaland', 'genl', 'practioner']",False,frcsengl lrcpedlsaland genl practioner
1881,Herefordshire,Male,agriculral mashienest a matt,186,45190,1,62820,"AGRICULTURAL MACHINE--PROPRIETOR, ATTENDANT",Motorised Farm Equipment Operator,,agriculral mashienest a matt,other,0.27,True,unchanged_with_many_invalid_words,"['agriculral', 'mashienest', 'a']",False,agricultural machine proprietor a matt
1881,Worcestershire,Female,glouemaker,256,83230,3,83240,PATTERNMAKERS (DOMESTIC MACHINERY MAKING),Metal Pattern Maker (Foundry),simple,glouemaker,other,0.27,True,unchanged_with_many_invalid_words,['glouemaker'],False,glouemaker
1881,Essex,Male,n,999,-1,1,0,,,simple,n,agricultural,0.27,True,unchanged_with_many_invalid_words,['n'],False,n
1881,Cambridgeshire,Male,horsedealer,136,41010,1,62460,"HORSE PROPRIETOR, BREEDER, DEALER",Horse Worker,simple,horsedealer,other,0.27,True,unchanged_with_many_invalid_words,['horsedealer'],False,horsedealer
1881,Oxfordshire,Female,needlewomam,659,79590,1,79190,SHIRTMAKERS AND SEAMSTRESSES,Other Tailors and Dressmakers,simple,needlewomam,other,0.27,True,unchanged_with_many_invalid_words,['needlewomam'],False,needlewomam
1881,Gloucestershire,Male,ag lab farmers boy,181,62110,3,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,boy agricultural labourer,agricultural,0.4175923691217706,True,low_confidence,[],False,agricultural labourer
1881,Cambridgeshire,Male,farm labourer out of employ,181,62110,2,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.4295511188341281,True,low_confidence,[],False,agricultural labourer
1881,Yorkshire West Riding,Female,widow of farm lab,790,99999,1,99999,WIDOWS (OF NO SPECIFIED OCCUPATION),Unspecified worktitle or several titles,,agricultural labourer widow,family_dependent,0.4367875485932824,True,low_confidence,[],False,agricultural labourer widow
1881,Lancashire,Male,brewer  hotel keeper,272,83400,1,83410,METAL MACHINISTS (DOMESTIC MACHINERY MAKING),"MachineTool Operator, General",,beershop keeper,food_drink,0.4507921618484385,True,modification_poor_result,['beershop'],False,beershop keeper
1881,Devon,Male,serv farmers son ag,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,domestic servant son,family_dependent,0.4647829301630128,True,low_confidence,[],False,domestic servant son
1881,Yorkshire West Riding,Female,drapers shop keeper,628,41010,2,41025,DRAPERS LINEN DRAPERS MERCERS,Working Proprietor (Wholesale or Retail Trade),,beershop keeper,food_drink,0.4651182517046336,True,modification_poor_result,['beershop'],False,beershop keeper
1881,Bedfordshire,Female,retired bakers wife,772,99999,1,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,baker wife,family_dependent,0.4829988645051812,True,low_confidence,[],False,baker wife
1881,Wiltshire,Male,employed on farm ag lab,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,employed agricultural labourer,agricultural,0.4884758121102049,True,low_confidence,[],False,employed agricultural labourer
1881,Yorkshire North Riding,Male,farm labourer ag lab indoor,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,agricultural labourer agricultural labourer indoor,agricultural,0.4915359940655172,True,low_confidence,[],False,agricultural labourer agricultural labourer indoor
1881,"London (Parts Of Middlesex, ",Male,chelsea pensioners clerk,119,39310,1,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,chelsea pensioner,public_service,0.4957872089519834,True,modification_poor_result,['chelsea'],False,chelsea pensioner clerk
1881,Lincolnshire,Male,innkeeper  farm labourer,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,,agricultural labourer,agricultural,0.4976641152927317,True,low_confidence,[],False,agricultural labourer
1881,Gloucestershire,Male,flock grinder w cloth,644,41010,2,41025,DEALERS SUNDRY FABRICS,Working Proprietor (Wholesale or Retail Trade),,flock grinder w cloth,other,0.54,True,unchanged_with_some_invalid_words,['w'],False,flock grinder wife
1881,Northumberland,Male,horse shoer blksmith,136,41010,1,62460,"HORSE PROPRIETOR, BREEDER, DEALER",Horse Worker,,horse shoer blksmith,other,0.54,True,unchanged_with_some_invalid_words,['blksmith'],False,horse shoer blacksmith
1881,Durham,Male,woodyard labourer t w,765,99130,1,99910,GENERAL LABOURERS,Labourer,,woodyard labourer t w,general_labour,0.54,True,unchanged_with_some_invalid_words,"['t', 'w']",False,woodyard labourer
1881,Durham,Male,sergt major yeomanry cavalry,19,58420,1,58320,ARMY OFFICERS (RETIRED),Officer,complex,sergt major yeomanry cavalry,other,0.54,True,unchanged_with_some_invalid_words,['sergt'],False,sergeant major yeomanry cavalry
1881,"London (Parts Of Middlesex, ",Male,laborer carriage cleaner ry,134,98490,1,54090,OTHER RAILWAY SERVANTS,Other Maids and Related Housekeeping Service Workers,,laborer carriage cleaner ry,other,0.54,True,unchanged_with_some_invalid_words,['ry'],False,laborer carriage cleaner
1881,Wiltshire,Male,rector of fittleton,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,rector of fittleton,other,0.54,True,unchanged_with_some_invalid_words,['fittleton'],False,rector of fittleton
1881,"London (Parts Of Middlesex, ",Male,cork cutter n d,458,63290,1,63290,"CORK, BARK-- CUTTER, WORKER",Other Forestry Workers,,cork cutter n d,other,0.54,True,unchanged_with_some_invalid_words,"['n', 'd']",False,cork cutter
1881,"London (Parts Of Middlesex, ",Male,assistant keeper guitshall,88,64990,1,64990,GAMEKEEPER,"Other Fishermen, Hunters and Related Workers",,assistant keeper guitshall,other,0.54,True,unchanged_with_some_invalid_words,['guitshall'],False,assistant keeper of the gyts
1881,"London (Parts Of Middlesex, ",Male,waggon maker ry,360,81300,2,81920,"RAILWAY--COACH, WAGON MAKER",CoachBody Builder,,waggon maker ry,other,0.54,True,unchanged_with_some_invalid_words,['ry'],False,waggon maker ry
1881,"London (Parts Of Middlesex, ",Male,clerk in metlogical office,2,37020,1,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,,clerk in metlogical office,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['metlogical'],False,clerk in meteorological office
1881,"London (Parts Of Middlesex, ",Male,private enquiry office g n rly,2,37020,1,37010,OTHER POST OFFICE OFFICERS AND CLERKS,"Mail Distribution Clerk, General",,private enquiry office g n rly,other,0.54,True,unchanged_with_some_invalid_words,"['g', 'n', 'rly']",False,private enquiry office gnrly
1881,"London (Parts Of Middlesex, ",Female,missionerys wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,missionerys wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['missionerys'],False,missionarys wife
1881,"London (Parts Of Middlesex, ",Male,courier sorter g p o civil,1,38010,1,38000,"POST OFFICE - TELEGRAPHISTS, TELEPHONE OPERATORS","Telephone or Telegraph Operator, Specialisation Unknown",,courier sorter g p o civil,other,0.54,True,unchanged_with_some_invalid_words,"['g', 'p', 'o']",False,courier sorter gpo civil
1881,"London (Parts Of Middlesex, ",Male,cartridge maker in r arsnl,747,92900,1,16120,FIGURE AND IMAGE MAKERS NOT EARTHENWARE,Sculptor,,cartridge maker in r arsnl,other,0.54,True,unchanged_with_some_invalid_words,"['r', 'arsnl']",False,cartridge maker in r arsenal
1881,"London (Parts Of Middlesex, ",Female,tobocanist wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,tobocanist wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['tobocanist'],False,tobacconist wife
1881,"London (Parts Of Middlesex, ",Female,servant ladysmaid,84,54020,4,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,servant ladysmaid,domestic_service,0.54,True,unchanged_with_some_invalid_words,['ladysmaid'],False,servant ladysmaid
1881,Staffordshire,Male,machine man eng eth,533,92110,1,92230,PRINTING MACHINE MINDERS,Rotary Pressman,,machine man eng eth,other,0.54,True,unchanged_with_some_invalid_words,"['eng', 'eth']",False,printing machine minder
1881,Somerset,Female,vest maker tj,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,vest maker tj,other,0.54,True,unchanged_with_some_invalid_words,['tj'],False,vest maker tj
1881,Somerset,Female,genrl servant,108,54010,1,54010,SERVANTS - UNDEFINED (NON-RESIDENT),"Domestic Servant, General",moderate,genrl servant,domestic_service,0.54,True,unchanged_with_some_invalid_words,['genrl'],False,general servant
1881,Staffordshire,Male,trap manufacturer vermin a j,280,84190,1,84190,AGRICULTURAL MACHINE AND IMPLEMENT MAKERS,Other Machinery Fitters and Machine Assemblers,,trap manufacturer vermin a j,metalwork_engineering,0.54,True,unchanged_with_some_invalid_words,"['a', 'j']",False,trap manufacturer vermin control man
1881,Staffordshire,Male,tube finisher i,340,83890,1,72740,MIXED OR UNSPECIFIED METALS - TUBE MANUFACTURE,Seamless Pipe and Tube Drawer,moderate,tube finisher i,other,0.54,True,unchanged_with_some_invalid_words,['i'],False,tube finisher
1881,Lancashire,Male,copper refiner manuf,247,87330,1,72000,COPPER MANUFACTURE,"Metal Processor, Specialisation Unknown",,copper refiner manuf,other,0.54,True,unchanged_with_some_invalid_words,['manuf'],False,copper refiner
1881,Lancashire,Male,vicar of tonge cum breightmet,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,vicar of tonge cum breightmet,other,0.54,True,unchanged_with_some_invalid_words,"['tonge', 'breightmet']",False,vicar of tonge cum brightmead
1881,Warwickshire,Male,mattress maker ch,312,83860,1,79640,WIRE/SPRING MATTRESS MAKERS,Mattress Maker,,mattress maker ch,other,0.54,True,unchanged_with_some_invalid_words,['ch'],False,wirespring mattress maker
1881,Wiltshire,Male,workhouse labour supt managr,12,31090,1,20210,POOR LAW SERVICE,Government Administrator,,workhouse labour supt managr,other,0.54,True,unchanged_with_some_invalid_words,"['supt', 'managr']",False,workhouse labour supervisor
1881,Shropshire,Female,nurse g med,46,7110,1,7110,NURSES (MEDICAL NOT DOMESTIC) INCLUDING POOR LAW NURSES,"Professional Nurse, General",,nurse g med,domestic_service,0.54,True,unchanged_with_some_invalid_words,['g'],False,nurse
1881,Yorkshire West Riding,Male,loco engine fireman ry,127,98300,2,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,,loco engine fireman ry,other,0.54,True,unchanged_with_some_invalid_words,['ry'],False,locomotive engine fireman
1881,Yorkshire West Riding,Female,weaver when in workcloth,551,75400,1,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),,weaver when in workcloth,textile_manufacture,0.54,True,unchanged_with_some_invalid_words,['workcloth'],False,weaver when working cloth
1881,Yorkshire West Riding,Male,brickchen fitter,501,41010,1,41025,FLOORCLOTH AND OILCLOTH DEALERS,Working Proprietor (Wholesale or Retail Trade),,brickchen fitter,other,0.54,True,unchanged_with_some_invalid_words,['brickchen'],False,bricklayer fitter
1881,Yorkshire West Riding,Male,gentleman independant,778,99999,1,99999,PRIVATE MEANS,Unspecified worktitle or several titles,moderate,gentleman independant,other,0.54,True,unchanged_with_some_invalid_words,['independant'],False,gentleman independent
1881,Glamorganshire,Male,railway yardman h,429,21290,1,21240,RAILWAY CONTRACTORS,Contractor,,railway yardman h,other,0.54,True,unchanged_with_some_invalid_words,['h'],False,railway yardman
1881,Yorkshire West Riding,Male,cotton warp dresser wd,550,75200,36,75250,COTTON & COTTON GOODS MANUFACTURE WINDING WARPING PROCESSES,Winder,complex,cotton warp dresser wd,other,0.54,True,unchanged_with_some_invalid_words,['wd'],False,cotton warp dresser
1881,Lancashire,Male,no occ formerly tailor,653,79120,1,79100,TAILORS (NOT MERCHANTS) - DEFAULT,"Tailor, Specialisation Unknown",,no occ formerly tailor,clothing_footwear,0.54,True,unchanged_with_some_invalid_words,['occ'],False,no occupation formerly tailor
1881,Lancashire,Male,frieman seaman,157,4250,1,98100,MERCHANT SERVICE; SEAMAN-NAVIGATING DEPARTMENT,"Ships’ Deck Rating, Barge Crew or Boatman, Specialisation Unknown",,frieman seaman,transport_communication,0.54,True,unchanged_with_some_invalid_words,['frieman'],False,frierman seaman
1881,Lancashire,Female,twiners c piecer,574,75200,1,75220,SILK WORKERS - SPINNERS,"Spinner, Thread and Yarn",,twiners c piecer,other,0.54,True,unchanged_with_some_invalid_words,['c'],False,twiners c piecer
1881,Lancashire,Female,crape duppler,570,75300,1,75190,CRIMPERS,Other Fibre Preparers,,crape duppler,other,0.54,True,unchanged_with_some_invalid_words,['duppler'],False,crape draper
1881,Lancashire,Male,retired from buisness,999,-1,2,0,,,,retired from buisness,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,['buisness'],False,retired from business
1881,Lancashire,Male,boiler tender unemployedengine driver,766,96900,1,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",,boiler tender unemployedengine driver,transport_communication,0.54,True,unchanged_with_some_invalid_words,['unemployedengine'],False,boiler tender unemployed engine driver
1881,Lancashire,Male,music teacher advertg agent,76,17120,1,17140,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Instrumentalist,complex,music teacher advertg agent,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['advertg'],False,music teacher advertising agent
1881,Lancashire,Female,formerly a quilter,776,99999,1,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,,formerly a quilter,other,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly a quilter
1881,Lancashire,Male,iron foundry labourer genrl,259,72400,1,72420,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED",Metal Pourer,,iron foundry labourer genrl,general_labour,0.54,True,unchanged_with_some_invalid_words,['genrl'],False,iron foundry labourer general
1881,Glamorganshire,Female,police constable wifge,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,moderate,police constable wifge,public_service,0.54,True,unchanged_with_some_invalid_words,['wifge'],False,police constable wife
1881,Yorkshire West Riding,Male,worsted synger,560,75200,1,75220,WORSTED AND STUFF MANUFACTURE SPINNERS PIECERS,"Spinner, Thread and Yarn",,worsted synger,other,0.54,True,unchanged_with_some_invalid_words,['synger'],False,worsted spinner
1881,Glamorganshire,Male,rail straigtener,132,98490,1,99910,RAILWAY LABOURER (NOT RAILWAY CONTRACTOR'S LABOURER),Labourer,,rail straigtener,other,0.54,True,unchanged_with_some_invalid_words,['straigtener'],False,rail straightener
1881,Lancashire,Female,center for alic cotton cott,551,75400,1,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),,center for alic cotton cott,other,0.54,True,unchanged_with_some_invalid_words,"['alic', 'cott']",False,centre for alic cotton cottons
1881,Lancashire,Female,generel domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,generel domestic,other,0.54,True,unchanged_with_some_invalid_words,['generel'],False,general domestic
1881,Yorkshire West Riding,Male,malster laboror,708,77830,1,77830,MALTSTERS,Malt Cooker,,malster laboror,other,0.54,True,unchanged_with_some_invalid_words,['malster'],False,malster laborer
1881,Yorkshire West Riding,Male,foreman porter rly,133,97130,1,97130,RAILWAY PORTER,Railway and Road Vehicle Loader,,foreman porter rly,transport_communication,0.54,True,unchanged_with_some_invalid_words,['rly'],False,foreman porter rly
1881,Derbyshire,Female,lets apartments l hokeeper,712,51040,1,51040,LODGING AND BOARDING-HOUSE KEEPERS,Working Proprietor (Guest House),,lets apartments l hokeeper,other,0.54,True,unchanged_with_some_invalid_words,"['l', 'hokeeper']",False,lodging and boardinghouse keeper
1881,Staffordshire,Male,rly waggon maker,360,81300,1,87370,"RAILWAY--COACH, WAGON MAKER",Vehicle Sheet-Metal Worker,,rly waggon maker,other,0.54,True,unchanged_with_some_invalid_words,['rly'],False,rly waggon maker
1881,Staffordshire,Male,house agent rd,116,44330,1,44330,AUCTIONEERS APPRAISERS VALUERS HOUSE AGENTS,Appraiser,,house agent rd,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['rd'],False,house agent
1881,Staffordshire,Male,locomotive eng cleaner or,127,98300,1,98320,RAILWAY ENGINE--DRIVER STOKER CLEANER,Railway Engine Driver,complex,locomotive eng cleaner or,other,0.54,True,unchanged_with_some_invalid_words,['eng'],False,locomotive engineer cleaner or
1881,Devon,Male,dealer in stones c,370,41010,1,41025,GENERAL HOUSEHOLD APPLIANCE DEALERS,Working Proprietor (Wholesale or Retail Trade),,dealer in stones c,other,0.54,True,unchanged_with_some_invalid_words,['c'],False,dealer in stones
1881,Westmorland,Male,forester wd man,182,63110,2,63110,WOODMAN,Logger (General),,forester wd man,other,0.54,True,unchanged_with_some_invalid_words,['wd'],False,forester wd man
1881,Westmorland,Male,skewer maker dom implt,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,skewer maker dom implt,other,0.54,True,unchanged_with_some_invalid_words,['implt'],False,skewer maker
1881,Warwickshire,Male,late vicar of chilvers coton warwickshire,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,late vicar of chilvers coton warwickshire,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['coton', 'warwickshire']",False,late vicar of chilvers coton warwickshire
1881,Devon,Female,rope yard in h m dockyd,459,63120,1,63110,TIMBER WOOD WORKERS,Logger (General),,rope yard in h m dockyd,other,0.54,True,unchanged_with_some_invalid_words,"['h', 'm', 'dockyd']",False,rope yard in h m dockyard
1881,Devon,Male,coml traveller for father,114,43090,1,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,coml traveller for father,family_dependent,0.54,True,unchanged_with_some_invalid_words,['coml'],False,commercial traveller for father
1881,Warwickshire,Female,warehouse woman pin manufy,296,83890,1,83990,PIN MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,warehouse woman pin manufy,general_labour,0.54,True,unchanged_with_some_invalid_words,['manufy'],False,warehouse woman pin maker
1881,Devon,Male,retired mechant captain,19,58420,1,58320,ARMY OFFICERS (RETIRED),Officer,,retired mechant captain,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,['mechant'],False,retired merchant captain
1881,Surrey (Extra London),Male,labr plumbers,425,87130,1,87110,"PLUMBER, PIPE FITTER","Pipe Fitter, General",,labr plumbers,building_construction,0.54,True,unchanged_with_some_invalid_words,['labr'],False,labr plumbers
1881,Nottinghamshire,Male,vicar of langford with holme,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,complex,vicar of langford with holme,other,0.54,True,unchanged_with_some_invalid_words,"['langford', 'holme']",False,vicar of langford with holme
1881,"London (Parts Of Middlesex, ",Male,m police inspector supperannuated,11,58220,1,58220,POLICE,Policeman and other Maintainers of Law and Order (except Military),,m police inspector supperannuated,public_service,0.54,True,unchanged_with_some_invalid_words,"['m', 'supperannuated']",False,police inspector supernumerary
