record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
72,51020,Male retired innkeeper in Cheshire,retired innkeeper,Male,Cheshire,8
73,12900,Male articled clerk solicitors in Cheshire,articled clerk solicitors,Male,Cheshire,3
74,54010,Female formerly waitress in Cheshire,formerly waitress,Female,Cheshire,2
75,61110,Male farmer acres in Cheshire,farmer acres,Male,Cheshire,2
76,94920,Male taxidermist in Cheshire,taxidermist,Male,Cheshire,2
77,41010,Female assistant in shop coal dealer in Cheshire,assistant in shop coal dealer,Female,Cheshire,1
78,79620,Female retired upholsterer in Cheshire,retired upholsterer,Female,Cheshire,1
79,99999,Female factory overlookers wife in Cheshire,factory overlookers wife,Female,Cheshire,1
80,41010,Male ales porter merchant in Cheshire,ales porter merchant,Male,Cheshire,1
81,33130,Male cashier common law clerk in Cheshire,cashier common law clerk,Male,Cheshire,1
82,98900,Male working tramway stables in Cheshire,working tramway stables,Male,Cheshire,1
83,61110,Male farm bailiffe acres employ men in Cheshire,farm bailiffe acres employ men,Male,Cheshire,1
84,61110,Male farm of acres in Cheshire,farm of acres,Male,Cheshire,1
85,61110,Male farmer acres employing men in Cheshire,farmer acres employing men,Male,Cheshire,1
86,61400,Male farm ac in Cheshire,farm ac,Male,Cheshire,1
87,62110,Male agricultural labourer in Cheshire,agricultural labourer,Male,Cheshire,1
88,75990,Male callenderman in Cheshire,callenderman,Male,Cheshire,1
89,87530,Male apprentice shipwright carpenter in Cheshire,apprentice shipwright carpenter,Male,Cheshire,1
90,87590,Male weight taker shipwright yard bld in Cheshire,weight taker shipwright yard bld,Male,Cheshire,1
91,63120,Male laborer in boatman yard builder in Cheshire,laborer in boatman yard builder,Male,Cheshire,1
92,92600,Male book binder employs boys women in Cheshire,book binder employs boys women,Male,Cheshire,1
93,75200,Male cotton picer in Cheshire,cotton picer,Male,Cheshire,1
94,41010,Male apprentice silk mercers dlr in Cheshire,apprentice silk mercers dlr,Male,Cheshire,1
95,51020,Male publican cabinet maker in Cheshire,publican cabinet maker,Male,Cheshire,1
96,61110,Male farmer of acres in Cornwall,farmer of acres,Male,Cornwall,16
97,99999,Female butcher wife in Cornwall,butcher wife,Female,Cornwall,4
98,21220,Male contractor foot in Cornwall,contractor foot,Male,Cornwall,4
99,99999,Female evangelists wife in Cornwall,evangelists wife,Female,Cornwall,1
100,31090,Male market toll collector in Cornwall,market toll collector,Male,Cornwall,1
101,54020,Male a general servant in Cornwall,a general servant,Male,Cornwall,1
102,54020,Male servant general in the household in Cornwall,servant general in the household,Male,Cornwall,1
103,61110,Male farmer of acres employ labourer in Cornwall,farmer of acres employ labourer,Male,Cornwall,1
104,62920,Male oil dealer color man in Cornwall,oil dealer color man,Male,Cornwall,1
105,96900,Male tinman mine engine driver stoker in Cornwall,tinman mine engine driver stoker,Male,Cornwall,1
106,-1,Male passager in Cornwall,passager,Male,Cornwall,1
107,99999,Male income from land in Cumberland,income from land,Male,Cumberland,8
108,81190,Male apprentice cabinet maker in Cumberland,apprentice cabinet maker,Male,Cumberland,6
109,62110,Female general servant agricultural labourer in Cumberland,general servant agricultural labourer,Female,Cumberland,3
110,99999,Female engine smith wife in Cumberland,engine smith wife,Female,Cumberland,3
111,54020,Female general dom in Cumberland,general dom,Female,Cumberland,2
112,79590,Female sewer in Cumberland,sewer,Female,Cumberland,2
113,4250,Male master shipwright in Cumberland,master shipwright,Male,Cumberland,2
114,61400,Female farm sert dom in Cumberland,farm sert dom,Female,Cumberland,1
115,99130,Female labouring woman in Cumberland,labouring woman,Female,Cumberland,1
116,99999,Female railway porter wife in Cumberland,railway porter wife,Female,Cumberland,1
117,99999,Female wid in Cumberland,wid,Female,Cumberland,1
118,37020,Male postmastercs in Cumberland,postmastercs,Male,Cumberland,1
119,98300,Male engine driver on mcry in Cumberland,engine driver on mcry,Male,Cumberland,1
120,61250,Male husbandsman in Cumberland,husbandsman,Male,Cumberland,1
121,76140,Male tanner foreman in Cumberland,tanner foreman,Male,Cumberland,1
122,99999,Male scholar school in Cumberland,scholar school,Male,Cumberland,1
123,99999,Female clock maker wife in Denbighshire,clock maker wife,Female,Denbighshire,1
124,6100,Male assistant medical officer in Denbighshire,assistant medical officer,Male,Denbighshire,1
125,79190,Male assistant clothes tailor in Denbighshire,assistant clothes tailor,Male,Denbighshire,1
126,79590,Female needlewoman in Derbyshire,needlewoman,Female,Derbyshire,37
127,75000,Male hand factory cotton in Derbyshire,hand factory cotton,Male,Derbyshire,15
128,6200,Male dentist in Derbyshire,dentist,Male,Derbyshire,9
129,62110,Male farm servant in Derbyshire,farm servant,Male,Derbyshire,2
130,7110,Female monthly nurse in Derbyshire,monthly nurse,Female,Derbyshire,1
131,58500,Female income derived from rents of houses in Derbyshire,income derived from rents of houses,Female,Derbyshire,1
132,21230,Female builder in Derbyshire,builder,Female,Derbyshire,1
133,81230,Female pott wheelwright turner in Derbyshire,pott wheelwright turner,Female,Derbyshire,1
134,51040,Female lodging and boardinghouse keeper in Derbyshire,lodging and boardinghouse keeper,Female,Derbyshire,1
135,94990,Female tob in Derbyshire,tob,Female,Derbyshire,1
136,2100,Male architect surveyer in Derbyshire,architect surveyer,Male,Derbyshire,1
137,61110,Male blacksmith farmer of acres in Derbyshire,blacksmith farmer of acres,Male,Derbyshire,1
138,61110,Male boy farmer of ac employ cowmen waggoner in Derbyshire,boy farmer of ac employ cowmen waggoner,Male,Derbyshire,1
139,72200,Male roller in Derbyshire,roller,Male,Derbyshire,1
140,41010,Male house furnisher in Derbyshire,house furnisher,Male,Derbyshire,1
141,99130,Male gardener labourer n d in Derbyshire,gardener labourer n d,Male,Derbyshire,1
142,99999,Male youth boy tea dealer employing a and a in Derbyshire,youth boy tea dealer employing a and a,Male,Derbyshire,1
143,76140,Male retired tanner in Devon,retired tanner,Male,Devon,8
144,62110,Male servant in Devon,servant,Male,Devon,5
145,61110,Male farmer of acres in Devon,farmer of acres,Male,Devon,4
146,81300,Male retired coachbuilder in Devon,retired coachbuilder,Male,Devon,3
147,14120,Female labs domestic domestic servant daughter in Devon,labs domestic domestic servant daughter,Female,Devon,1
148,54020,Female general domestic servant domestic in Devon,general domestic servant domestic,Female,Devon,1
149,54020,Female housemaid in Devon,housemaid,Female,Devon,1
150,63120,Female rope yard in h m dockyard in Devon,rope yard in h m dockyard,Female,Devon,1
151,99999,Female formerly hairdressers wife in Devon,formerly hairdressers wife,Female,Devon,1
152,99999,Female of indian judge annuitant widow in Devon,of indian judge annuitant widow,Female,Devon,1
153,58420,Male retired major general jp in Devon,retired major general jp,Male,Devon,1
154,58420,Male retired merchant captain in Devon,retired merchant captain,Male,Devon,1
155,43090,Male book traveller in Devon,book traveller,Male,Devon,1
156,43090,Male commercial traveller for father in Devon,commercial traveller for father,Male,Devon,1
157,21160,Male shipwright keeper in Devon,shipwright keeper,Male,Devon,1
158,61110,Male boy farmer acres labourer in Devon,boy farmer acres labourer,Male,Devon,1
159,61110,Male boy farmer of acres employing men in Devon,boy farmer of acres employing men,Male,Devon,1
160,61110,Male farmer of ac emp labourer in Devon,farmer of ac emp labourer,Male,Devon,1
161,61110,Male farmer of acres servant in Devon,farmer of acres servant,Male,Devon,1
162,41010,Male dealer in stones in Devon,dealer in stones,Male,Devon,1
163,99150,Male apprentice in Devon,apprentice,Male,Devon,1
164,99150,Male apprentice to blacksmith boot in Devon,apprentice to blacksmith boot,Male,Devon,1
165,99999,Male domestic servant son in Devon,domestic servant son,Male,Devon,1
166,99999,Male no profession as of all in Devon,no profession as of all,Male,Devon,1
167,74720,Male retired tallow chandler in Dorset,retired tallow chandler,Male,Dorset,2
168,54020,Female domestic domestic servant club house in Dorset,domestic domestic servant club house,Female,Dorset,1
169,44110,Female interest on investments in Dorset,interest on investments,Female,Dorset,1
170,75000,Female flax bobbin changer at factory in Dorset,flax bobbin changer at factory,Female,Dorset,1
171,54020,Male general servant groom c in Dorset,general servant groom c,Male,Dorset,1
172,62110,Male farm laborer in Dorset,farm laborer,Male,Dorset,1
173,97410,Male general labourer in Dorset,general labourer,Male,Dorset,1
174,73300,Male labourer at paper miller in Dorset,labourer at paper miller,Male,Dorset,1
175,49040,Male boy paper night in Dorset,boy paper night,Male,Dorset,1
176,99150,Male apprentice boy in Dorset,apprentice boy,Male,Dorset,1
177,99999,Male scholar home duties in Dorset,scholar home duties,Male,Dorset,1
178,89200,Male potter and earthenware manufacturer in Durham,potter and earthenware manufacturer,Male,Durham,12
179,92400,Male lithographer in Durham,lithographer,Male,Durham,7
180,99999,Female boarders wife in Durham,boarders wife,Female,Durham,2
181,87530,Male apprentice shipbuilder in Durham,apprentice shipbuilder,Male,Durham,2
182,94120,Male pianoforte maker in Durham,pianoforte maker,Male,Durham,2
183,44110,Female income from land houses interest of money in Durham,income from land houses interest of money,Female,Durham,1
184,62110,Female formerly a farm servant in Durham,formerly a farm servant,Female,Durham,1
185,83160,Female chainman in Durham,chainman,Female,Durham,1
186,83890,Female pattern maker at w iron in Durham,pattern maker at w iron,Female,Durham,1
187,80390,Female clothes pin maker in Durham,clothes pin maker,Female,Durham,1
188,99999,Female helpers wife in Durham,helpers wife,Female,Durham,1
189,58420,Male sergeant major yeomanry cavalry in Durham,sergeant major yeomanry cavalry,Male,Durham,1
190,62711,Male domestic servant in Durham,domestic servant,Male,Durham,1
191,61110,Male iron monger steam shop owner farmer of acres employing men in Durham,iron monger steam shop owner farmer of acres employing men,Male,Durham,1
192,62110,Male farm servant ag indoor in Durham,farm servant ag indoor,Male,Durham,1
193,83230,Male joiner pattern maker engine in Durham,joiner pattern maker engine,Male,Durham,1
194,95420,Male apprentice joiner in Durham,apprentice joiner,Male,Durham,1
195,79120,Male journey tailor in Durham,journey tailor,Male,Durham,1
196,99130,Male woodyard labourer in Durham,woodyard labourer,Male,Durham,1
197,54020,Female servant in Essex,servant,Female,Essex,13
198,62460,Male ostler in Essex,ostler,Male,Essex,7
199,14140,Male hawkers a c c in Essex,hawkers a c c,Male,Essex,6
200,54020,Female servant formerly in Essex,servant formerly,Female,Essex,2
201,55100,Female charity parish allowance in Essex,charity parish allowance,Female,Essex,1
202,17120,Female late gard organist in Essex,late gard organist,Female,Essex,1
203,61240,Female works for the market garden in Essex,works for the market garden,Female,Essex,1
204,41010,Female show room manager drapery in Essex,show room manager drapery,Female,Essex,1
205,99999,Female justice of the peace and import merchant wife in Essex,justice of the peace and import merchant wife,Female,Essex,1
206,13200,Male teacher in Essex,teacher,Male,Essex,1
207,41010,Male retired merchant in Essex,retired merchant,Male,Essex,1
208,61400,Male baliff in Essex,baliff,Male,Essex,1
209,64100,Male dredger fisherman in Essex,dredger fisherman,Male,Essex,1
210,95120,Male railway labourer in Essex,railway labourer,Male,Essex,1
211,96900,Male fireman sugar works in Essex,fireman sugar works,Male,Essex,1
212,-1,Male n in Essex,n,Male,Essex,1
213,62110,Male formerly farm labr in Flintshire,formerly farm labr,Male,Flintshire,1
214,99999,Female puddler wife in Glamorganshire,puddler wife,Female,Glamorganshire,30
215,99999,Female sholar in Glamorganshire,sholar,Female,Glamorganshire,13
216,75200,Male wool weaver cloth in Glamorganshire,wool weaver cloth,Male,Glamorganshire,12
217,62110,Male farm laborer in Glamorganshire,farm laborer,Male,Glamorganshire,2
218,62110,Male labourer in Glamorganshire,labourer,Male,Glamorganshire,2
219,72200,Male manager tinplate works in Glamorganshire,manager tinplate works,Male,Glamorganshire,2
220,41010,Male fruiterer in Glamorganshire,fruiterer,Male,Glamorganshire,2
221,54010,Female general servant at home dom in Glamorganshire,general servant at home dom,Female,Glamorganshire,1
222,61400,Female farm bailiff in Glamorganshire,farm bailiff,Female,Glamorganshire,1
223,99150,Female apprentice dressmaker in Glamorganshire,apprentice dressmaker,Female,Glamorganshire,1
224,99999,Female police constable wife in Glamorganshire,police constable wife,Female,Glamorganshire,1
225,39310,Male clerk to stipendiary magistrate in Glamorganshire,clerk to stipendiary magistrate,Male,Glamorganshire,1
226,98490,Male rail straightener in Glamorganshire,rail straightener,Male,Glamorganshire,1
227,61110,Male plumber in Glamorganshire,plumber,Male,Glamorganshire,1
228,71120,Male collir in Glamorganshire,collir,Male,Glamorganshire,1
229,71130,Male quarry man in Glamorganshire,quarry man,Male,Glamorganshire,1
230,72200,Male catching in tinman works in Glamorganshire,catching in tinman works,Male,Glamorganshire,1
231,87350,Male apprentice boiler makers labourer in Glamorganshire,apprentice boiler makers labourer,Male,Glamorganshire,1
232,41015,Male hammarman tinman in Glamorganshire,hammarman tinman,Male,Glamorganshire,1
233,21290,Male railway yardman in Glamorganshire,railway yardman,Male,Glamorganshire,1
234,41010,Male assistant in shop grocer in Glamorganshire,assistant in shop grocer,Male,Glamorganshire,1
235,96900,Male engineer biscuit factory driver in Glamorganshire,engineer biscuit factory driver,Male,Glamorganshire,1
236,99999,Male student in Gloucestershire,student,Male,Gloucestershire,74
237,37040,Female porter in Gloucestershire,porter,Female,Gloucestershire,7
238,13920,Female governess private t in Gloucestershire,governess private t,Female,Gloucestershire,5
239,97430,Male plate layer on railway in Gloucestershire,plate layer on railway,Male,Gloucestershire,5
240,21194,Female librarian in Gloucestershire,librarian,Female,Gloucestershire,4
241,62110,Male agricultural labourer in Gloucestershire,agricultural labourer,Male,Gloucestershire,3
242,95410,Male carpenter out of employment in Gloucestershire,carpenter out of employment,Male,Gloucestershire,2
243,41010,Male flock grinder wife in Gloucestershire,flock grinder wife,Male,Gloucestershire,2
244,58420,Female unable to work has parish pay in Gloucestershire,unable to work has parish pay,Female,Gloucestershire,1
245,62110,Female farm servant domestic agricultural labourer in Gloucestershire,farm servant domestic agricultural labourer,Female,Gloucestershire,1
246,75200,Female cloth weaver formerly in Gloucestershire,cloth weaver formerly,Female,Gloucestershire,1
247,51050,Female assistant in ref house eating in Gloucestershire,assistant in ref house eating,Female,Gloucestershire,1
248,99999,Female scholer in Gloucestershire,scholer,Female,Gloucestershire,1
249,99999,Female ag labs wife in Gloucestershire,ag labs wife,Female,Gloucestershire,1
250,98520,Male coachman dom servant in Gloucestershire,coachman dom servant,Male,Gloucestershire,1
251,71120,Male fitterironworks in Gloucestershire,fitterironworks,Male,Gloucestershire,1
252,72100,Male striker in iron foundry in Gloucestershire,striker in iron foundry,Male,Gloucestershire,1
253,97410,Male builders labourer in Gloucestershire,builders labourer,Male,Gloucestershire,1
254,95120,Male retired bricklayer in Gloucestershire,retired bricklayer,Male,Gloucestershire,1
255,94990,Male bookkeeper corset factory in Gloucestershire,bookkeeper corset factory,Male,Gloucestershire,1
256,94990,Male hand general paper factory in Gloucestershire,hand general paper factory,Male,Gloucestershire,1
257,62711,Male gardener in Hampshire,gardener,Male,Hampshire,66
258,6200,Male dentist in Hampshire,dentist,Male,Hampshire,23
259,62110,Male labourer in Hampshire,labourer,Male,Hampshire,10
260,4250,Male retired seaman in Hampshire,retired seaman,Male,Hampshire,5
261,87390,Male apprentice whitesmiths in Hampshire,apprentice whitesmiths,Male,Hampshire,5
262,95410,Male apprentice carpenter in Hampshire,apprentice carpenter,Male,Hampshire,5
263,14120,Female ladies nurse dom in Hampshire,ladies nurse dom,Female,Hampshire,3
264,37020,Male draftsman surveyor os office in Hampshire,draftsman surveyor os office,Male,Hampshire,3
265,54090,Male servant hotel in Hampshire,servant hotel,Male,Hampshire,2
266,14120,Female domestic servant wife in Hampshire,domestic servant wife,Female,Hampshire,1
267,7320,Female retired midwife in Hampshire,retired midwife,Female,Hampshire,1
268,41010,Female fancy repository keeper fgi in Hampshire,fancy repository keeper fgi,Female,Hampshire,1
269,99200,Female hand factor in Hampshire,hand factor,Female,Hampshire,1
270,99999,Female manageress of girls home in Hampshire,manageress of girls home,Female,Hampshire,1
271,58430,Male retired mariner captain m navy in Hampshire,retired mariner captain m navy,Male,Hampshire,1
272,14120,Male vicar of weston in Hampshire,vicar of weston,Male,Hampshire,1
273,98300,Male engine driver locomotive railway in Hampshire,engine driver locomotive railway,Male,Hampshire,1
274,52030,Male ships stewd asst in Hampshire,ships stewd asst,Male,Hampshire,1
275,61110,Male farmer acres employ man in Hampshire,farmer acres employ man,Male,Hampshire,1
276,62430,Male shepherd in Hampshire,shepherd,Male,Hampshire,1
277,41015,Male assistant coal in Hampshire,assistant coal,Male,Hampshire,1
278,41015,Male coal mercht and sheriff of southampton in Hampshire,coal mercht and sheriff of southampton,Male,Hampshire,1
279,84130,Male second foreman engine fitter in Hampshire,second foreman engine fitter,Male,Hampshire,1
280,95110,Male mason apprentice in Hampshire,mason apprentice,Male,Hampshire,1
281,41010,Male assistant coal dealer in Hampshire,assistant coal dealer,Male,Hampshire,1
282,80390,Male umbrella maker in Hampshire,umbrella maker,Male,Hampshire,1
283,51020,Male retired licensed victualler in Hampshire,retired licensed victualler,Male,Hampshire,1
284,51050,Male general dealer beer retailer in Hampshire,general dealer beer retailer,Male,Hampshire,1
285,96900,Male apprentice engine maker in Hampshire,apprentice engine maker,Male,Hampshire,1
286,54020,Female domestic servant in Herefordshire,domestic servant,Female,Herefordshire,3
287,54020,Female domestic servant out of employ in Herefordshire,domestic servant out of employ,Female,Herefordshire,3
288,99999,Female currier daughter in Herefordshire,currier daughter,Female,Herefordshire,2
289,61110,Male farmer of acres in Herefordshire,farmer of acres,Male,Herefordshire,2
290,98490,Male railway laborer farm acres in Herefordshire,railway laborer farm acres,Male,Herefordshire,1
291,61400,Male bailiff other in Herefordshire,bailiff other,Male,Herefordshire,1
292,45190,Male agricultural machine proprietor a matt in Herefordshire,agricultural machine proprietor a matt,Male,Herefordshire,1
293,97490,Male draper in Herefordshire,draper,Male,Herefordshire,1
294,83290,Male scales maker scale in Herefordshire,scales maker scale,Male,Herefordshire,1
295,77100,Male boy miller employing man in Herefordshire,boy miller employing man,Male,Herefordshire,1
296,77310,Male journeyman butcher in Hertfordshire,journeyman butcher,Male,Hertfordshire,3
297,81300,Male carriage maker in Hertfordshire,carriage maker,Male,Hertfordshire,2
298,62110,Female farm servant in Hertfordshire,farm servant,Female,Hertfordshire,1
299,37020,Male clerk office of sewers london muni in Hertfordshire,clerk office of sewers london muni,Male,Hertfordshire,1
300,89300,Male bricklayer in Hertfordshire,bricklayer,Male,Hertfordshire,1
301,77690,Male cook and confectioner employing men boys woman in Hertfordshire,cook and confectioner employing men boys woman,Male,Hertfordshire,1
302,62920,Male pheasant keeper bird in Hertfordshire,pheasant keeper bird,Male,Hertfordshire,1
303,99999,Female tailor publican wife in Huntingdonshire,tailor publican wife,Female,Huntingdonshire,1
304,58410,Male pensioner naval in Kent (Extra London),pensioner naval,Male,Kent (Extra London),179
305,95110,Male stonemason in Kent (Extra London),stonemason,Male,Kent (Extra London),80
306,58430,Male sergeant kent arty militia in Kent (Extra London),sergeant kent arty militia,Male,Kent (Extra London),4
307,24100,Male clerk railway co in Kent (Extra London),clerk railway co,Male,Kent (Extra London),3
308,13200,Female certified sup school mistress in Kent (Extra London),certified sup school mistress,Female,Kent (Extra London),2
309,99999,Female cottage property in Kent (Extra London),cottage property,Female,Kent (Extra London),2
310,99999,Female coachmaker trimmers daughter in Kent (Extra London),coachmaker trimmers daughter,Female,Kent (Extra London),2
311,14120,Male footman dom servant in Kent (Extra London),footman dom servant,Male,Kent (Extra London),2
312,62110,Male labourer ag farm in Kent (Extra London),labourer ag farm,Male,Kent (Extra London),2
313,87130,Male retort setter gas works in Kent (Extra London),retort setter gas works,Male,Kent (Extra London),2
314,99999,Male pupil or scholar in Kent (Extra London),pupil or scholar,Male,Kent (Extra London),2
315,7110,Female village nurse in Kent (Extra London),village nurse,Female,Kent (Extra London),1
316,62110,Female agricultural labourer in Kent (Extra London),agricultural labourer,Female,Kent (Extra London),1
317,62110,Female formerly farm servant in Kent (Extra London),formerly farm servant,Female,Kent (Extra London),1
318,41010,Female draper emplying assist in Kent (Extra London),draper emplying assist,Female,Kent (Extra London),1
319,41010,Female green grocer in shop in Kent (Extra London),green grocer in shop,Female,Kent (Extra London),1
320,99999,Female builders surveyor wife in Kent (Extra London),builders surveyor wife,Female,Kent (Extra London),1
321,99999,Female no occ blacksmith wife in Kent (Extra London),no occ blacksmith wife,Female,Kent (Extra London),1
322,20200,Male civil service excise branch ride officer in Kent (Extra London),civil service excise branch ride officer,Male,Kent (Extra London),1
323,58420,Male retired major in the army in Kent (Extra London),retired major in the army,Male,Kent (Extra London),1
324,6300,Male veterinary surgeon mr cuvs in Kent (Extra London),veterinary surgeon mr cuvs,Male,Kent (Extra London),1
325,17120,Male teacher of languages maths in Kent (Extra London),teacher of languages maths,Male,Kent (Extra London),1
326,54020,Male gentlemans domestic servant in Kent (Extra London),gentlemans domestic servant,Male,Kent (Extra London),1
327,54020,Male servant to a family domestic in Kent (Extra London),servant to a family domestic,Male,Kent (Extra London),1
328,56000,Male formerly tilemaker in Kent (Extra London),formerly tilemaker,Male,Kent (Extra London),1
329,54010,Male nautical assessor home department csc in Kent (Extra London),nautical assessor home department csc,Male,Kent (Extra London),1
330,39310,Male agency clerk in Kent (Extra London),agency clerk,Male,Kent (Extra London),1
331,4250,Male seaman mate in Kent (Extra London),seaman mate,Male,Kent (Extra London),1
332,52030,Male steward in Kent (Extra London),steward,Male,Kent (Extra London),1
333,37040,Male boy errand greengrocers in Kent (Extra London),boy errand greengrocers,Male,Kent (Extra London),1
334,37040,Male labourer porter in Kent (Extra London),labourer porter,Male,Kent (Extra London),1
335,87530,Male shipwright in Kent (Extra London),shipwright,Male,Kent (Extra London),1
