Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,all_predicted_hisco,prediction_count,prediction_details
1911,LONDON,Male,music and general compositor,531,92120,1,92120,HAND COMPOSITORS (DEFAULT),Hand Compositor,,music and general compositor,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[92000, np.float32(0.93980926), 'Printers and Related Workers']]; [[92120, np.float32(0.4787451), 'Hand Compositor'], [98590, np.float32(0.6584695), 'Other MotorVehicle Drivers']]",2,"[{'hisco': ""[[92000, np.float32(0.93980926), 'Printers and Related Workers']]"", 'split_index': 0, 'occupation': 'music'}, {'hisco': ""[[92120, np.float32(0.4787451), 'Hand Compositor'], [98590, np.float32(0.6584695), 'Other MotorVehicle Drivers']]"", 'split_index': 1, 'occupation': 'general compositor'}]"
1911,LONDON,Male,dealer rag and bom,689,41010,1,41020,HAY STRAW AND CHAFF DEALERS,Working Proprietor (Wholesale Trade),complex,dealer rag and bom,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[41025, np.float32(0.8882812), 'Working Proprietor (Wholesale or Retail Trade)']]; [[54090, np.float32(0.54562455), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[41025, np.float32(0.8882812), 'Working Proprietor (Wholesale or Retail Trade)']]"", 'split_index': 0, 'occupation': 'dealer rag'}, {'hisco': ""[[54090, np.float32(0.54562455), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'bom'}]"
1911,LONDON,Male,butler dealer and traveller,689,41010,1,41020,HAY STRAW AND CHAFF DEALERS,Working Proprietor (Wholesale Trade),,butler dealer and traveller,domestic_service,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[77310, np.float32(0.43536267), 'Butcher, General']]; [[13990, np.float32(0.23610036), 'Other Teachers']]",2,"[{'hisco': ""[[77310, np.float32(0.43536267), 'Butcher, General']]"", 'split_index': 0, 'occupation': 'butler dealer'}, {'hisco': ""[[13990, np.float32(0.23610036), 'Other Teachers']]"", 'split_index': 1, 'occupation': 'traveller'}]"
1911,LONDON,Male,checker s e and c rly,42,6100,2,6100,"PHYSICIAN, SUGEON, REGISTERED PRACTITIONER, INCLUDING POOR LAW HOSPITALS DOCTORS ETC","Medical Doctor, Specialisation Unknown",complex,checker s e and c rly,other,0.243,False,multiple_occupation_excluded_from_llm_check,"['s', 'e', 'c', 'rly']",True,"[[94990, np.float32(0.97344697), 'Other Production and Related Workers Not Elsewhere Classified']]; [[14140, np.float32(0.26937667), 'Religious Worker (Member of Religious Order)']]",2,"[{'hisco': ""[[94990, np.float32(0.97344697), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'checker s e'}, {'hisco': ""[[14140, np.float32(0.26937667), 'Religious Worker (Member of Religious Order)']]"", 'split_index': 1, 'occupation': 'c rly'}]"
1911,LONDON,Male,retired wood and bone turner,455,81230,1,81230,WOOD TURNER,Wood Turner,,retired wood and bone turner,unemployed_seeking,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[63110, np.float32(0.9098394), 'Logger (General)']]; [[94990, np.float32(0.942135), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[63110, np.float32(0.9098394), 'Logger (General)']]"", 'split_index': 0, 'occupation': 'wood'}, {'hisco': ""[[94990, np.float32(0.942135), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'bone turner'}]"
1911,LONDON,Male,bag and trunk salesman,113,43090,1,45125,SALESMEN AND BUYERS (NOT OTHERWISE DESCRIBED),"Salesperson, Wholesale or Retail Trade",complex,bag and trunk salesman,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.25087085), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.591029), 'Other Production and Related Workers Not Elsewhere Classified']]; [[13990, np.float32(0.26748), 'Other Teachers'], [79990, np.float32(0.42336926), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]",2,"[{'hisco': ""[[54090, np.float32(0.25087085), 'Other Maids and Related Housekeeping Service Workers'], [94990, np.float32(0.591029), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'bag'}, {'hisco': ""[[13990, np.float32(0.26748), 'Other Teachers'], [79990, np.float32(0.42336926), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]"", 'split_index': 1, 'occupation': 'trunk salesman'}]"
1911,LONDON,Male,labour glass and china,473,41010,1,41025,"EARTHENWARE, CHINA, GLASS--DEALER",Working Proprietor (Wholesale or Retail Trade),,labour glass and china,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[94990, np.float32(0.43961832), 'Other Production and Related Workers Not Elsewhere Classified']]; [[58340, np.float32(0.28809226), 'Other Military Ranks'], [94990, np.float32(0.83664626), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[94990, np.float32(0.43961832), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'labour glass'}, {'hisco': ""[[58340, np.float32(0.28809226), 'Other Military Ranks'], [94990, np.float32(0.83664626), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'china'}]"
1911,LONDON,Male,marine engr and inventor,158,98200,1,98230,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Ship’s Oiler and Greaser,,marine engr and inventor,other,0.486,False,multiple_occupation_excluded_from_llm_check,['engr'],True,"[[84190, np.float32(0.28337458), 'Other Machinery Fitters and Machine Assemblers']]; [[19990, np.float32(0.9621122), 'Other Professional, Technical and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[84190, np.float32(0.28337458), 'Other Machinery Fitters and Machine Assemblers']]"", 'split_index': 0, 'occupation': 'marine engr'}, {'hisco': ""[[19990, np.float32(0.9621122), 'Other Professional, Technical and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'inventor'}]"
1911,WARWICKSHIRE,Male,glass embasser and gilder,446,93400,1,81955,WOOD GILDER,Wooden Furniture Finisher,,glass embasser and gilder,other,0.486,False,multiple_occupation_excluded_from_llm_check,['embasser'],True,[]; [],2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'glass embasser'}, {'hisco': '[]', 'split_index': 1, 'occupation': 'gilder'}]"
1911,WARWICKSHIRE,Female,man and wife warehouse,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,man and warehouse wife,family_dependent,0.7919358312881875,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.33471227), 'Other Maids and Related Housekeeping Service Workers']]; [[97190, np.float32(0.36235374), 'Other Dockers and Freight Handlers']]",2,"[{'hisco': ""[[54090, np.float32(0.33471227), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 0, 'occupation': 'man'}, {'hisco': ""[[97190, np.float32(0.36235374), 'Other Dockers and Freight Handlers']]"", 'split_index': 1, 'occupation': 'wife warehouse'}]"
1911,WARWICKSHIRE,Male,miller and corn dealer,686,77100,1,77120,CORN MILLERS,Grain Miller,,miller and corn dealer,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[99910, np.float32(0.2293579), 'Labourer']]; [[41025, np.float32(0.98020416), 'Working Proprietor (Wholesale or Retail Trade)']]",2,"[{'hisco': ""[[99910, np.float32(0.2293579), 'Labourer']]"", 'split_index': 0, 'occupation': 'miller'}, {'hisco': ""[[41025, np.float32(0.98020416), 'Working Proprietor (Wholesale or Retail Trade)']]"", 'split_index': 1, 'occupation': 'corn dealer'}]"
1911,WARWICKSHIRE,Male,porter and caretaker,97,55100,3,55290,"CARETAKER, OFFICE KEEPERS (NOT GOVERNMENT) - SCHOOL CLEANERS,CARETAKERS","Other Charworkers, Cleaners and Related Workers",,porter and caretaker,transport_communication,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[59990, np.float32(0.7624174), 'Other Service Workers Not Elsewhere Classified'], [97130, np.float32(0.22326511), 'Railway and Road Vehicle Loader']]; [[53290, np.float32(0.26216632), 'Other Waiters, Bartenders and Related Workers'], [54090, np.float32(0.6159558), 'Other Maids and Related Housekeeping Service Workers']]",2,"[{'hisco': ""[[59990, np.float32(0.7624174), 'Other Service Workers Not Elsewhere Classified'], [97130, np.float32(0.22326511), 'Railway and Road Vehicle Loader']]"", 'split_index': 0, 'occupation': 'porter'}, {'hisco': ""[[53290, np.float32(0.26216632), 'Other Waiters, Bartenders and Related Workers'], [54090, np.float32(0.6159558), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 1, 'occupation': 'caretaker'}]"
1911,SUSSEX,Male,grocer and provision merchant dealer,697,41010,1,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,grocer and provision merchant dealer,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[]; [[41025, np.float32(0.8284789), 'Working Proprietor (Wholesale or Retail Trade)']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'grocer'}, {'hisco': ""[[41025, np.float32(0.8284789), 'Working Proprietor (Wholesale or Retail Trade)']]"", 'split_index': 1, 'occupation': 'provision merchant dealer'}]"
1911,NOTTINGHAMSHIRE,Male,tailor maker ladies and gents,653,79120,1,79100,TAILORS (NOT MERCHANTS) - DEFAULT,"Tailor, Specialisation Unknown",,tailor maker ladies and gents,clothing_footwear,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[79190, np.float32(0.23157007), 'Other Tailors and Dressmakers'], [80390, np.float32(0.52579737), 'Other Leather Goods Makers']]; [[54090, np.float32(0.34272268), 'Other Maids and Related Housekeeping Service Workers'], [79190, np.float32(0.2902112), 'Other Tailors and Dressmakers'], [94990, np.float32(0.2604233), 'Other Production and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': ""[[79190, np.float32(0.23157007), 'Other Tailors and Dressmakers'], [80390, np.float32(0.52579737), 'Other Leather Goods Makers']]"", 'split_index': 0, 'occupation': 'tailor maker ladies'}, {'hisco': ""[[54090, np.float32(0.34272268), 'Other Maids and Related Housekeeping Service Workers'], [79190, np.float32(0.2902112), 'Other Tailors and Dressmakers'], [94990, np.float32(0.2604233), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'gents'}]"
1911,NOTTINGHAMSHIRE,Male,lace curtain and hosiery dealer,689,41010,1,41020,HAY STRAW AND CHAFF DEALERS,Working Proprietor (Wholesale Trade),,lace curtain and hosiery dealer,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[79690, np.float32(0.96878827), 'Other Upholsterers and Related Workers']]; [[75500, np.float32(0.9242484), 'Knitter, Specialisation Unknown']]",2,"[{'hisco': ""[[79690, np.float32(0.96878827), 'Other Upholsterers and Related Workers']]"", 'split_index': 0, 'occupation': 'lace curtain'}, {'hisco': ""[[75500, np.float32(0.9242484), 'Knitter, Specialisation Unknown']]"", 'split_index': 1, 'occupation': 'hosiery dealer'}]"
1911,NOTTINGHAMSHIRE,Male,hay and straw dress maker,689,41010,1,41020,HAY STRAW AND CHAFF DEALERS,Working Proprietor (Wholesale Trade),complex,hay and straw dress maker,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[59990, np.float32(0.24391371), 'Other Service Workers Not Elsewhere Classified']]; [[94290, np.float32(0.9782451), 'Other Basketry Weavers and Brush Makers']]",2,"[{'hisco': ""[[59990, np.float32(0.24391371), 'Other Service Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'hay'}, {'hisco': ""[[94290, np.float32(0.9782451), 'Other Basketry Weavers and Brush Makers']]"", 'split_index': 1, 'occupation': 'straw dress maker'}]"
1911,CHESHIRE,Male,corn and flour miller reprensentative,686,77100,1,77120,CORN MILLERS,Grain Miller,,corn and flour miller reprensentative,food_drink,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['reprensentative'],True,"[[94990, np.float32(0.7598186), 'Other Production and Related Workers Not Elsewhere Classified']]; [[39310, np.float32(0.27379954), 'Office Clerk, General'], [43200, np.float32(0.28104144), 'Commercial Travellers and Manufacturers Agents']]",2,"[{'hisco': ""[[94990, np.float32(0.7598186), 'Other Production and Related Workers Not Elsewhere Classified']]"", 'split_index': 0, 'occupation': 'corn'}, {'hisco': ""[[39310, np.float32(0.27379954), 'Office Clerk, General'], [43200, np.float32(0.28104144), 'Commercial Travellers and Manufacturers Agents']]"", 'split_index': 1, 'occupation': 'flour miller reprensentative'}]"
1911,LANCASHIRE,Male,rent and debt collectors house and estate agents and insurance brokers,116,44330,1,44330,AUCTIONEERS APPRAISERS VALUERS HOUSE AGENTS,Appraiser,complex,rent and debt collectors house and estate agents and insurance brokers,professional_clerical,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.4482708), 'Other Maids and Related Housekeeping Service Workers']]; [[31040, np.float32(0.41200513), 'Customs officer'], [53100, np.float32(0.41283014), 'Cook, Specialisation Unknown']]; [[44330, np.float32(0.79071504), 'Appraiser']]; [[39310, np.float32(0.8553056), 'Office Clerk, General'], [44120, np.float32(0.2779288), 'Insurance Salesman']]",4,"[{'hisco': ""[[54090, np.float32(0.4482708), 'Other Maids and Related Housekeeping Service Workers']]"", 'split_index': 0, 'occupation': 'rent'}, {'hisco': ""[[31040, np.float32(0.41200513), 'Customs officer'], [53100, np.float32(0.41283014), 'Cook, Specialisation Unknown']]"", 'split_index': 1, 'occupation': 'debt collectors house'}, {'hisco': ""[[44330, np.float32(0.79071504), 'Appraiser']]"", 'split_index': 2, 'occupation': 'estate agents'}, {'hisco': ""[[39310, np.float32(0.8553056), 'Office Clerk, General'], [44120, np.float32(0.2779288), 'Insurance Salesman']]"", 'split_index': 3, 'occupation': 'insurance brokers'}]"
1911,LANCASHIRE,Male,laundry carman or vanman,143,97190,1,97190,WATER CARRIERS,Other Dockers and Freight Handlers,,laundry carman or vanman,transport_communication,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[54090, np.float32(0.37854162), 'Other Maids and Related Housekeeping Service Workers'], [97190, np.float32(0.2571039), 'Other Dockers and Freight Handlers'], [98590, np.float32(0.30139855), 'Other MotorVehicle Drivers']]; [[97190, np.float32(0.81281763), 'Other Dockers and Freight Handlers']]",2,"[{'hisco': ""[[54090, np.float32(0.37854162), 'Other Maids and Related Housekeeping Service Workers'], [97190, np.float32(0.2571039), 'Other Dockers and Freight Handlers'], [98590, np.float32(0.30139855), 'Other MotorVehicle Drivers']]"", 'split_index': 0, 'occupation': 'laundry carman'}, {'hisco': ""[[97190, np.float32(0.81281763), 'Other Dockers and Freight Handlers']]"", 'split_index': 1, 'occupation': 'vanman'}]"
1911,LANCASHIRE,Male,traveller household ammored and firelighter dealer,689,41010,1,41020,HAY STRAW AND CHAFF DEALERS,Working Proprietor (Wholesale Trade),,traveller household ammored and firelighter dealer,other,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['ammored'],True,"[[54020, np.float32(0.2824443), 'House Servant']]; []",2,"[{'hisco': ""[[54020, np.float32(0.2824443), 'House Servant']]"", 'split_index': 0, 'occupation': 'traveller household ammored'}, {'hisco': '[]', 'split_index': 1, 'occupation': 'firelighter dealer'}]"
1911,LANCASHIRE,Male,tailoring and outfitting gentlemens,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,,tailoring and outfitting gentlemens,clothing_footwear,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[79190, np.float32(0.9673188), 'Other Tailors and Dressmakers']]; []",2,"[{'hisco': ""[[79190, np.float32(0.9673188), 'Other Tailors and Dressmakers']]"", 'split_index': 0, 'occupation': 'tailoring'}, {'hisco': '[]', 'split_index': 1, 'occupation': 'outfitting gentlemens'}]"
1911,LANCASHIRE,Female,rover and doffer cotton,555,79990,1,75000,COTTON & COTTON GOODS MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,rover and doffer cotton,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[79990, np.float32(0.7240597), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]; [[75200, np.float32(0.9322827), 'Spinners and Winders']]",2,"[{'hisco': ""[[79990, np.float32(0.7240597), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]"", 'split_index': 0, 'occupation': 'rover'}, {'hisco': ""[[75200, np.float32(0.9322827), 'Spinners and Winders']]"", 'split_index': 1, 'occupation': 'doffer cotton'}]"
1911,LANCASHIRE,Male,master house and church decorator,421,93120,2,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,complex,master house and church decorator,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[31000, np.float32(0.29177988), 'Government Executive Official, Specialisation Unknown'], [31090, np.float32(0.22504912), 'Government Executive Officials Not Elsewhere Classified'], [53100, np.float32(0.4263883), 'Cook, Specialisation Unknown']]; [[14120, np.float32(0.62370956), 'Minister of Religion']]",2,"[{'hisco': ""[[31000, np.float32(0.29177988), 'Government Executive Official, Specialisation Unknown'], [31090, np.float32(0.22504912), 'Government Executive Officials Not Elsewhere Classified'], [53100, np.float32(0.4263883), 'Cook, Specialisation Unknown']]"", 'split_index': 0, 'occupation': 'master house'}, {'hisco': ""[[14120, np.float32(0.62370956), 'Minister of Religion']]"", 'split_index': 1, 'occupation': 'church decorator'}]"
1911,LANCASHIRE,Male,commercial traveller drup and chemist,114,43090,1,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,commercial traveller drup and chemist,professional_clerical,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['drup'],True,"[]; [[19990, np.float32(0.9790371), 'Other Professional, Technical and Related Workers Not Elsewhere Classified']]",2,"[{'hisco': '[]', 'split_index': 0, 'occupation': 'commercial traveller drup'}, {'hisco': ""[[19990, np.float32(0.9790371), 'Other Professional, Technical and Related Workers Not Elsewhere Classified']]"", 'split_index': 1, 'occupation': 'chemist'}]"
1911,LANCASHIRE,Male,engineers brass turner and finisher,267,83520,1,83590,BRASS FINISHERS,"Other Metal Grinders, Polishers and Tool Sharpeners",,engineers brass turner and finisher,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[83520, np.float32(0.26729992), 'Buffing and PolishingMachine Operator']]; [[75600, np.float32(0.9134564), 'Bleachers, Dyers and Textile Product Finishers']]",2,"[{'hisco': ""[[83520, np.float32(0.26729992), 'Buffing and PolishingMachine Operator']]"", 'split_index': 0, 'occupation': 'engineers brass turner'}, {'hisco': ""[[75600, np.float32(0.9134564), 'Bleachers, Dyers and Textile Product Finishers']]"", 'split_index': 1, 'occupation': 'finisher'}]"
1911,LEICESTERSHIRE,Male,farmer and auctioneer,173,61110,4,61110,"FARMER, GRAZIER",General Farmer,,farmer and auctioneer,agricultural,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[61110, np.float32(0.73660123), 'General Farmer']]; [[44330, np.float32(0.747167), 'Appraiser']]",2,"[{'hisco': ""[[61110, np.float32(0.73660123), 'General Farmer']]"", 'split_index': 0, 'occupation': 'farmer'}, {'hisco': ""[[44330, np.float32(0.747167), 'Appraiser']]"", 'split_index': 1, 'occupation': 'auctioneer'}]"
1911,HAMPSHIRE,Male,watch clock and jewellery repairer,386,84220,2,84220,WATCH AND CLOCK MAKERS,Watch and Clock Assembler,,watch clock and jewellery repairer,other,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,"[[84220, np.float32(0.9929975), 'Watch and Clock Assembler']]; [[79990, np.float32(0.7047025), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]",2,"[{'hisco': ""[[84220, np.float32(0.9929975), 'Watch and Clock Assembler']]"", 'split_index': 0, 'occupation': 'watch clock'}, {'hisco': ""[[79990, np.float32(0.7047025), 'Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers']]"", 'split_index': 1, 'occupation': 'jewellery repairer'}]"
