County,Sex,Occode,final_result,Count,Year,Occupation_String,HISCO_x,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,standardized_llm
CARNARVONSHIRE,Male,131,plate layer on railway,1,1911,plate layer on railway,97430,99910,"PLATELAYER, GANGER, PACKER",Labourer,complex,plate layer on railway,other,0.9,False,acceptable_quality,[],False,
CARNARVONSHIRE,Male,227,certiwr mewn chwarel lechi,1,1911,certiwr mewr chwarel lechi,71130,71130,SLATE QUARRIERS,"Quarryman, General",,certiwr mewr chwarel lechi,other,0.27,True,unchanged_with_many_invalid_words,"['certiwr', 'mewr', 'chwarel', 'lechi']",False,certiwr mewr chwarel lechi
CARNARVONSHIRE,Male,414,builders stone mason,1,1911,builders stone mason,95110,95140,MASON,Stonemason (Construction),,builders stone mason,building_construction,0.9,False,acceptable_quality,[],False,
CARNARVONSHIRE,Male,421,apprentice painter,1,1911,aprentice painter,93120,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,moderate,aprentice painter,building_construction,0.54,True,unchanged_with_some_invalid_words,['aprentice'],False,aprentice painter
CARNARVONSHIRE,Male,698,retired fruiterer,1,1911,retired fruiterer,41010,41030,GREENGROCERS FRUITERERS POTATO DEALERS,Working Proprietor (Retail Trade),,retired fruiterer,unemployed_seeking,0.9,False,acceptable_quality,[],False,
CARNARVONSHIRE,Male,749,ashphaller,1,1911,ashphaller,74320,74930,CHARCOAL BURNERS,Charcoal burner,simple,ashphaller,other,0.27,True,unchanged_with_many_invalid_words,['ashphaller'],False,ashphaller
CARNARVONSHIRE,Male,772,retired college goods buyer,1,1911,retired collengoods buyer,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired collengoods buyer,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,['collengoods'],False,retired collengoods buyer
CHESHIRE,Male,181,agricultural labourer,44,1911,farm labourer on farm,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,agricultural labourer,agricultural,0.5092170484742133,False,acceptable_quality,[],False,
CHESHIRE,Male,414,apprentice stone mason,3,1911,stone mason apprentice,95110,95140,MASON,Stonemason (Construction),,apprentice stone mason,building_construction,0.8496787601654118,False,acceptable_quality,[],False,
CHESHIRE,Female,692,confectioner,2,1911,confectoner,41010,41025,BISCUIT CAKE DEALERS (CONFECTIONISTS),Working Proprietor (Wholesale or Retail Trade),simple,confectioner,food_drink,1.0,False,acceptable_quality,[],False,
CHESHIRE,Male,105,manager steam laundry,2,1911,manager steam laundry,56000,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",moderate,manager steam laundry,other,0.9,False,acceptable_quality,[],False,
CHESHIRE,Male,616,calico printer labourer,2,1911,calico print labourer,92800,92950,COTTON & CALICO PRINTERS,Textile Printer,,calico printer labourer,crafts_trades,0.7959508757215186,False,acceptable_quality,[],False,
CHESHIRE,Male,692,wholesale confectioner dealer,2,1911,wholesale confectioner dealer,41010,41025,BISCUIT CAKE DEALERS (CONFECTIONISTS),Working Proprietor (Wholesale or Retail Trade),,wholesale confectioner dealer,food_drink,0.9,False,acceptable_quality,[],False,
CHESHIRE,Female,2,assistant porter office,1,1911,port office assistant,37020,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,moderate,assistant porter office,transport_communication,0.7210143042567487,False,acceptable_quality,[],False,
CHESHIRE,Female,2,subjectmistress,1,1911,subjectmistress,37020,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,simple,subjectmistress,other,0.27,True,unchanged_with_many_invalid_words,['subjectmistress'],False,subjectmistress
CHESHIRE,Female,47,hosp nurse,1,1911,hosp nurse,7220,7110,HOSPITAL SICK NURSES,"Professional Nurse, General",,hosp nurse,domestic_service,0.54,True,unchanged_with_some_invalid_words,['hosp'],False,hosp nurse
CHESHIRE,Female,105,laundry maid,1,1911,lundry maid,56000,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",,lundry maid,other,0.54,True,unchanged_with_some_invalid_words,['lundry'],False,lundry maid
CHESHIRE,Female,583,shirt maker at a factory,1,1911,shirt maker at a factory,75000,75000,COCOA FIBRE MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,shirt maker at a factory,professional_clerical,0.7200000000000001,False,unchanged_with_few_invalid_words,['a'],False,
CHESHIRE,Female,592,hosiery linker,1,1911,hosiery linker,75500,75535,HOSIERY MANUFACTURE,Hosiery Knitter (Hand),,hosiery linker,other,0.9,False,acceptable_quality,[],False,
CHESHIRE,Male,119,clerk wheelwright,1,1911,clerk wheelright,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,clerk wheelright,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['wheelright'],False,clerk wheelright
CHESHIRE,Male,163,canal companys banksman repairer,1,1911,canal companys banksman repairer,4290,97355,CANAL AND INLAND NAVIGATION SERVICE (ON SHORE),Opening-Bridge Operator,,canal companys banksman repairer,other,0.9,False,acceptable_quality,[],False,
CHESHIRE,Male,170,coal porter shiper,1,1911,coal porter shiper,97190,97190,"COALHEAVER; COAL--PORTER, LABOURER",Other Dockers and Freight Handlers,,coal porter shiper,transport_communication,0.9,False,acceptable_quality,[],False,
CHESHIRE,Male,171,boy general errand,1,1911,general errand boy,37040,97190,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Other Dockers and Freight Handlers,,boy general errand,other,0.8804160539138617,False,acceptable_quality,[],False,
CHESHIRE,Male,171,boy in music depot errand,1,1911,in music depot errand boy,37040,58940,"MESSENGER, PORTER, WATCHMAN (NOT RAILWAY OR GOVERNMENT)",Watchman,complex,boy in music depot errand,other,0.8862506156095771,False,acceptable_quality,[],False,
CHESHIRE,Male,177,working bailiff on farm,1,1911,working baliff on farm,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,working baliff on farm,other,0.54,True,unchanged_with_some_invalid_words,['baliff'],False,working baliff on farm
CHESHIRE,Male,230,laborer now incompacity brough accident by earth falling in clay pitat a brick,1,1911,laborer now incompacity  brough accident by earth falling in clay pitat a brick,71130,71190,SAND FLINT CLAY GRAVEL CHALK WORKERS,Other Miners and Quarrymen,,laborer now incompacity brough accident by earth falling in clay pitat a brick,other,0.8966592722446761,False,acceptable_quality,[],False,
CHESHIRE,Male,273,iron driller loco rly engines,1,1911,iron driller loco rly engines,83400,84100,UNDEFINED ENGINE AND MACHINE MAKING (NOT TEXTILE),Machinery Fitters and Machine Assemblers,,iron driller loco rly engines,other,0.7200000000000001,False,unchanged_with_few_invalid_words,['rly'],False,
CHESHIRE,Male,426,wales chemist producer gas,1,1911,wales chemist producer gas,87130,87120,GASFITTER,Gas Pipe Fitter,,wales chemist producer gas,other,0.9,False,acceptable_quality,[],False,
CHESHIRE,Male,484,labourer vacuum oil co,1,1911,labourervacum oil co,74500,77120,OIL MILLERS OIL CAKE MAKERS,Grain Miller,,labourervacum oil co,general_labour,0.54,True,unchanged_with_some_invalid_words,['labourervacum'],False,labourervacum oil co
CHESHIRE,Male,651,hatter wool livestricker,1,1911,hatter wool livester,79330,41030,HATTERS,Working Proprietor (Retail Trade),,hatter wool livester,clothing_footwear,0.54,True,unchanged_with_some_invalid_words,['livester'],False,hatter wool livester
CHESHIRE,Male,686,corn and flour miller reprensentative,1,1911,corn and flour miller reprensentative,77100,77120,CORN MILLERS,Grain Miller,,corn and flour miller reprensentative,food_drink,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['reprensentative'],True,
CHESHIRE,Male,751,general dealer in hardware small wares,1,1911,general dealer in hardware small wares,41010,41025,DEALERS IN SUNDRY MATERIALS,Working Proprietor (Wholesale or Retail Trade),,general dealer in hardware small wares,retail_trade,0.9,False,acceptable_quality,[],False,
CHESHIRE,Male,761,master lllretired miller,1,1911,lllretired mill master,22190,22000,"MANUFACTURERS, MANAGERS, SUPERINTENDENTS, FOREMEN (UNSPECIFIED)","Supervisor, Foreman or Inspector, Specialisation Unknown",,master lllretired miller,food_drink,0.5814172999877454,True,modification_poor_result,['lllretired'],False,master lllretired miller
CHESHIRE,Male,769,apprentice fire insurance,1,1911,fire insurance apprentice,99150,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice fire insurance,other,0.8571118847837225,False,acceptable_quality,[],False,
CORNWALL,Female,177,small grazing farm and small priate means,4,1911,small grazing farm and small priate means,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,small grazing farm and small priate means,other,0.6480000000000001,False,multiple_occupation_excluded_from_llm_check,['priate'],True,
CORNWALL,Male,259,apprentice iron founder,2,1911,apprentice in iron foundry,72400,72500,"IRONFOUNDER -- MOULDERS, CORE MAKERS, FETTER, CUPOLA, OVERN-MAN, FOUNDRY LABOURER, OTHER & UNDEFINED","Metal Moulder or Coremaker, Specialisation Unknown",,apprentice iron founder,metalwork_engineering,0.7338006568563081,False,acceptable_quality,[],False,
CORNWALL,Female,697,grocers assentant,1,1911,grocers assentant,41010,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,grocers assentant,food_drink,0.54,True,unchanged_with_some_invalid_words,['assentant'],False,grocers assentant
CORNWALL,Female,787,elementary scholar,1,1911,elementary scholar,99999,99999,SCHOLARS ETC,Unspecified worktitle or several titles,moderate,elementary scholar,other,0.9,False,acceptable_quality,[],False,
CORNWALL,Male,119,clerk agricultural merchants,1,1911,clerk agricultural merchants,39310,30000,COMMERCIAL OR BUSINESS CLERKS,"Clerical or Related Worker, Specialisation Unknown",,clerk agricultural merchants,professional_clerical,0.9,False,acceptable_quality,[],False,
CORNWALL,Male,278,apprentice mechanical engineer,1,1911,mechanical engineer apprentice,84190,84190,ENGINE AND MACHINE MAKERS (UNDEFINED - NOT TEXTILE),Other Machinery Fitters and Machine Assemblers,,apprentice mechanical engineer,metalwork_engineering,0.8655374289342,False,acceptable_quality,[],False,
CORNWALL,Male,365,apprentice coachmaker painters,1,1911,coach painters apprentice,81300,81920,"COACH, CARRIAGE--MAKER",CoachBody Builder,,apprentice coachmaker painters,building_construction,0.679316213155824,False,acceptable_quality,[],False,
CORNWALL,Male,682,butcher slaterman,1,1911,butcher slaterman,77310,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",moderate,butcher slaterman,food_drink,0.9,False,acceptable_quality,[],False,
CORNWALL,Male,682,jobbing butcher,1,1911,jobbing butcher,77310,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",,jobbing butcher,food_drink,0.9,False,acceptable_quality,[],False,
CUMBERLAND,Male,766,engine maker,89,1911,engineer,96900,96910,"ENGINE DRIVERS, STOKERS, FIREMEN (NOT RAILWAY, MARINE, OR AGRICULTURAL)","Stationary Engine Operator, General",simple,engine maker,metalwork_engineering,0.6714291632623253,False,acceptable_quality,[],False,
CUMBERLAND,Female,604,darner tapestry,2,1911,darner tapestry,79990,75435,TAPESTRY MANUFACTURE,Tapestry Maker (Hand),,darner tapestry,other,0.9,False,acceptable_quality,[],False,
CUMBERLAND,Female,84,general servant,1,1911,general servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general servant,domestic_service,0.9,False,acceptable_quality,[],False,
CUMBERLAND,Female,181,farm servant,1,1911,farm servants,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,farm servant,agricultural,0.7502051200289165,False,acceptable_quality,[],False,
CUMBERLAND,Male,409,house joiner and wood turner,1,1911,house joiner and wood turner,95410,95410,"CARPENTER, JOINER","Carpenter, General",,house joiner and wood turner,building_construction,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,
DENBIGHSHIRE,Female,181,assisting on farm,9,1911,assisting on farm,62110,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,assisting on farm,other,0.9,False,acceptable_quality,[],False,
DENBIGHSHIRE,Male,84,boy servant,2,1911,boy servant,54020,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,boy servant,domestic_service,0.9,False,acceptable_quality,[],False,
DENBIGHSHIRE,Male,163,collier labourer on bank,1,1911,collier labourer on bank,4290,97355,CANAL AND INLAND NAVIGATION SERVICE (ON SHORE),Opening-Bridge Operator,,collier labourer on bank,general_labour,0.9,False,acceptable_quality,[],False,
DENBIGHSHIRE,Male,181,retired agricultural labourer,1,1911,farm labourer retired,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,retired agricultural labourer,unemployed_seeking,0.590618557742357,False,acceptable_quality,[],False,
DENBIGHSHIRE,Male,485,labourer mineral waters mc,1,1911,labourer mineral waters mc,74100,74500,MINERAL OIL WORKER,"Petroleum-Refining Worker, Specialisation Unknown",,labourer mineral waters mc,mining_quarrying,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,464,brick burner,18,1911,brick burner,89300,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),,brick burner,other,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,175,farmer working farm son,5,1911,farmers son working farm,62113,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer working farm son,family_dependent,0.7454881935302414,False,acceptable_quality,[],False,
DERBYSHIRE,Male,181,labourer working on farm,5,1911,labourer working on farm,62110,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,labourer working on farm,general_labour,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,550,cotton warp sizer,4,1911,cotton warp sizer,75200,75415,COTTON & COTTON GOODS MANUFACTURE WINDING WARPING PROCESSES,Beam Warper,,cotton warp sizer,other,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Female,549,cotton doubler,3,1911,cotton doubbler,75200,75220,COTTON & COTTON GOODS MANUFACTURE SPINNING PROCESSES,"Spinner, Thread and Yarn",,cotton doubbler,other,0.54,True,unchanged_with_some_invalid_words,['doubbler'],False,cotton doubbler
DERBYSHIRE,Male,697,manager of grocery store,2,1911,manager of grocery store,41010,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,manager of grocery store,food_drink,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,772,retired farm worker,2,1911,retired from work,99999,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired farm worker,unemployed_seeking,0.6785939128992647,False,acceptable_quality,[],False,
DERBYSHIRE,Female,409,pensioner joiner,1,1911,joiner old age pensioner,95410,95420,"CARPENTER, JOINER",Construction Joiner,,pensioner joiner,unemployed_seeking,0.606252626940137,False,acceptable_quality,[],False,
DERBYSHIRE,Female,548,tenter cotton works,1,1911,tenter cotton works,75100,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,,tenter cotton works,other,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,19,retired major irish rifles,1,1911,major irish rifles retired,58420,58320,ARMY OFFICERS (RETIRED),Officer,,retired major irish rifles,unemployed_seeking,0.8718610337286766,False,acceptable_quality,[],False,
DERBYSHIRE,Male,24,retired captain royal fusiliers,1,1911,retired late capt royal tusiliers,58430,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired capt royal tusiliers,unemployed_seeking,0.6343365921845139,True,modification_poor_result,"['capt', 'tusiliers']",False,retired capt royal tusiliers
DERBYSHIRE,Male,177,bailiff farm,1,1911,baliff farm,61400,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,baliff farm,other,0.54,True,unchanged_with_some_invalid_words,['baliff'],False,baliff farm
DERBYSHIRE,Male,274,labourer in engineering works,1,1911,labourer in engineering works,84190,99910,LABOURERS (UNDEFINED) IN ENGINEERING WORKS,Labourer,complex,labourer in engineering works,general_labour,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,334,coal lime iron works manager,1,1911,coal lime iron works manager,72000,83000,IRON WORKERS (UNDEFINED),"Blacksmith, Toolmaker or Machine-Tool Operator, Specialisation Unknown",,coal lime iron works manager,other,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,422,glazier,1,1911,glazer,95700,95720,GLAZIERS LEAD WINDOW MAKERS,Building Glazier,simple,glazier,building_construction,0.808175818770447,False,acceptable_quality,[],False,
DERBYSHIRE,Male,533,tin miner,1,1911,swing minder,92110,92250,PRINTING MACHINE MINDERS,Direct Lithographic Pressman,,tin miner,mining_quarrying,0.6515465492875054,False,acceptable_quality,[],False,
DERBYSHIRE,Male,727,night soil foreman,1,1911,night soil foreman,97490,97415,TOWN DRAINAGE,Excavator (Hand Tools),,night soil foreman,other,0.9,False,acceptable_quality,[],False,
DERBYSHIRE,Male,791,manager for w h smith and son,1,1911,manager for w h smithwood son,99999,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,manager for w h smithwood son,family_dependent,0.54,True,unchanged_with_some_invalid_words,"['w', 'h', 'smithwood']",False,manager for w h smithwood son
