Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation
1911,WARWICKSHIRE,Male,studgroom,139,62460,4,62460,"HORSEKEEPER, GROOM, STABLEMAN (NOT DOMESTIC)",Horse Worker,simple,studgroom,personal_service,0.27,True,unchanged_with_many_invalid_words,['studgroom'],False
1911,WARWICKSHIRE,Male,assembeler,362,84300,1,84190,"BICYCLE MAKERS, BICYCLE REPAIRERS",Other Machinery Fitters and Machine Assemblers,simple,assembeler,other,0.27,True,unchanged_with_many_invalid_words,['assembeler'],False
1911,WARWICKSHIRE,Male,masacur,438,81190,1,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,,masacur,other,0.27,True,unchanged_with_many_invalid_words,['masacur'],False
1911,WARWICKSHIRE,Male,polisheir,676,77500,1,77510,CREAMERY WORKERS,"Dairy Product Processor, General",simple,polisheir,other,0.27,True,unchanged_with_many_invalid_words,['polisheir'],False
1911,LONDON,Male,hosler,139,62460,4,62460,"HORSEKEEPER, GROOM, STABLEMAN (NOT DOMESTIC)",Horse Worker,simple,hosler,other,0.27,True,unchanged_with_many_invalid_words,['hosler'],False
1911,LONDON,Female,artificia,290,83210,1,83220,TOOLMAKERS,Tool and Die Maker,simple,artificia,other,0.27,True,unchanged_with_many_invalid_words,['artificia'],False
1911,LONDON,Female,faneywork,699,77840,1,77890,GINGER BEER MINERAL WATER MANUFACTURE OTHERS,"Other Brewers, Wine and Beverage Makers",,faneywork,other,0.27,True,unchanged_with_many_invalid_words,['faneywork'],False
1911,CHESHIRE,Female,subjectmistress,2,37020,1,33170,OTHER POST OFFICE OFFICERS AND CLERKS,Post Office Counter Clerk,simple,subjectmistress,other,0.27,True,unchanged_with_many_invalid_words,['subjectmistress'],False
1911,LANCASHIRE,Male,cadday,469,89130,1,89128,GLASS BOTTLE MANUFACTURE,Glass-Blowing Machine Operator,simple,cadday,other,0.27,True,unchanged_with_many_invalid_words,['cadday'],False
1911,LANCASHIRE,Male,chool,787,99999,34,99999,SCHOLARS ETC,Unspecified worktitle or several titles,,chool,professional_clerical,0.27,True,unchanged_with_many_invalid_words,['chool'],False
1911,LANCASHIRE,Male,pcker,750,94990,2,94990,OTHER WORKERS IN SUNDRY INDUSTRIES,Other Production and Related Workers Not Elsewhere Classified,simple,pcker,other,0.27,True,unchanged_with_many_invalid_words,['pcker'],False
1911,LANCASHIRE,Male,incendecent legh maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,incendecent legh maker,other,0.27,True,unchanged_with_many_invalid_words,"['incendecent', 'legh']",False
1911,LANCASHIRE,Female,lanudres,105,56000,2,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",simple,lanudres,other,0.27,True,unchanged_with_many_invalid_words,['lanudres'],False
1911,LANCASHIRE,Male,shipscook,159,52030,1,53150,"MERCHANT SERVICE: SEAMAN--COOKS, STEWARDS, AND OTHERS (SUBSIDIARY SERVICE)",Ship's Cook,,shipscook,domestic_service,0.27,True,unchanged_with_many_invalid_words,['shipscook'],False
1911,LANCASHIRE,Female,cshool,787,99999,4,99999,SCHOLARS ETC,Unspecified worktitle or several titles,simple,cshool,other,0.27,True,unchanged_with_many_invalid_words,['cshool'],False
1911,STAFFORDSHIRE,Male,cripels,548,75100,1,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,,cripels,other,0.27,True,unchanged_with_many_invalid_words,['cripels'],False
1911,STAFFORDSHIRE,Male,pottersaucermaker,773,58410,1,99999,ARMY PENSIONERS,Unspecified worktitle or several titles,simple,pottersaucermaker,other,0.27,True,unchanged_with_many_invalid_words,['pottersaucermaker'],False
1911,CARDIGANSHIRE,Female,nydyddes,659,79590,1,79190,SHIRTMAKERS AND SEAMSTRESSES,Other Tailors and Dressmakers,,nydyddes,other,0.27,True,unchanged_with_many_invalid_words,['nydyddes'],False
1911,YORKSHIRE EAST RIDING,Female,penson,360,81300,1,87370,"RAILWAY--COACH, WAGON MAKER",Vehicle Sheet-Metal Worker,simple,penson,other,0.27,True,unchanged_with_many_invalid_words,['penson'],False
1911,ANGLESEY,Female,morwyn gyffredin deuluaid,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,morwyn gyffredin deuluaid,other,0.27,True,unchanged_with_many_invalid_words,"['morwyn', 'gyffredin', 'deuluaid']",False
1911,HERTFORDSHIRE,Male,sceensman,201,2700,1,2710,MINE SERVICE ENGINEERS,"Mining Engineer, General",,sceensman,other,0.27,True,unchanged_with_many_invalid_words,['sceensman'],False
1911,DEVON,Female,assistent,257,83230,2,83240,PATTERNMAKERS (UNDEFINED),Metal Pattern Maker (Foundry),simple,assistent,other,0.27,True,unchanged_with_many_invalid_words,['assistent'],False
1911,DEVON,Male,boilerrivetter,275,87350,1,87350,BOILER MAKERS,Boilersmith,simple,boilerrivetter,other,0.27,True,unchanged_with_many_invalid_words,['boilerrivetter'],False
1911,SUFFOLK,Male,ex sergt of police n e ry,11,58220,1,58220,POLICE,Policeman and other Maintainers of Law and Order (except Military),,ex sergt of police n e ry,unemployed_seeking,0.27,True,unchanged_with_many_invalid_words,"['sergt', 'n', 'e', 'ry']",False
1911,CARNARVONSHIRE,Male,assistand,43,6200,1,6420,DENTISTS AND DENTISTS ASSISTANTS,Dental Assistant,simple,assistand,other,0.27,True,unchanged_with_many_invalid_words,['assistand'],False
1911,CARNARVONSHIRE,Male,certiwr mewr chwarel lechi,227,71130,1,71130,SLATE QUARRIERS,"Quarryman, General",,certiwr mewr chwarel lechi,other,0.27,True,unchanged_with_many_invalid_words,"['certiwr', 'mewr', 'chwarel', 'lechi']",False
1911,CARNARVONSHIRE,Male,ashphaller,749,74320,1,74930,CHARCOAL BURNERS,Charcoal burner,simple,ashphaller,other,0.27,True,unchanged_with_many_invalid_words,['ashphaller'],False
1911,SURREY,Female,martlust,438,81190,1,81190,FURNITURE AND FITTINGS - OTHERS,Other Cabinetmakers,simple,martlust,other,0.27,True,unchanged_with_many_invalid_words,['martlust'],False
1911,SURREY,Male,prosfector,587,79920,1,75000,CANVAS AND SAILCLOTH MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",simple,prosfector,other,0.27,True,unchanged_with_many_invalid_words,['prosfector'],False
1911,OXFORDSHIRE,Male,g w r comp cleaner,110,55230,1,55230,WINDOW CLEANERS,Window Cleaner,,g w r comp cleaner,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'w', 'r']",False
1911,ISLANDS IN THE BRITISH SEAS,Male,labourer rd seavenger,765,99130,1,99910,GENERAL LABOURERS,Labourer,,labourer rd seavenger,general_labour,0.27,True,unchanged_with_many_invalid_words,"['rd', 'seavenger']",False
1911,MONMOUTHSHIRE,Male,electriction,284,85100,2,85320,ELECTRICAL CABLE MAKERS,Electrical Equipment Assembler,simple,electriction,other,0.27,True,unchanged_with_many_invalid_words,['electriction'],False
1911,KENT,Male,sto p g royal navy,22,58420,1,58320,OFFICERS OF THE NAVY (EFFECTIVE),Officer,,sto p g royal navy,public_service,0.27,True,unchanged_with_many_invalid_words,"['sto', 'p', 'g']",False
1911,KENT,Female,lausders,105,56000,1,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",simple,lausders,other,0.27,True,unchanged_with_many_invalid_words,['lausders'],False
1911,ESSEX,Male,railway shunter g e r,130,98430,1,98430,"POINTSMAN, LEVEL CROSSING MAN, GATEKEEPERS",Railway Signaller,,railway shunter g e r,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'e', 'r']",False
1911,NORTHAMPTONSHIRE,Male,shunter g n rly,130,98430,1,98430,"POINTSMAN, LEVEL CROSSING MAN, GATEKEEPERS",Railway Signaller,,shunter g n rly,other,0.27,True,unchanged_with_many_invalid_words,"['g', 'n', 'rly']",False
1911,ESSEX,Male,printingcompositor,531,92120,1,92120,HAND COMPOSITORS (DEFAULT),Hand Compositor,simple,printingcompositor,other,0.27,True,unchanged_with_many_invalid_words,['printingcompositor'],False
1911,CAMBRIDGESHIRE,Male,horsman,139,62460,1,62460,"HORSEKEEPER, GROOM, STABLEMAN (NOT DOMESTIC)",Horse Worker,,horsman,other,0.27,True,unchanged_with_many_invalid_words,['horsman'],False
1911,HAMPSHIRE,Male,pianofortekeeper,393,94120,1,94170,PIANO ORGAN MAKERS,Piano Maker,simple,pianofortekeeper,other,0.27,True,unchanged_with_many_invalid_words,['pianofortekeeper'],False
1911,SHROPSHIRE,Female,tialoress,653,79120,1,79100,TAILORS (NOT MERCHANTS) - DEFAULT,"Tailor, Specialisation Unknown",,tialoress,other,0.27,True,unchanged_with_many_invalid_words,['tialoress'],False
1911,LONDON,Female,a wife mother,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,a wife,family_dependent,0.41920988259432257,True,modification_poor_result,['a'],False
1911,BERKSHIRE,Male,farm labourer out of work,181,62110,3,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.4401581097184949,True,low_confidence,[],False
1911,WARWICKSHIRE,Male,retired leather seller,507,76140,1,76150,CURRIERS,Leather Currier,,retired beerseller,unemployed_seeking,0.4649120356654957,True,modification_poor_result,['beerseller'],False
1911,SOMERSET,Male,farmers son assistant,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer son,family_dependent,0.46901051337742494,True,low_confidence,[],False
1911,DEVON,Male,retired brewer old age pensioner,776,99999,1,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,,retired brewer,unemployed_seeking,0.4731191333817698,True,low_confidence,[],False
1911,KENT,Female,retired farmers wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,farmer wife,family_dependent,0.4893770933675036,True,low_confidence,[],False
1911,WORCESTERSHIRE,Male,farm labourer man,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,moderate,agricultural labourer,agricultural,0.49228911840508344,True,low_confidence,[],False
1911,YORKSHIRE EAST RIDING,Male,farm labourer farm hind,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,agricultural labourer,agricultural,0.4965508934865872,True,low_confidence,[],False
1911,YORKSHIRE NORTH RIDING,Male,hind farm labourer,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,agricultural labourer,agricultural,0.4995320504756048,True,low_confidence,[],False
1911,LANCASHIRE,Male,statiionery buyer for calico printers assoc ltd,298,75990,1,75990,ROLLER ENGRAVERS BLOCK CUTTERS (FOR TEXTILE PRINTING),"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,statiionery buyer for calico printers assoc ltd,crafts_trades,0.54,True,unchanged_with_some_invalid_words,"['statiionery', 'assoc', 'ltd']",False
1911,LONDON,Male,turner rc laboratory dept royal arsenal,302,74200,1,83920,ORDNANCE MANUFACTURE,Gunsmith,,turner rc laboratory dept royal arsenal,other,0.54,True,unchanged_with_some_invalid_words,"['rc', 'dept']",False
1911,LONDON,Male,co motor brdg maker,364,84460,1,87370,MOTOR CAR BODY MAKER,Vehicle Sheet-Metal Worker,,co motor brdg maker,other,0.54,True,unchanged_with_some_invalid_words,['brdg'],False
1911,LONDON,Female,banknoet checker,750,94990,1,94990,OTHER WORKERS IN SUNDRY INDUSTRIES,Other Production and Related Workers Not Elsewhere Classified,,banknoet checker,other,0.54,True,unchanged_with_some_invalid_words,['banknoet'],False
1911,LONDON,Male,artism subjects,62,19990,1,19990,"OTHERS CONNECTED WITH LITERATURE, ETC - POLITICAL & ELECTION AGENTS","Other Professional, Technical and Related Workers Not Elsewhere Classified",,artism subjects,other,0.54,True,unchanged_with_some_invalid_words,['artism'],False
1911,LONDON,Male,apprentice basket manuf,447,94290,1,94220,WILLOW CANE AND RUSH WORKERS,Basket Maker,,apprentice basket manuf,other,0.54,True,unchanged_with_some_invalid_words,['manuf'],False
1911,WARWICKSHIRE,Male,bambulator spring maker,312,83860,1,79640,WIRE/SPRING MATTRESS MAKERS,Mattress Maker,,bambulator spring maker,other,0.54,True,unchanged_with_some_invalid_words,['bambulator'],False
1911,WARWICKSHIRE,Male,b corporation,13,58900,1,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,moderate,b corporation,other,0.54,True,unchanged_with_some_invalid_words,['b'],False
1911,DERBYSHIRE,Male,manager for w h smithwood son,791,99999,1,99999,CHILDREN RELATIVES VISITORS AT HOME,Unspecified worktitle or several titles,,manager for w h smithwood son,family_dependent,0.54,True,unchanged_with_some_invalid_words,"['w', 'h', 'smithwood']",False
1911,DERBYSHIRE,Male,baliff farm,177,61400,1,22520,FARM - BAILIFFS STEWARDS FOREMEN,Farm Supervisor,,baliff farm,other,0.54,True,unchanged_with_some_invalid_words,['baliff'],False
1911,DERBYSHIRE,Female,cotton doubbler,549,75200,3,75220,COTTON & COTTON GOODS MANUFACTURE SPINNING PROCESSES,"Spinner, Thread and Yarn",,cotton doubbler,other,0.54,True,unchanged_with_some_invalid_words,['doubbler'],False
1911,SUSSEX,Female,laboruer on farm,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,laboruer on farm,other,0.54,True,unchanged_with_some_invalid_words,['laboruer'],False
1911,SUSSEX,Male,commercial traveller trovaisagency,114,43090,2,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,commercial traveller trovaisagency,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['trovaisagency'],False
1911,SUSSEX,Female,buster dono,586,75920,1,75465,NET MANUFACTURE (VARIOUS),Net Maker (Machine),,buster dono,other,0.54,True,unchanged_with_some_invalid_words,['dono'],False
1911,WARWICKSHIRE,Male,brass stampen,267,83520,1,83590,BRASS FINISHERS,"Other Metal Grinders, Polishers and Tool Sharpeners",,brass stampen,other,0.54,True,unchanged_with_some_invalid_words,['stampen'],False
1911,LONDON,Female,lamerry prepare,511,94290,1,94290,HAIR AND BRISTLE WORKERS,Other Basketry Weavers and Brush Makers,,lamerry prepare,other,0.54,True,unchanged_with_some_invalid_words,['lamerry'],False
1911,LONDON,Male,chanffeur motor,363,84400,1,84320,MOTOR CAR CHASSIS MAKER: MOTOR CAR MECHANIC,Automobile Mechanic,,chanffeur motor,other,0.54,True,unchanged_with_some_invalid_words,['chanffeur'],False
1911,LONDON,Female,cok in factory,770,99200,1,99930,FACTORY LABOURERS (UNDEFINED),Factory Worker,,cok in factory,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['cok'],False
1911,LONDON,Male,ex soldier clerk war office whitehall s w,2,37020,1,37090,OTHER POST OFFICE OFFICERS AND CLERKS,Other Mail Distribution Clerks,,ex soldier clerk war office whitehall s w,unemployed_seeking,0.54,True,unchanged_with_some_invalid_words,"['s', 'w']",False
1911,WARWICKSHIRE,Male,della works machouse,725,85500,1,96190,OTHER ELECTRICITY SUPPLY,Other Power-Generating Machinery Operators,,della works machouse,other,0.54,True,unchanged_with_some_invalid_words,['machouse'],False
1911,WARWICKSHIRE,Female,house palour maid domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,house palour maid domestic,other,0.54,True,unchanged_with_some_invalid_words,['palour'],False
1911,WARWICKSHIRE,Male,machenst fitting,316,83890,1,83990,GAS FITTINGS MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,machenst fitting,other,0.54,True,unchanged_with_some_invalid_words,['machenst'],False
1911,LANCASHIRE,Male,spinne cotton,551,75400,1,75432,COTTON & COTTON GOODS MANUFACTURE WEAVING PROCESSES,Cloth Weaver (Hand or Machine),moderate,spinne cotton,other,0.54,True,unchanged_with_some_invalid_words,['spinne'],False
1911,NOTTINGHAMSHIRE,Male,hroseman on farm,180,62460,1,62460,"AGRICULTURAL LABOURER, FARM SERVANT--DISTINGUISHED AS IN CHARGE OF HORSES",Horse Worker,,hroseman on farm,other,0.54,True,unchanged_with_some_invalid_words,['hroseman'],False
1911,DURHAM,Male,steeldresser steel carting,244,72100,1,72000,"STEEL--MANUFACTURE, SMELTING, FOUNDING","Metal Processor, Specialisation Unknown",,steeldresser steel carting,other,0.54,True,unchanged_with_some_invalid_words,['steeldresser'],False
1911,NOTTINGHAMSHIRE,Male,lace foulder,593,75400,1,75452,LACE MANUFACTURE,Lace Weaver (Hand or Machine),,lace foulder,other,0.54,True,unchanged_with_some_invalid_words,['foulder'],False
1911,DURHAM,Male,labourer b i co,765,99130,1,99910,GENERAL LABOURERS,Labourer,,labourer b i co,general_labour,0.54,True,unchanged_with_some_invalid_words,"['b', 'i']",False
1911,DURHAM,Male,gas smallwood barman,426,87130,1,87120,GASFITTER,Gas Pipe Fitter,,gas smallwood barman,other,0.54,True,unchanged_with_some_invalid_words,['smallwood'],False
1911,LONDON,Male,deal porter e c docks,133,97130,1,97130,RAILWAY PORTER,Railway and Road Vehicle Loader,,deal porter e c docks,transport_communication,0.54,True,unchanged_with_some_invalid_words,"['e', 'c']",False
1911,LONDON,Male,marin store dealer,370,41010,1,41025,GENERAL HOUSEHOLD APPLIANCE DEALERS,Working Proprietor (Wholesale or Retail Trade),,marin store dealer,other,0.54,True,unchanged_with_some_invalid_words,['marin'],False
1911,LONDON,Male,silk searfe cutter,578,75000,1,75990,SILK WORKERS - OTHER PROCESSES,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,silk searfe cutter,other,0.54,True,unchanged_with_some_invalid_words,['searfe'],False
1911,LONDON,Female,bianoforte teacher,54,13990,1,13990,SCHOOL SERVICE (PUPIL TEACHERS),Other Teachers,,bianoforte teacher,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['bianoforte'],False
1911,LONDON,Male,overser london postal service,1,38010,1,38000,"POST OFFICE - TELEGRAPHISTS, TELEPHONE OPERATORS","Telephone or Telegraph Operator, Specialisation Unknown",complex,overser london postal service,other,0.54,True,unchanged_with_some_invalid_words,['overser'],False
1911,WORCESTERSHIRE,Male,telephone exchange inspr,172,38010,1,38000,"TELEGRAPH, TELEPHONE--SERVICE (NOT GOVERNMENT)","Telephone or Telegraph Operator, Specialisation Unknown",,telephone exchange inspr,other,0.54,True,unchanged_with_some_invalid_words,['inspr'],False
1911,YORKSHIRE WEST RIDING,Male,labourer at maltkiln,583,75000,1,75000,COCOA FIBRE MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,labourer at maltkiln,general_labour,0.54,True,unchanged_with_some_invalid_words,['maltkiln'],False
1911,YORKSHIRE WEST RIDING,Male,coal miner trammercoal mine,198,71120,1,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",complex,coal miner trammercoal mine,mining_quarrying,0.54,True,unchanged_with_some_invalid_words,['trammercoal'],False
1911,YORKSHIRE WEST RIDING,Male,coal getting undergrd,196,71120,1,71105,"COAL MINERS - HEWERS, WORKERS AT THE COAL FACE","Miner, General",,coal getting undergrd,other,0.54,True,unchanged_with_some_invalid_words,['undergrd'],False
1911,LONDON,Male,laberer painters house,421,93120,1,93120,"PAINTERS, DISTEMPERERS & DECORATORS",Building Painter,,laberer painters house,building_construction,0.54,True,unchanged_with_some_invalid_words,['laberer'],False
1911,LONDON,Male,formerly buidler labourer,765,99130,1,99910,GENERAL LABOURERS,Labourer,,formerly buidler labourer,general_labour,0.54,True,unchanged_with_some_invalid_words,['buidler'],False
1911,LONDON,Male,surveyor in b c,66,3010,1,3010,"LAND, HOUSE, SHIP--SURVEYOR","Surveyor, General",,surveyor in b c,other,0.54,True,unchanged_with_some_invalid_words,"['b', 'c']",False
1911,LONDON,Male,band uniform manufacuter,448,94290,1,94290,"CANE, RUSH, STRAW - OTHER WORKERS",Other Basketry Weavers and Brush Makers,,band uniform manufacuter,other,0.54,True,unchanged_with_some_invalid_words,['manufacuter'],False
1911,LONDON,Female,cashier at liptous,329,83890,1,83990,IRON CLASP BUCKLE HINGE MAKERS,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,cashier at liptous,other,0.54,True,unchanged_with_some_invalid_words,['liptous'],False
1911,YORKSHIRE WEST RIDING,Male,coal miner daitlor,196,71120,1,71105,"COAL MINERS - HEWERS, WORKERS AT THE COAL FACE","Miner, General",,coal miner daitlor,mining_quarrying,0.54,True,unchanged_with_some_invalid_words,['daitlor'],False
1911,YORKSHIRE WEST RIDING,Female,corting weaver,564,75000,1,75000,BLANKET MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,corting weaver,textile_manufacture,0.54,True,unchanged_with_some_invalid_words,['corting'],False
1911,YORKSHIRE WEST RIDING,Male,cloth cutte,627,75600,1,75600,UNDEFINED TEXTILE FINISHERS,"Bleachers, Dyers and Textile Product Finishers",,cloth cutte,other,0.54,True,unchanged_with_some_invalid_words,['cutte'],False
1911,LONDON,Male,aprentice steel bridge etc plater,244,72100,1,72000,"STEEL--MANUFACTURE, SMELTING, FOUNDING","Metal Processor, Specialisation Unknown",,aprentice steel bridge etc plater,other,0.54,True,unchanged_with_some_invalid_words,"['aprentice', 'etc']",False
1911,YORKSHIRE WEST RIDING,Male,canvesor for furniture,451,41010,1,41025,FURNITURE BROKERS DEALERS,Working Proprietor (Wholesale or Retail Trade),,canvesor for furniture,other,0.54,True,unchanged_with_some_invalid_words,['canvesor'],False
