record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
70,79330,Male hatter wool livestricker in Cheshire,hatter wool livestricker,Male,CHESHIRE,1
71,77100,Male corn and flour miller reprensentative in Cheshire,corn and flour miller reprensentative,Male,CHESHIRE,1
72,41010,Male general dealer in hardware small wares in Cheshire,general dealer in hardware small wares,Male,CHESHIRE,1
73,22190,Male master lllretired miller in Cheshire,master lllretired miller,Male,CHESHIRE,1
74,99150,Male apprentice fire insurance in Cheshire,apprentice fire insurance,Male,CHESHIRE,1
75,61400,Female small grazing farm and small priate means in Cornwall,small grazing farm and small priate means,Female,CORNWALL,4
76,72400,Male apprentice iron founder in Cornwall,apprentice iron founder,Male,CORNWALL,2
77,41010,Female grocers assentant in Cornwall,grocers assentant,Female,CORNWALL,1
78,99999,Female elementary scholar in Cornwall,elementary scholar,Female,CORNWALL,1
79,39310,Male clerk agricultural merchants in Cornwall,clerk agricultural merchants,Male,CORNWALL,1
80,84190,Male apprentice mechanical engineer in Cornwall,apprentice mechanical engineer,Male,CORNWALL,1
81,81300,Male apprentice coachmaker painters in Cornwall,apprentice coachmaker painters,Male,CORNWALL,1
82,77310,Male butcher slaterman in Cornwall,butcher slaterman,Male,CORNWALL,1
83,77310,Male jobbing butcher in Cornwall,jobbing butcher,Male,CORNWALL,1
84,96900,Male engine maker in Cumberland,engine maker,Male,CUMBERLAND,89
85,79990,Female darner tapestry in Cumberland,darner tapestry,Female,CUMBERLAND,2
86,54020,Female general servant in Cumberland,general servant,Female,CUMBERLAND,1
87,62110,Female farm servant in Cumberland,farm servant,Female,CUMBERLAND,1
88,95410,Male house joiner and wood turner in Cumberland,house joiner and wood turner,Male,CUMBERLAND,1
89,62110,Female assisting on farm in Denbighshire,assisting on farm,Female,DENBIGHSHIRE,9
90,54020,Male boy servant in Denbighshire,boy servant,Male,DENBIGHSHIRE,2
91,4290,Male collier labourer on bank in Denbighshire,collier labourer on bank,Male,DENBIGHSHIRE,1
92,62110,Male retired agricultural labourer in Denbighshire,retired agricultural labourer,Male,DENBIGHSHIRE,1
93,74100,Male labourer mineral waters mc in Denbighshire,labourer mineral waters mc,Male,DENBIGHSHIRE,1
94,89300,Male brick burner in Derbyshire,brick burner,Male,DERBYSHIRE,18
95,62113,Male farmer working farm son in Derbyshire,farmer working farm son,Male,DERBYSHIRE,5
96,62110,Male labourer working on farm in Derbyshire,labourer working on farm,Male,DERBYSHIRE,5
97,75200,Male cotton warp sizer in Derbyshire,cotton warp sizer,Male,DERBYSHIRE,4
98,75200,Female cotton doubler in Derbyshire,cotton doubler,Female,DERBYSHIRE,3
99,41010,Male manager of grocery store in Derbyshire,manager of grocery store,Male,DERBYSHIRE,2
100,99999,Male retired farm worker in Derbyshire,retired farm worker,Male,DERBYSHIRE,2
101,95410,Female pensioner joiner in Derbyshire,pensioner joiner,Female,DERBYSHIRE,1
102,75100,Female tenter cotton works in Derbyshire,tenter cotton works,Female,DERBYSHIRE,1
103,58420,Male retired major irish rifles in Derbyshire,retired major irish rifles,Male,DERBYSHIRE,1
104,58430,Male retired captain royal fusiliers in Derbyshire,retired captain royal fusiliers,Male,DERBYSHIRE,1
105,61400,Male bailiff farm in Derbyshire,bailiff farm,Male,DERBYSHIRE,1
106,84190,Male labourer in engineering works in Derbyshire,labourer in engineering works,Male,DERBYSHIRE,1
107,72000,Male coal lime iron works manager in Derbyshire,coal lime iron works manager,Male,DERBYSHIRE,1
108,95700,Male glazier in Derbyshire,glazier,Male,DERBYSHIRE,1
109,92110,Male tin miner in Derbyshire,tin miner,Male,DERBYSHIRE,1
110,97490,Male night soil foreman in Derbyshire,night soil foreman,Male,DERBYSHIRE,1
111,99999,Male manager for w h smith and son in Derbyshire,manager for w h smith and son,Male,DERBYSHIRE,1
112,87530,Male apprentice shipwright in Devon,apprentice shipwright,Male,DEVON,163
113,52030,Male ships steward in Devon,ships steward,Male,DEVON,16
114,54020,Female general servant in Devon,general servant,Female,DEVON,2
115,83230,Female assistent in Devon,assistent,Female,DEVON,2
116,98550,Male harrand boy in Devon,harrand boy,Male,DEVON,2
117,62110,Male at farm in Devon,at farm,Male,DEVON,2
118,-1,Male retired coachman domestic in Devon,retired coachman domestic,Male,DEVON,2
119,37020,Female assisting in the sub postboy office in Devon,assisting in the sub postboy office,Female,DEVON,1
120,37030,Female retired postmistress in Devon,retired postmistress,Female,DEVON,1
121,54020,Female domestic servant housemaid in Devon,domestic servant housemaid,Female,DEVON,1
122,62113,Female farmer dairy and house work daughter in Devon,farmer dairy and house work daughter,Female,DEVON,1
123,94990,Female sorter and packer in Devon,sorter and packer,Female,DEVON,1
124,17120,Male bandmaster in Devon,bandmaster,Male,DEVON,1
125,59990,Male shortman in Devon,shortman,Male,DEVON,1
126,24100,Male railway clerk in Devon,railway clerk,Male,DEVON,1
127,98550,Male carter town council in Devon,carter town council,Male,DEVON,1
128,98540,Male horse driver houlier in Devon,horse driver houlier,Male,DEVON,1
129,62113,Male work on farm farmer son in Devon,work on farm farmer son,Male,DEVON,1
130,62110,Male assistant farm worker in Devon,assistant farm worker,Male,DEVON,1
131,62110,Male pensioner agricultural labourer in Devon,pensioner agricultural labourer,Male,DEVON,1
132,87350,Male boilerrivetter in Devon,boilerrivetter,Male,DEVON,1
133,87530,Male joiner ships in Devon,joiner ships,Male,DEVON,1
134,92120,Male apprentice compositors in Devon,apprentice compositors,Male,DEVON,1
135,41010,Male salesman drapery warehouse in Devon,salesman drapery warehouse,Male,DEVON,1
136,99999,Male retired brewer old age pensioner in Devon,retired brewer old age pensioner,Male,DEVON,1
137,39310,Male clerk brewery in Dorset,clerk brewery,Male,DORSET,5
138,31090,Male overseer in Dorset,overseer,Male,DORSET,2
139,92110,Male apprentice cotton printing in Dorset,apprentice cotton printing,Male,DORSET,2
140,99999,Female wife of fred bury rn in Dorset,wife of fred bury rn,Female,DORSET,1
141,61110,Male farmer dairy and brickyard yard proprietor in Dorset,farmer dairy and brickyard yard proprietor,Male,DORSET,1
142,62460,Male labourer on farm in Dorset,labourer on farm,Male,DORSET,1
143,41010,Male apprentice draper in Dorset,apprentice draper,Male,DORSET,1
144,77310,Male journeyman butcher in Durham,journeyman butcher,Male,DURHAM,106
145,79130,Female apprentice dressmaker in Durham,apprentice dressmaker,Female,DURHAM,13
146,17120,Male vocalist in Durham,vocalist,Male,DURHAM,6
147,54010,Female domestic servant in Durham,domestic servant,Female,DURHAM,3
148,71120,Male coal miner stone man above ground in Durham,coal miner stone man above ground,Male,DURHAM,3
149,54010,Male apprentice at home joiner in Durham,apprentice at home joiner,Male,DURHAM,2
150,71120,Male stoneman in a coal mine below ground in Durham,stoneman in a coal mine below ground,Male,DURHAM,2
151,84130,Male engine wright above ground in Durham,engine wright above ground,Male,DURHAM,2
152,81230,Female wood doffer in Durham,wood doffer,Female,DURHAM,1
153,58220,Male sergeant of police in Durham,sergeant of police,Male,DURHAM,1
154,62711,Male general gardener domestic in Durham,general gardener domestic,Male,DURHAM,1
155,21192,Male drapery manager cooperative stores in Durham,drapery manager cooperative stores,Male,DURHAM,1
156,24100,Male purser in Durham,purser,Male,DURHAM,1
157,97190,Male gardner water co in Durham,gardner water co,Male,DURHAM,1
158,98200,Male shipwright fireman formerly in Durham,shipwright fireman formerly,Male,DURHAM,1
159,71120,Male cazer on in coal mine in Durham,cazer on in coal mine,Male,DURHAM,1
160,74390,Male engine driver in Durham,engine driver,Male,DURHAM,1
161,71120,Male miner feller above ground in Durham,miner feller above ground,Male,DURHAM,1
162,72100,Male steel dresser steel carting in Durham,steel dresser steel carting,Male,DURHAM,1
163,84130,Male engineers fitter turner marine engine works in Durham,engineers fitter turner marine engine works,Male,DURHAM,1
164,84190,Male apprentice engineering draughtsman in Durham,apprentice engineering draughtsman,Male,DURHAM,1
165,84190,Male locomotive spring maker in Durham,locomotive spring maker,Male,DURHAM,1
166,3200,Male assistant on motor wagon in Durham,assistant on motor wagon,Male,DURHAM,1
167,83890,Male iron mast maker in Durham,iron mast maker,Male,DURHAM,1
168,87530,Male prentise riveter in shipyard shipwright plate in Durham,prentise riveter in shipyard shipwright plate,Male,DURHAM,1
169,87590,Male apprentice fitter on shipwright in Durham,apprentice fitter on shipwright,Male,DURHAM,1
170,87590,Male dwelling machine man shipwright yard in Durham,dwelling machine man shipwright yard,Male,DURHAM,1
171,95120,Male bricklayer building labourer in Durham,bricklayer building labourer,Male,DURHAM,1
172,87130,Male gas smallwood barman in Durham,gas smallwood barman,Male,DURHAM,1
173,41015,Male salt grinding in Durham,salt grinding,Male,DURHAM,1
174,99130,Male labourer bi co in Durham,labourer bi co,Male,DURHAM,1
175,96900,Male engineman stationary in Durham,engineman stationary,Male,DURHAM,1
176,99150,Male apprentice grocer in Durham,apprentice grocer,Male,DURHAM,1
177,62110,Male farm laborer in Essex,farm laborer,Male,ESSEX,10
178,98490,Male carpenter railway in Essex,carpenter railway,Male,ESSEX,8
179,89120,Male apprentice glass blower in Essex,apprentice glass blower,Male,ESSEX,3
180,38010,Female civil service telegraph clerk in Essex,civil service telegraph clerk,Female,ESSEX,2
181,81300,Male apprentice coachmaker makers in Essex,apprentice coachmaker makers,Male,ESSEX,2
182,81300,Male carriage maker in Essex,carriage maker,Male,ESSEX,2
183,58430,Female years soldier in Essex,years soldier,Female,ESSEX,1
184,54020,Female domestic servant in Essex,domestic servant,Female,ESSEX,1
185,84290,Female retired surgical bell maker in Essex,retired surgical bell maker,Female,ESSEX,1
186,91020,Female thow card mounter in Essex,thow card mounter,Female,ESSEX,1
187,20200,Male civil servant nd from clerk in Essex,civil servant nd from clerk,Male,ESSEX,1
188,21192,Male secretary and manager to dairy company in Essex,secretary and manager to dairy company,Male,ESSEX,1
189,21182,Male manager of inward freight department in Essex,manager of inward freight department,Male,ESSEX,1
190,33130,Male retired bank cashier in Essex,retired bank cashier,Male,ESSEX,1
191,24100,Male clerk engineers railway in Essex,clerk engineers railway,Male,ESSEX,1
192,98430,Male railway shunter in Essex,railway shunter,Male,ESSEX,1
193,4250,Male ass superintendant mariner in Essex,ass superintendant mariner,Male,ESSEX,1
194,62113,Male assists in farm son in Essex,assists in farm son,Male,ESSEX,1
195,62110,Male bailiff working on farm son in Essex,bailiff working on farm son,Male,ESSEX,1
196,62920,Male blacksmith in Essex,blacksmith,Male,ESSEX,1
197,83230,Male engine maker in Essex,engine maker,Male,ESSEX,1
198,84400,Male apprentice engineering woks in Essex,apprentice engineering woks,Male,ESSEX,1
199,21220,Male general labourer in Essex,general labourer,Male,ESSEX,1
200,94990,Male matcher upholstery in Essex,matcher upholstery,Male,ESSEX,1
201,90100,Male waterproof spreader in Essex,waterproof spreader,Male,ESSEX,1
202,92120,Male printingcompositor in Essex,printingcompositor,Male,ESSEX,1
203,92600,Male apprentice book binder in Essex,apprentice book binder,Male,ESSEX,1
204,79120,Male tailor in Essex,tailor,Male,ESSEX,1
205,41010,Male corn dealer assisting in Essex,corn dealer assisting,Male,ESSEX,1
206,41010,Male bookseller and confectioner dealer in Essex,bookseller and confectioner dealer,Male,ESSEX,1
207,77200,Male foreman sugar refiner in Essex,foreman sugar refiner,Male,ESSEX,1
208,99999,Male private means in Essex,private means,Male,ESSEX,1
209,99999,Male to his father in Essex,to his father,Male,ESSEX,1
210,77310,Male apprentice butcher in Flintshire,apprentice butcher,Male,FLINTSHIRE,2
211,55100,Male caretaker of school in Flintshire,caretaker of school,Male,FLINTSHIRE,1
212,98550,Male carter in Flintshire,carter,Male,FLINTSHIRE,1
213,84130,Male steam engine fitter in Flintshire,steam engine fitter,Male,FLINTSHIRE,1
214,87340,Male tinplate maker in Flintshire,tinplate maker,Male,FLINTSHIRE,1
215,99999,Female daughter in Glamorganshire,daughter,Female,GLAMORGANSHIRE,24
216,54020,Female domestic servant in Glamorganshire,domestic servant,Female,GLAMORGANSHIRE,2
217,71120,Male ill collier hewer in Glamorganshire,ill collier hewer,Male,GLAMORGANSHIRE,2
218,54020,Female generall servant in Glamorganshire,generall servant,Female,GLAMORGANSHIRE,1
219,54020,Female housekeeper general servant domestic in Glamorganshire,housekeeper general servant domestic,Female,GLAMORGANSHIRE,1
220,53230,Female barmiad in Glamorganshire,barmiad,Female,GLAMORGANSHIRE,1
221,99999,Female school at home in Glamorganshire,school at home,Female,GLAMORGANSHIRE,1
222,98590,Male underground haulier in coal mine in Glamorganshire,underground haulier in coal mine,Male,GLAMORGANSHIRE,1
223,97190,Male caisson man in dry dock in Glamorganshire,caisson man in dry dock,Male,GLAMORGANSHIRE,1
224,62460,Male kilkarne on farm in Glamorganshire,kilkarne on farm,Male,GLAMORGANSHIRE,1
225,63110,Male wood coster winder estate in Glamorganshire,wood coster winder estate,Male,GLAMORGANSHIRE,1
226,71120,Male goal meiner hewer in Glamorganshire,goal meiner hewer,Male,GLAMORGANSHIRE,1
227,71120,Male night hitcher below ground in Glamorganshire,night hitcher below ground,Male,GLAMORGANSHIRE,1
228,2700,Male manager of colliery co in Glamorganshire,manager of colliery co,Male,GLAMORGANSHIRE,1
229,79120,Male ladies tailor in Gloucestershire,ladies tailor,Male,GLOUCESTERSHIRE,21
230,83400,Female machinist corset manufactory in Gloucestershire,machinist corset manufactory,Female,GLOUCESTERSHIRE,1
231,37030,Male retired unestablished postman in Gloucestershire,retired unestablished postman,Male,GLOUCESTERSHIRE,1
232,59990,Male golf professional in Gloucestershire,golf professional,Male,GLOUCESTERSHIRE,1
233,54010,Male trades mans and at home in Gloucestershire,trades mans and at home,Male,GLOUCESTERSHIRE,1
234,21160,Male foreman steam shipwright in Gloucestershire,foreman steam shipwright,Male,GLOUCESTERSHIRE,1
235,71120,Male collier road repairer in Gloucestershire,collier road repairer,Male,GLOUCESTERSHIRE,1
236,82000,Male stone dresser road pitching in Gloucestershire,stone dresser road pitching,Male,GLOUCESTERSHIRE,1
237,83120,Male farrier visitor in Gloucestershire,farrier visitor,Male,GLOUCESTERSHIRE,1
238,84130,Male fitter as fosters bros seed in Gloucestershire,fitter as fosters bros seed,Male,GLOUCESTERSHIRE,1
239,95110,Male former at home mason labourer in Gloucestershire,former at home mason labourer,Male,GLOUCESTERSHIRE,1
240,21194,Male secondhand bookseller in Gloucestershire,secondhand bookseller,Male,GLOUCESTERSHIRE,1
241,41010,Male baker carman in Gloucestershire,baker carman,Male,GLOUCESTERSHIRE,1
242,77880,Male overloopes in Gloucestershire,overloopes,Male,GLOUCESTERSHIRE,1
243,87130,Male stoker imperial job co in Gloucestershire,stoker imperial job co,Male,GLOUCESTERSHIRE,1
244,58420,Male serving in the rn in Hampshire,serving in the rn,Male,HAMPSHIRE,5
245,97490,Male navy in Hampshire,navy,Male,HAMPSHIRE,5
246,20200,Male retired inland revenue officer in Hampshire,retired inland revenue officer,Male,HAMPSHIRE,4
247,62920,Female poultry work in Hampshire,poultry work,Female,HAMPSHIRE,2
248,87590,Female flagmaker hm dockyard in Hampshire,flagmaker hm dockyard,Female,HAMPSHIRE,2
249,54020,Male ladys maid domestic in Hampshire,ladys maid domestic,Male,HAMPSHIRE,2
250,84220,Male watch clock and jewellery repairer in Hampshire,watch clock and jewellery repairer,Male,HAMPSHIRE,2
251,99130,Male general labourer in Hampshire,general labourer,Male,HAMPSHIRE,2
252,37040,Female coachman in Hampshire,coachman,Female,HAMPSHIRE,1
253,83520,Female milk dealer in the business daughter in Hampshire,milk dealer in the business daughter,Female,HAMPSHIRE,1
254,79130,Female dressmaker out of work in Hampshire,dressmaker out of work,Female,HAMPSHIRE,1
255,99999,Female assist in housework mother in Hampshire,assist in housework mother,Female,HAMPSHIRE,1
256,37020,Male head telegrahist and sorter p o in Hampshire,head telegrahist and sorter p o,Male,HAMPSHIRE,1
257,20200,Male retired civil servant of customs dept in Hampshire,retired civil servant of customs dept,Male,HAMPSHIRE,1
258,58900,Male billposting inspector in Hampshire,billposting inspector,Male,HAMPSHIRE,1
259,17120,Male pensioner marine musician teaching music in Hampshire,pensioner marine musician teaching music,Male,HAMPSHIRE,1
260,54020,Male servant parlourmaid domestic in Hampshire,servant parlourmaid domestic,Male,HAMPSHIRE,1
261,98300,Male railway loco engine cleaner in Hampshire,railway loco engine cleaner,Male,HAMPSHIRE,1
262,61400,Male retired farm bailiff in Hampshire,retired farm bailiff,Male,HAMPSHIRE,1
263,62460,Male sackman on farm in Hampshire,sackman on farm,Male,HAMPSHIRE,1
264,71190,Male coal in Hampshire,coal,Male,HAMPSHIRE,1
265,83400,Male driller admiralty in Hampshire,driller admiralty,Male,HAMPSHIRE,1
266,3200,Male assistant undretakers in Hampshire,assistant undretakers,Male,HAMPSHIRE,1
267,94120,Male pianofortekeeper in Hampshire,pianofortekeeper,Male,HAMPSHIRE,1
268,94120,Male retired pianoforte maker in Hampshire,retired pianoforte maker,Male,HAMPSHIRE,1
269,81190,Male furnishing in Hampshire,furnishing,Male,HAMPSHIRE,1
270,89120,Male marine carrier in Hampshire,marine carrier,Male,HAMPSHIRE,1
271,59990,Male worker porter hotel in Hampshire,worker porter hotel,Male,HAMPSHIRE,1
272,99999,Male barrister retired from master of arms at cambridge in Hampshire,barrister retired from master of arms at cambridge,Male,HAMPSHIRE,1
273,99999,Male pensioner shipwright in Hampshire,pensioner shipwright,Male,HAMPSHIRE,1
274,54020,Female house servant in Herefordshire,house servant,Female,HEREFORDSHIRE,2
275,74620,Male slip maker tile manufacturer in Herefordshire,slip maker tile manufacturer,Male,HEREFORDSHIRE,1
276,99150,Male apprentice butler in Herefordshire,apprentice butler,Male,HEREFORDSHIRE,1
277,62110,Male retired agricultural labourer in Hertfordshire,retired agricultural labourer,Male,HERTFORDSHIRE,26
278,58410,Male pensioner army in Hertfordshire,pensioner army,Male,HERTFORDSHIRE,9
279,79120,Male apprentice tailor in Hertfordshire,apprentice tailor,Male,HERTFORDSHIRE,2
280,17120,Male musician in Hertfordshire,musician,Male,HERTFORDSHIRE,1
281,21182,Male manager artists colorman in Hertfordshire,manager artists colorman,Male,HERTFORDSHIRE,1
282,24100,Male pensioned railway station maker in Hertfordshire,pensioned railway station maker,Male,HERTFORDSHIRE,1
283,2700,Male sceensman in Hertfordshire,sceensman,Male,HERTFORDSHIRE,1
284,71130,Male clay digger in Hertfordshire,clay digger,Male,HERTFORDSHIRE,1
285,62110,Male old age pension formerly agricultural labourer in Huntingdonshire,old age pension formerly agricultural labourer,Male,HUNTINGDONSHIRE,1
286,99999,Male manager for mother in Huntingdonshire,manager for mother,Male,HUNTINGDONSHIRE,1
287,6200,Male dentistry in Islands In The British Seas,dentistry,Male,ISLANDS IN THE BRITISH SEAS,2
288,54020,Female domestic servant in Islands In The British Seas,domestic servant,Female,ISLANDS IN THE BRITISH SEAS,1
289,17120,Male musician in Islands In The British Seas,musician,Male,ISLANDS IN THE BRITISH SEAS,1
290,44330,Male fruiterer agent and grower in Islands In The British Seas,fruiterer agent and grower,Male,ISLANDS IN THE BRITISH SEAS,1
291,74390,Male laborer gas works in Islands In The British Seas,laborer gas works,Male,ISLANDS IN THE BRITISH SEAS,1
292,80320,Male a saddler in Islands In The British Seas,a saddler,Male,ISLANDS IN THE BRITISH SEAS,1
293,99130,Male labourer rd seavenger in Islands In The British Seas,labourer rd seavenger,Male,ISLANDS IN THE BRITISH SEAS,1
294,44330,Male auctioneer and surveyor in Kent,auctioneer and surveyor,Male,KENT,10
295,54020,Male sculleryman in Kent,sculleryman,Male,KENT,7
296,39310,Male stock broker clerk in Kent,stock broker clerk,Male,KENT,3
297,53230,Male burman in Kent,burman,Male,KENT,2
298,13200,Female mist in Kent,mist,Female,KENT,1
299,54090,Female boarding house keeper kitchen maid in Kent,boarding house keeper kitchen maid,Female,KENT,1
300,54020,Female domestic servant in Kent,domestic servant,Female,KENT,1
301,54020,Female servant house domestic in Kent,servant house domestic,Female,KENT,1
302,56000,Female lausders in Kent,lausders,Female,KENT,1
303,62110,Female domestic servant in Kent,domestic servant,Female,KENT,1
304,79190,Female buttonholer in Kent,buttonholer,Female,KENT,1
305,99999,Female receiving old age pension in Kent,receiving old age pension,Female,KENT,1
306,99999,Female farmer wife in Kent,farmer wife,Female,KENT,1
307,37020,Male postboy office over car london postal service in Kent,postboy office over car london postal service,Male,KENT,1
308,58500,Male formerley cycle of volunteers private means wife in Kent,formerley cycle of volunteers private means wife,Male,KENT,1
309,58420,Male stopg royal navy in Kent,stopg royal navy,Male,KENT,1
310,54020,Male servant chaffeur in Kent,servant chaffeur,Male,KENT,1
311,53290,Male pensioner club in Kent,pensioner club,Male,KENT,1
312,97130,Male porter shoe makers in Kent,porter shoe makers,Male,KENT,1
313,61400,Male farm bailiff in Kent,farm bailiff,Male,KENT,1
314,61400,Male laborer farm in Kent,laborer farm,Male,KENT,1
315,83230,Male apprentice patern maker in Kent,apprentice patern maker,Male,KENT,1
316,83230,Male engineers apprentice in Kent,engineers apprentice,Male,KENT,1
317,87130,Male plumber in Kent,plumber,Male,KENT,1
318,21290,Male lyons restaurant railway in Kent,lyons restaurant railway,Male,KENT,1
319,93190,Male engineer metal polisher in Kent,engineer metal polisher,Male,KENT,1
320,41010,Male mineral water salesman in Kent,mineral water salesman,Male,KENT,1
321,94990,Male working in the trade in Kent,working in the trade,Male,KENT,1
