Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result,standardized_llm
1911,WORCESTERSHIRE,Female,head mistress inf school,52,13200,1,13020,SCHOOLMASTERS AND TEACHERS (DEFAULT),"Teacher, Level and Subject Unknown, Not University and Higher Education Level",,head mistress inf school,other,0.54,True,unchanged_with_some_invalid_words,['inf'],False,headmistress in charge of school,head mistress inf school
1911,WORCESTERSHIRE,Male,general labourer gas tarring,765,99130,2,99910,GENERAL LABOURERS,Labourer,complex,general labourer gas tarring,general_labour,0.9,False,acceptable_quality,[],False,general labourer gas tarring,
1911,WORCESTERSHIRE,Male,tramway moter man,152,98540,2,98520,TRAMWAY SERVICE DRIVERS,Tram Driver,,tramway moter man,other,0.9,False,acceptable_quality,[],False,tramway moter man,
1911,WORCESTERSHIRE,Female,brick work,464,89300,2,89360,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Kilnman,,brick work,other,0.9,False,acceptable_quality,[],False,brick work,
1911,WORCESTERSHIRE,Male,laborer farm,181,62110,3,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,laborer farm,other,0.9,False,acceptable_quality,[],False,laborer farm,
1911,WORCESTERSHIRE,Female,machine shop cutting out press,533,92110,1,92240,PRINTING MACHINE MINDERS,Offset Pressman,complex,machine shop cutting out press,other,0.9,False,acceptable_quality,[],False,machine shop cutting out press,
1911,WORCESTERSHIRE,Male,telephone exchange inspr,172,38010,1,38000,"TELEGRAPH, TELEPHONE--SERVICE (NOT GOVERNMENT)","Telephone or Telegraph Operator, Specialisation Unknown",,telephone exchange inspr,other,0.54,True,unchanged_with_some_invalid_words,['inspr'],False,telephone exchange operator,telephone exchange inspr
1911,WORCESTERSHIRE,Male,butchers son working in business,682,77310,1,45125,BUTCHERS AND MEAT SALESMEN,"Salesperson, Wholesale or Retail Trade",,butcher working in business son,family_dependent,0.7842501793075142,False,acceptable_quality,[],False,butcher working in business son,
1911,WORCESTERSHIRE,Male,hawker,760,45220,74,45220,HAWKERS HUCKSTERS COSTERS,Street Vendor,simple,hawker,retail_trade,0.9,False,acceptable_quality,[],False,hawker,
1911,WORCESTERSHIRE,Female,vest maker tailoring,653,79120,2,79100,TAILORS (NOT MERCHANTS) - DEFAULT,"Tailor, Specialisation Unknown",,vest maker tailoring,clothing_footwear,0.9,False,acceptable_quality,[],False,vest maker tailoring,
1911,WORCESTERSHIRE,Female,laundrays,105,56000,1,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",simple,laundrays,other,0.27,True,unchanged_with_many_invalid_words,['laundrays'],False,laundrays,laundrays
1911,LINCOLNSHIRE,Male,marine engineer fishery,158,98200,1,98230,MERCHANT SERVICE; SEAMAN--ENGINEERING DEPARTMENT,Ship’s Oiler and Greaser,,marine engineer fishery,other,0.9,False,acceptable_quality,[],False,marine engineer fishery,
1911,LINCOLNSHIRE,Female,formerly general servant domestic,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,formerly general servant domestic,domestic_service,0.9,False,acceptable_quality,[],False,formerly general servant domestic,
1911,LINCOLNSHIRE,Male,general labouring,765,99130,1,99910,GENERAL LABOURERS,Labourer,,general labourer,general_labour,0.7374839861407785,False,acceptable_quality,[],False,general labourer,
1911,LINCOLNSHIRE,Male,oragon builders apprentice,349,87530,1,87450,SHIPWRIGHTS - METAL SHIPS,Metal Shipwright,,apprentice oragon builders,building_construction,0.668201830608139,True,modification_poor_result,['oragon'],False,apprentice orphan builders,apprentice oragon builders
1911,LINCOLNSHIRE,Male,grocer and pork butcher,697,41010,2,41030,GROCERS TEA DEALERS,Working Proprietor (Retail Trade),,grocer and pork butcher,food_drink,0.81,False,multiple_occupation_excluded_from_llm_check,[],True,grocer and pork butcher,
1911,LINCOLNSHIRE,Male,apprentice fitter iron foundry,263,84130,1,84105,"FITTERS, TURNERS (ENGINE AND MACHINE)","Machinery Fitter, General",,apprentice fitter iron foundry,other,0.9,False,acceptable_quality,[],False,apprentice fitter iron foundry,
1911,LINCOLNSHIRE,Male,doctor in medicine,42,6100,1,6100,"PHYSICIAN, SUGEON, REGISTERED PRACTITIONER, INCLUDING POOR LAW HOSPITALS DOCTORS ETC","Medical Doctor, Specialisation Unknown",,doctor in medicine,other,0.9,False,acceptable_quality,[],False,doctor in medicine,
1911,LINCOLNSHIRE,Male,caretaker isolation hospital,97,55100,1,55290,"CARETAKER, OFFICE KEEPERS (NOT GOVERNMENT) - SCHOOL CLEANERS,CARETAKERS","Other Charworkers, Cleaners and Related Workers",,caretaker isolation hospital,other,0.9,False,acceptable_quality,[],False,caretaker isolation hospital,
1911,LINCOLNSHIRE,Male,railway signal lampman,129,98430,1,98430,SIGNALMAN,Railway Signaller,,railway signal lampman,other,0.9,False,acceptable_quality,[],False,railway signal lampman,
1911,LINCOLNSHIRE,Female,sack maker and prepairer,588,79990,1,75000,SACKING MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,sack maker and prepairer,other,0.486,False,multiple_occupation_excluded_from_llm_check,['prepairer'],True,sack maker and prepairer,
1911,LINCOLNSHIRE,Male,higgler and farm labourer,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,agricultural labourer,agricultural,0.4312027080779881,False,multiple_occupation_excluded_from_llm_check,[],True,agricultural labourer,
1911,LINCOLNSHIRE,Female,dfressmaking,657,79130,1,79140,DRESSMAKERS,Dressmaker,simple,dfressmaking,other,0.27,True,unchanged_with_many_invalid_words,['dfressmaking'],False,dfressmaking,dfressmaking
1911,LINCOLNSHIRE,Female,waitress,719,53220,94,53210,HOTEL WAITERS,"Waiter, General",,waitress,other,0.9,False,acceptable_quality,[],False,waitress,
1911,LINCOLNSHIRE,Male,farm labourer and o a pensioner,776,99999,1,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,,pensioner agricultural labourer,unemployed_seeking,0.578710229412717,False,multiple_occupation_excluded_from_llm_check,"['o', 'a']",True,pensioner agricultural labourer,
1911,LINCOLNSHIRE,Male,son helper on farm,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,helper on farm son,family_dependent,0.8804160539138617,False,acceptable_quality,[],False,helper on farm son,
1911,YORKSHIRE WEST RIDING,Male,gr,698,41010,1,41030,GREENGROCERS FRUITERERS POTATO DEALERS,Working Proprietor (Retail Trade),simple,gr,agricultural,0.27,True,unchanged_with_many_invalid_words,['gr'],False,gr,gr
1911,YORKSHIRE WEST RIDING,Male,pattern room  man,254,83230,1,83240,PATTERNMAKERS (SPINNING WEAVING MACHINERY MAKING),Metal Pattern Maker (Foundry),moderate,pattern room man,other,0.883814854858187,False,acceptable_quality,[],False,pattern room man,
1911,YORKSHIRE WEST RIDING,Male,farmer son woking on farm,175,62113,1,62110,"FARMER'S, GRAZIER'S--SON, DAUGHTER, OR OTHER RELATIVE ASSISTING IN THE WORK OF THE FARM","FarmHelper, General",,farmer woking on farm son,family_dependent,0.8862506156095771,False,acceptable_quality,[],False,farmer woking on farm son,
1911,YORKSHIRE WEST RIDING,Male,wire drawer silver,313,83860,1,72725,WIRE MAKERS WORKERS WEAVERS,Wire Drawer (Hand or Machine),,wire drawer silver,other,0.9,False,acceptable_quality,[],False,wire drawer silver,
1911,YORKSHIRE WEST RIDING,Male,stuff merchant apprentice,631,41010,1,41025,CLOTH WORSTED AND STUFF MERCHANTS DEALERS,Working Proprietor (Wholesale or Retail Trade),,apprentice spirit merchant,food_drink,0.7295885097813107,False,acceptable_quality,[],False,apprentice spirit merchant,
1911,YORKSHIRE WEST RIDING,Male,laundry wash houseman,105,56000,2,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",,laundry washerwomen houseman,domestic_service,0.7402357428056214,False,acceptable_quality,[],False,laundry washerwomen houseman,
1911,YORKSHIRE WEST RIDING,Male,coal miner trammercoal mine,198,71120,1,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",complex,coal miner trammercoal mine,mining_quarrying,0.54,True,unchanged_with_some_invalid_words,['trammercoal'],False,coal miner trammer coal mine,coal miner trammercoal mine
1911,YORKSHIRE WEST RIDING,Female,assist,768,84110,15,84910,ARTISANS MECHANICS,"Machinery Mechanic, General",simple,assist,other,0.9,False,acceptable_quality,[],False,assist,
1911,YORKSHIRE WEST RIDING,Male,storekeeper at brewery,709,77820,1,77810,BREWERS,"Brewer, General",,storekeeper at brewery,food_drink,0.9,False,acceptable_quality,[],False,storekeeper at brewery,
1911,YORKSHIRE WEST RIDING,Female,pendlaner,999,-1,1,0,,,simple,pedlar,retail_trade,0.8861157017845768,False,acceptable_quality,[],False,pedlar,
1911,YORKSHIRE WEST RIDING,Male,labourer at maltkiln,583,75000,1,75000,COCOA FIBRE MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,labourer at maltkiln,general_labour,0.54,True,unchanged_with_some_invalid_words,['maltkiln'],False,labourer at maltkiln,labourer at maltkiln
1911,YORKSHIRE WEST RIDING,Male,saker in,286,85100,1,85320,OTHER ELECTRICAL APPARATUS MAKERS,Electrical Equipment Assembler,moderate,saker in,other,0.9,False,acceptable_quality,[],False,saker in,
1911,YORKSHIRE WEST RIDING,Male,parish relief,794,99999,10,99999,"NO SPECIFIED OCCUPATION - RECEIVING INCOME, SUPPORT",Unspecified worktitle or several titles,,parish relief,other,0.9,False,acceptable_quality,[],False,parish relief,
1911,YORKSHIRE WEST RIDING,Female,servant farm,181,62110,1,62105,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED","Farm-Worker, General",,servant farm,domestic_service,0.9,False,acceptable_quality,[],False,servant farm,
1911,YORKSHIRE WEST RIDING,Male,carrage washer railway,146,97190,1,97190,OTHERS CONNECTED WITH CARRIAGE/CARTAGE (NOT MINE),Other Dockers and Freight Handlers,,carrage washerwomen railway,domestic_service,0.5660067566802489,True,modification_poor_result,['carrage'],False,carrage washerwoman railway,carrage washerwomen railway
1911,YORKSHIRE WEST RIDING,Male,papers maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,papers maker,other,0.9,False,acceptable_quality,[],False,papers maker,
1911,YORKSHIRE WEST RIDING,Male,salesman egg of butter factor,679,77500,1,41025,CHEESEMONGERS BUTTERMEN,Working Proprietor (Wholesale or Retail Trade),,salesman egg of butter factor,professional_clerical,0.9,False,acceptable_quality,[],False,salesman egg of butter factor,
1911,YORKSHIRE WEST RIDING,Male,drainer farm,188,97490,1,97415,LAND DRAINAGE SERVICE,Excavator (Hand Tools),,drainer farm,other,0.9,False,acceptable_quality,[],False,drainer farm,
1911,YORKSHIRE WEST RIDING,Male,steel labourer at,244,72100,1,72000,"STEEL--MANUFACTURE, SMELTING, FOUNDING","Metal Processor, Specialisation Unknown",moderate,steel labourer at,general_labour,0.9,False,acceptable_quality,[],False,steel labourer at,
1911,YORKSHIRE WEST RIDING,Male,sacristan,37,55100,1,31090,"CHURCH, CHAPEL, CEMETERY--OFFICER, ETC.",Government Executive Officials Not Elsewhere Classified,simple,sacristan,other,0.9,False,acceptable_quality,[],False,sacristan,
1911,YORKSHIRE WEST RIDING,Male,labourer steel wire works,244,72100,3,72000,"STEEL--MANUFACTURE, SMELTING, FOUNDING","Metal Processor, Specialisation Unknown",,labourer steel wire works,general_labour,0.9,False,acceptable_quality,[],False,labourer steel wire works,
1911,YORKSHIRE WEST RIDING,Male,dyewood cutter,475,74640,1,74100,INK AND BLACKING MANUFACTURE,"Crusher, Grinder or Mixer, Specialisation Unknown",moderate,dyewood cutter,other,0.9,False,acceptable_quality,[],False,dyewood cutter,
1911,YORKSHIRE WEST RIDING,Female,general servant domesric,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,general servant domesric,domestic_service,0.54,True,unchanged_with_some_invalid_words,['domesric'],False,general servant domestic,general servant domesric
1911,YORKSHIRE WEST RIDING,Female,domistic general servant,84,54020,2,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,domestic servant,domestic_service,0.7293098697685929,False,acceptable_quality,[],False,domestic servant,
1911,YORKSHIRE WEST RIDING,Male,tenter in finishing,548,75100,1,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,,tenter in finishing,other,0.9,False,acceptable_quality,[],False,tenter in finishing,
1911,YORKSHIRE WEST RIDING,Male,school part time bolt makers errand boy,763,49040,1,45290,NEWS BOYS VENDORS,"Other Street Vendors, Canvassers and News Vendors",,boy school part time bolt makers errand,other,0.891379036186155,False,acceptable_quality,[],False,boy school part time bolt makers errand,
1911,YORKSHIRE WEST RIDING,Male,canvesor for furniture,451,41010,1,41025,FURNITURE BROKERS DEALERS,Working Proprietor (Wholesale or Retail Trade),,canvesor for furniture,other,0.54,True,unchanged_with_some_invalid_words,['canvesor'],False,carver for furniture,canvesor for furniture
1911,YORKSHIRE WEST RIDING,Male,old age pensioner formerly engineer pattern maker,253,83230,1,83240,PATTERNMAKERS (ENGINE AND MACHINE MAKING (UNDEFINED - NOT TEXTILE),Metal Pattern Maker (Foundry),,pensioner age formerly engineer pattern maker,unemployed_seeking,0.8342401977048193,False,acceptable_quality,[],False,pensioner age formerly engineer pattern maker,
1911,YORKSHIRE WEST RIDING,Male,joinerbuilding,409,95410,1,95410,"CARPENTER, JOINER","Carpenter, General",simple,joinerbuilding,building_construction,0.27,True,unchanged_with_many_invalid_words,['joinerbuilding'],False,joinerbuilding,joinerbuilding
1911,YORKSHIRE WEST RIDING,Male,office keeper,97,55100,1,55190,"CARETAKER, OFFICE KEEPERS (NOT GOVERNMENT) - SCHOOL CLEANERS,CARETAKERS",Other Building Caretakers,moderate,office keeper,other,0.9,False,acceptable_quality,[],False,office keeper,
1911,YORKSHIRE WEST RIDING,Male,byworkman in the coal mine,198,71120,1,71105,COAL MINERS - OTHERS BELOW GROUND & UNDEFINED,"Miner, General",complex,byworkman in the coal mine,other,0.9,False,acceptable_quality,[],False,byworkman in the coal mine,
1911,YORKSHIRE WEST RIDING,Female,beernister silber,467,89200,1,89210,"EARTHENWARE, CHINA, PORCELAIN--MANUFACTURE","Potter, General",,beernister silber,other,0.27,True,unchanged_with_many_invalid_words,"['beernister', 'silber']",False,beernister silber,beernister silber
1911,YORKSHIRE WEST RIDING,Male,retired woolen warper,772,99999,2,99999,RETIRED (NOT ARMY OR NAVY),Unspecified worktitle or several titles,,retired woolen warper,unemployed_seeking,0.9,False,acceptable_quality,[],False,retired woolen warper,
1911,YORKSHIRE WEST RIDING,Male,retired farm labour,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,retired farm laborer,unemployed_seeking,0.7967825743821199,False,acceptable_quality,[],False,retired farm laborer,
1911,YORKSHIRE WEST RIDING,Male,weaver pattern woolen,561,75200,1,75415,WOOL WINDERS WOOL WARPERS WOOL WEAVERS,Beam Warper,,weaver pattern woolen,textile_manufacture,0.9,False,acceptable_quality,[],False,weaver pattern woolen,
1911,YORKSHIRE WEST RIDING,Female,reducer worsted mill,568,75000,3,75990,WORSTED AND STUFF MANUFACTURE OTHER PROCESSES,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,reducer worsted miller,food_drink,0.7997208845599046,False,acceptable_quality,[],False,reducer worsted miller,
1911,YORKSHIRE WEST RIDING,Male,butchers apprentice,682,77310,76,77310,BUTCHERS AND MEAT SALESMEN,"Butcher, General",,apprentice butcher,food_drink,0.6517606613496431,False,acceptable_quality,[],False,apprentice butcher,
1911,YORKSHIRE WEST RIDING,Female,weaver worsted,562,75200,1,75432,WORSTED AND STUFF MANUFACTURE WINDERS WARPERS WEAVERS,Cloth Weaver (Hand or Machine),,weaver worsted,textile_manufacture,0.9,False,acceptable_quality,[],False,weaver worsted,
1911,YORKSHIRE WEST RIDING,Male,mucian,76,17120,1,17135,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Orchestra and Band Conductor,,musician,personal_service,0.932254744839396,False,acceptable_quality,[],False,musician,
1911,YORKSHIRE WEST RIDING,Male,late painter pensioner,775,99999,1,99999,"PENSIONERS, SUPERANNUATED",Unspecified worktitle or several titles,,late painter,unemployed_seeking,0.6415593087718401,False,acceptable_quality,[],False,late painter,
1911,YORKSHIRE WEST RIDING,Male,boot shop manager,666,41010,1,41025,FOOTWEAR DEALERS,Working Proprietor (Wholesale or Retail Trade),,boot shop manager,other,0.9,False,acceptable_quality,[],False,boot shop manager,
1911,YORKSHIRE WEST RIDING,Male,wollen operative fullre,555,79990,1,75000,COTTON & COTTON GOODS MANUFACTURE UNDEFINED,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",moderate,operative wollen fullre,other,0.678384587190476,True,modification_poor_result,"['wollen', 'fullre']",False,operative cotton fullre,operative wollen fullre
1911,YORKSHIRE WEST RIDING,Male,foreign correspondent,56,15100,92,15915,AUTHORS EDITORS JOURNALISTS AND CREATIVE ADVERTISING WORKERS,Journalist,,foreign correspondent,other,0.9,False,acceptable_quality,[],False,foreign correspondent,
1911,YORKSHIRE WEST RIDING,Male,iron and steel labouer,243,72400,1,72260,TUBE MANUFACTURE,Seamless Pipe and Tube Roller,,iron and steel labouer,other,0.486,False,multiple_occupation_excluded_from_llm_check,['labouer'],True,iron and steel labouer,
1911,YORKSHIRE WEST RIDING,Female,tenter cotton carding,548,75100,1,75130,COTTON & COTTON GOODS MANUFACTURE CARD BLOWING ROOM PROCESSES,Fibre Picker,,tenter cotton carding,other,0.9,False,acceptable_quality,[],False,tenter cotton carding,
1911,YORKSHIRE WEST RIDING,Female,corting weaver,564,75000,1,75000,BLANKET MANUFACTURE (VARIOUS),"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,corting weaver,textile_manufacture,0.54,True,unchanged_with_some_invalid_words,['corting'],False,corter weaver,corting weaver
