Year,County,Sex,Occupation_String,Occode,HISCO_x,Count,HISCO_y,Occode_Desc,HISCO_Desc,complexity,standardized,category,confidence,needs_llm_check,confidence_reason,invalid_words,is_multiple_occupation,final_result
1861,LONDON,Male,officer of castoms,12,31090,1,20210,POOR LAW SERVICE,Government Administrator,,officer of castoms,other,0.54,True,unchanged_with_some_invalid_words,['castoms'],False,officer of customs
1861,LONDON,Male,tabacco pipe maker,738,94990,3,81190,TOBACCO PIPE AND SNUFF BOX MANUFACTURE,Other Cabinetmakers,,tabacco pipe maker,other,0.54,True,unchanged_with_some_invalid_words,['tabacco'],False,tobacco pipe maker
1861,DEVON,Male,co occupiar of farm,177,61400,1,21230,FARM - BAILIFFS STEWARDS FOREMEN,Farm Manager,,co occupiar of farm,other,0.54,True,unchanged_with_some_invalid_words,['occupiar'],False,cooccupier of farm
1861,YORKSHIRE WEST RIDING,Male,blackbers brewer,709,77820,1,77810,BREWERS,"Brewer, General",,blackbers brewer,food_drink,0.54,True,unchanged_with_some_invalid_words,['blackbers'],False,blackberry brewer
1861,DEVON,Male,smith h w dock yard,166,97120,1,97120,"STEVEDORES, WHARF AND DOCK LABOURERS",Docker,,smith h w dock yard,other,0.54,True,unchanged_with_some_invalid_words,"['h', 'w']",False,smith hw dock yard
1861,LEICESTERSHIRE,Male,formerly a publican,713,51020,1,51020,"INNKEEPERS, HOTEL KEEPERS AND PUBLICANS",Working Proprietor (Hotel and Restaurant),,formerly a publican,other,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly a publican
1861,WARWICKSHIRE,Male,cutter down sheet ironmill,458,63290,1,63290,"CORK, BARK-- CUTTER, WORKER",Other Forestry Workers,,cutter down sheet ironmill,other,0.54,True,unchanged_with_some_invalid_words,['ironmill'],False,cutter down sheet iron mill
1861,YORKSHIRE WEST RIDING,Male,flaxdresser foreman,724,87120,1,96950,WATERWORKS SERVICE,Water Treatment Plant Operator (Waterworks),moderate,flaxdresser foreman,other,0.54,True,unchanged_with_some_invalid_words,['flaxdresser'],False,flaxdresser foreman
1861,NORTHUMBERLAND,Male,apprentice engin works,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice engin works,other,0.54,True,unchanged_with_some_invalid_words,['engin'],False,apprentice engin works
1861,LONDON,Male,tobacoo brokers clark,759,49020,1,49020,PAWNBROKERS,Pawnbroker,,tobacoo brokers clark,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['tobacoo'],False,tobacco brokers clark
1861,LONDON,Male,porter in spitalfields maker,747,92900,1,16120,FIGURE AND IMAGE MAKERS NOT EARTHENWARE,Sculptor,,porter in spitalfields maker,transport_communication,0.54,True,unchanged_with_some_invalid_words,['spitalfields'],False,porter in spitalfields maker
1861,YORKSHIRE WEST RIDING,Female,stone delvery wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,stone delvery wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['delvery'],False,stone delivery wife
1861,GLOUCESTERSHIRE,Male,vicar ofbarrington,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,vicar ofbarrington,other,0.54,True,unchanged_with_some_invalid_words,['ofbarrington'],False,vicar ofbarrington
1861,SUSSEX,Male,formerly aman,105,56000,1,56010,"LAUNDRY WORKER: WASHER, IRONER, MANGLER, ETC. (NOT DOMESTIC)","Launderer,  General",,formerly aman,other,0.54,True,unchanged_with_some_invalid_words,['aman'],False,formerly aman worker
1861,LONDON,Male,formerly a farm laborer,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,formerly a farm laborer,agricultural,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly an agricultural labourer
1861,YORKSHIRE WEST RIDING,Female,milliners assitant,650,79320,1,79310,MILLINERS (NOT RETAIL - WORKSHOP/FACTORY),"Hat Maker, General",,milliners assitant,clothing_footwear,0.54,True,unchanged_with_some_invalid_words,['assitant'],False,milliners
1861,STAFFORDSHIRE,Male,serew forger,306,83890,6,83990,BOLT NUT RIVET AND SCREW MANUFACTURE,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,serew forger,other,0.54,True,unchanged_with_some_invalid_words,['serew'],False,serew forger
1861,STAFFORDSHIRE,Male,brickmaker laburer,464,89300,1,89242,"BRICK, PLAIN TILE, TERRA-COTTA--MAKER",Brick and Tile Moulder (Hand or Machine),moderate,brickmaker laburer,other,0.54,True,unchanged_with_some_invalid_words,['laburer'],False,brickmaker labourer
1861,LONDON,Male,police constable g,11,58220,1,58220,POLICE,Policeman and other Maintainers of Law and Order (except Military),,police constable g,public_service,0.54,True,unchanged_with_some_invalid_words,['g'],False,police constable
1861,LANCASHIRE,Male,apprentic to butcher,682,77310,1,77310,BUTCHERS AND MEAT SALESMEN,"Butcher, General",moderate,apprentic to butcher,food_drink,0.54,True,unchanged_with_some_invalid_words,['apprentic'],False,apprentice to butcher
1861,LEICESTERSHIRE,Female,glove hiltcher,671,41010,1,41025,GLOVE DEALERS,Working Proprietor (Wholesale or Retail Trade),,glove hiltcher,other,0.54,True,unchanged_with_some_invalid_words,['hiltcher'],False,glove dealer
1861,NOTTINGHAMSHIRE,Male,thread glose maker,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,thread glose maker,other,0.54,True,unchanged_with_some_invalid_words,['glose'],False,thread glaze maker
1861,NORTHUMBERLAND,Male,tob collector,63,19100,1,19190,"LIBRARIANS (LITERARY, SCIENTIFIC SOCIETY)","Other Librarians, Archivists and Curators",,tob collector,other,0.54,True,unchanged_with_some_invalid_words,['tob'],False,tob collector
1861,LANCASHIRE,Female,boot spindon,666,41010,1,41025,FOOTWEAR DEALERS,Working Proprietor (Wholesale or Retail Trade),,boot spindon,other,0.54,True,unchanged_with_some_invalid_words,['spindon'],False,boot spinner
1861,YORKSHIRE WEST RIDING,Male,card engine pleaner,255,83230,1,83240,PATTERNMAKERS (AGRICULTURAL MACHINE AND IMPLEMENT MAKING),Metal Pattern Maker (Foundry),moderate,card engine pleaner,other,0.54,True,unchanged_with_some_invalid_words,['pleaner'],False,card engine planner
1861,LANCASHIRE,Male,cotton bobben winder,550,75200,1,75415,COTTON & COTTON GOODS MANUFACTURE WINDING WARPING PROCESSES,Beam Warper,,cotton bobben winder,other,0.54,True,unchanged_with_some_invalid_words,['bobben'],False,cotton bobbin winder
1861,LANCASHIRE,Male,ginger beer manff,714,51050,1,51050,BEERSELLERS,"Working Proprietor  (Cafe, Bar and Snack Bar)",,ginger beer manff,other,0.54,True,unchanged_with_some_invalid_words,['manff'],False,ginger beer man
1861,LANCASHIRE,Male,caugh cleaner,110,55230,1,55230,WINDOW CLEANERS,Window Cleaner,,caugh cleaner,other,0.54,True,unchanged_with_some_invalid_words,['caugh'],False,cleaner
1861,LANCASHIRE,Female,cotton furtian cutter,556,79990,1,75000,FUSTIAN MANUFACTURE,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,cotton furtian cutter,other,0.54,True,unchanged_with_some_invalid_words,['furtian'],False,cotton fustian cutter
1861,LANCASHIRE,Female,small ware maker ap,509,80390,1,80390,"PARCHMENT, VELLUM - MAKER",Other Leather Goods Makers,,small ware maker ap,other,0.54,True,unchanged_with_some_invalid_words,['ap'],False,smallware maker ap
1861,LANCASHIRE,Female,cotton halfline piecer,549,75200,1,75220,COTTON & COTTON GOODS MANUFACTURE SPINNING PROCESSES,"Spinner, Thread and Yarn",,cotton halfline piecer,other,0.54,True,unchanged_with_some_invalid_words,['halfline'],False,cotton halfliner piecer
1861,LANCASHIRE,Female,travellar hawks,114,43090,1,43200,COMMERCIAL TRAVELLERS AND MANUFACTURERS' AGENTS,Commercial Travellers and Manufacturers Agents,,travellar hawks,other,0.54,True,unchanged_with_some_invalid_words,['travellar'],False,traveller hawks
1861,ESSEX,Female,rendors wife,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,rendors wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['rendors'],False,rendars wife
1861,GLAMORGANSHIRE,Female,potatoe huckster,698,41010,1,41030,GREENGROCERS FRUITERERS POTATO DEALERS,Working Proprietor (Retail Trade),,potatoe huckster,retail_trade,0.54,True,unchanged_with_some_invalid_words,['potatoe'],False,potato huckster
1861,MIDDLESEX,Male,nursery man employing g spen,183,61250,1,62730,"NURSERYMAN, SEEDSMAN, FLORIST",Nursery Worker,,nursery man employing g spen,domestic_service,0.54,True,unchanged_with_some_invalid_words,"['g', 'spen']",False,nurseryman employing g spen
1861,SURREY,Male,groucers shopman,497,41010,1,41025,OIL CAKE DEALERS,Working Proprietor (Wholesale or Retail Trade),,groucers shopman,other,0.54,True,unchanged_with_some_invalid_words,['groucers'],False,grocers shopman
1861,SHROPSHIRE,Female,formerly a domestic servant,84,54020,3,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,formerly a domestic servant,domestic_service,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly a domestic servant
1861,KENT,Female,labrs wife,788,99999,1,99999,WIVES AND OTHERS ENGAGED IN (OWN) HOUSEHOLD DUTIES,Unspecified worktitle or several titles,,labrs wife,family_dependent,0.54,True,unchanged_with_some_invalid_words,['labrs'],False,blacksmith wife
1861,STAFFORDSHIRE,Male,at a colling,776,99999,2,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,moderate,at a colling,other,0.54,True,unchanged_with_some_invalid_words,['a'],False,at a pension
1861,STAFFORDSHIRE,Female,propristor of house,796,99999,1,99999,"PRISONERS, REFORM SCHOOL INMATES ETC",Unspecified worktitle or several titles,,propristor of house,other,0.54,True,unchanged_with_some_invalid_words,['propristor'],False,proprietress of house
1861,LONDON,Male,war office temporey clerk,2,37020,1,37010,OTHER POST OFFICE OFFICERS AND CLERKS,"Mail Distribution Clerk, General",,war office temporey clerk,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['temporey'],False,war office temporary clerk
1861,LONDON,Male,sanitory inspector,13,58900,2,31090,"MUNICIPAL, PARISH, AND OTHER LOCAL OR COUNTY OFFICERS",Government Executive Officials Not Elsewhere Classified,,sanitory inspector,other,0.54,True,unchanged_with_some_invalid_words,['sanitory'],False,sanitary inspector
1861,LONDON,Male,and decorater,117,44330,1,3090,SURVEYORS (HOUSE AGENTS),Other Surveyors,,and decorater,other,0.54,True,unchanged_with_some_invalid_words,['decorater'],False,and decorator
1861,LONDON,Male,clerk curtons house agent,116,44330,1,44320,AUCTIONEERS APPRAISERS VALUERS HOUSE AGENTS,Auctioneer,,clerk curtons house agent,professional_clerical,0.54,True,unchanged_with_some_invalid_words,['curtons'],False,clerk of curtons house agent
1861,LONDON,Male,messenger on the l d p office,4,37040,1,37040,"POST OFFICE MESSENGERS, ETC",Messenger,,messenger on the l d p office,transport_communication,0.54,True,unchanged_with_some_invalid_words,"['l', 'd', 'p']",False,messenger on the ldp office
1861,DERBYSHIRE,Male,majistrate for the staffordshire bureau,428,21220,1,21240,CONTRACTORS: PUBLIC WORKS: SEWER DRAINAGE DOCK HARBOUR CANAL,Contractor,,majistrate for the staffordshire bureau,other,0.54,True,unchanged_with_some_invalid_words,"['majistrate', 'staffordshire']",False,magistrate for the derbyshire bureau
1861,HAMPSHIRE,Female,servant of medi clerk,6,20200,1,20210,OTHER CIVIL SERVICE OFFICERS AND CLERKS,Government Administrator,,servant of medi clerk,domestic_service,0.54,True,unchanged_with_some_invalid_words,['medi'],False,servant of mede clerk
1861,LINCOLNSHIRE,Male,apprentice to a hatter,651,79330,1,41030,HATTERS,Working Proprietor (Retail Trade),,apprentice to a hatter,clothing_footwear,0.54,True,unchanged_with_some_invalid_words,['a'],False,apprentice to a hatter
1861,SUFFOLK,Male,apprentice professon of music,76,17120,1,17145,"MUSICIAN, MUSIC MASTER, SINGER (NOT TEACHERS)",Singer,,apprentice professon of music,other,0.54,True,unchanged_with_some_invalid_words,['professon'],False,apprentice professor of music
1861,SUFFOLK,Male,ba curate ofst peter,28,14120,1,14120,"CLERGYMAN OF THE ESTABLISHED CHURCH  (CHURCH OF ENGLAND IN ENGLAND AND WALES, CHURCH OF SCOTLAND IN",Minister of Religion,,ba curate ofst peter,other,0.54,True,unchanged_with_some_invalid_words,['ofst'],False,curate of st peter
1861,CARNARVONSHIRE,Female,formerly a cook domestic,101,53101,1,53140,COOKS (DOMESTIC: NON-RESIDENT),"Cook, Private Service",complex,formerly a cook domestic,domestic_service,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly a domestic cook
1861,DURHAM,Male,formerly a shoemaker,663,80100,1,80110,SHOE AND BOOT MAKERS (AND REPAIRERS),"Shoemaker, General",,formerly a shoemaker,clothing_footwear,0.54,True,unchanged_with_some_invalid_words,['a'],False,formerly a shoemaker
1861,SHIPPING,Male,p engineer,443,84130,1,87310,REFRIGERATOR MAKER,"Sheet-Metal Worker, General",moderate,p engineer,other,0.54,True,unchanged_with_some_invalid_words,['p'],False,p engineer
1861,CAMBRIDGESHIRE,Female,gollege servant,84,54020,1,54020,OTHER DOMESTIC INDOOR SERVANTS -- UNDEFINED,House Servant,,gollege servant,domestic_service,0.54,True,unchanged_with_some_invalid_words,['gollege'],False,college servant
1861,CARNARVONSHIRE,Female,publican keeping a tavern,776,99999,1,99999,RECEIVING OLD AGE PENSION (OCCUPATION OR FORMER OCCUPATION NOT STATED),Unspecified worktitle or several titles,,publican keeping a tavern,other,0.54,True,unchanged_with_some_invalid_words,['a'],False,publican keeping a tavern
1861,WARWICKSHIRE,Male,farm  a emply  lab  boys,181,62110,1,62120,"AGRICULTURAL LABOURER, FARM SERVANT--NOT OTHERWISE DISTINGUISHED",Farm Servant,,farm a emply labourer boys,general_labour,0.6211339528513021,True,modification_poor_result,"['a', 'emply']",False,farm an employ labourer boys
1861,YORKSHIRE EAST RIDING,Male,chelsea out pensioner,773,58410,3,99999,ARMY PENSIONERS,Unspecified worktitle or several titles,,pensioner chelsea out,unemployed_seeking,0.6632047963804466,True,modification_poor_result,['chelsea'],False,chelsea out pensioner
1861,CHESHIRE,Male,barhouse apprentice,769,99150,1,99999,APPRENTICES,Unspecified worktitle or several titles,,apprentice barhouse,other,0.663447598649986,True,modification_poor_result,['barhouse'],False,barhouse apprentice
1861,DORSET,Male,chilsey pensioner,775,99999,1,99999,"PENSIONERS, SUPERANNUATED",Unspecified worktitle or several titles,,pensioner chilsey,unemployed_seeking,0.6637465343229157,True,modification_poor_result,['chilsey'],False,pensioner chilsey
1861,CAMBRIDGESHIRE,Male,hasler employing  assistant,283,3200,1,3200,TECHNICIANS (UNSPECIFIED),"Technician, Specialisation Unknown",,assistant hasler employing,other,0.6659207029470787,True,modification_poor_result,['hasler'],False,assistant hasler employing
1861,GLOUCESTERSHIRE,Male,commander r n retired,24,58430,1,58340,MEN OF THE NAVY (INC COASTGUARDS),Other Military Ranks,,retired commander r n,unemployed_seeking,0.6719593395844372,True,modification_poor_result,"['r', 'n']",False,retired commander
1861,LONDON,Male,gread  vitrna employing  boy,145,98550,1,97130,"VAN, ETC.---GUARD, BOY",Railway and Road Vehicle Loader,complex,boy gread vitrna employing,other,0.6770018848020918,True,modification_poor_result,"['gread', 'vitrna']",False,boy reader vending
1861,LONDON,Female,wife of wm ayres,789,99999,1,99999,WIVES ASSISTING GENERALLY IN THEIR HUSBANDS OCCUPATIONS (WIFE OF à),Unspecified worktitle or several titles,,of wm ayres wife,family_dependent,0.6777238344389566,True,modification_poor_result,"['wm', 'ayres']",False,wife of wm ayres
1861,SURREY,Male,farmer occuping  acres,173,61110,1,61110,"FARMER, GRAZIER",General Farmer,moderate,farmer occuping acres,agricultural,0.6903910480598322,True,modification_poor_result,['occuping'],False,farmer occupying acres
