record_id,original_hisco,enhanced_input,original_occupation,sex,county,count
184,53101,Male cook in Durham,cook,Male,DURHAM,6
185,62920,Male pigman in Durham,pigman,Male,DURHAM,3
186,79990,Female berlin wool dealer in Durham,berlin wool dealer,Female,DURHAM,2
187,80100,Male boot shoe maker employing man in Durham,boot shoe maker employing man,Male,DURHAM,2
188,99999,Male apprentice fathers in Durham,apprentice fathers,Male,DURHAM,2
189,99999,Male publicans son in Durham,publicans son,Male,DURHAM,2
190,54020,Female nurse and housemaid in Durham,nurse and housemaid,Female,DURHAM,1
191,20200,Male superannuated officer inland revenue in Durham,superannuated officer inland revenue,Male,DURHAM,1
192,3010,Male retired surveyor in Durham,retired surveyor,Male,DURHAM,1
193,41010,Male farmer horse dealer acres in Durham,farmer horse dealer acres,Male,DURHAM,1
194,98590,Male on setter at a coal mine in Durham,on setter at a coal mine,Male,DURHAM,1
195,37040,Male messenger in Durham,messenger,Male,DURHAM,1
196,61400,Male farm bailiff in Durham,farm bailiff,Male,DURHAM,1
197,71120,Male worker stone in coal miner in Durham,worker stone in coal miner,Male,DURHAM,1
198,81300,Male keepman in Durham,keepman,Male,DURHAM,1
199,95410,Male master joiner employing in Durham,master joiner employing,Male,DURHAM,1
200,3100,Male seamanmerchant in Durham,seamanmerchant,Male,DURHAM,1
201,21194,Male retired servant proprietor of houses in Durham,retired servant proprietor of houses,Male,DURHAM,1
202,80100,Male formerly a shoemaker in Durham,formerly a shoemaker,Male,DURHAM,1
203,51020,Male innkeeper and butcher in Durham,innkeeper and butcher,Male,DURHAM,1
204,94990,Male winder in Durham,winder,Male,DURHAM,1
205,79590,Female needle work in Essex,needle work,Female,ESSEX,12
206,63110,Male woodmen in Essex,woodmen,Male,ESSEX,6
207,99999,Female grazier wife in Essex,grazier wife,Female,ESSEX,4
208,41010,Male poultorer in Essex,poultorer,Male,ESSEX,3
209,49020,Male assistant broker in Essex,assistant broker,Male,ESSEX,3
210,99999,Female resident in Essex,resident,Female,ESSEX,2
211,58420,Female hampshire in Essex,hampshire,Female,ESSEX,1
212,61110,Female boy farmer acres men in Essex,boy farmer acres men,Female,ESSEX,1
213,99999,Female of organ builders and tuner wife in Essex,of organ builders and tuner wife,Female,ESSEX,1
214,99999,Female rendars wife in Essex,rendars wife,Female,ESSEX,1
215,31090,Male collector of rates and taxes in Essex,collector of rates and taxes,Male,ESSEX,1
216,39340,Male apprentice solicitor in Essex,apprentice solicitor,Male,ESSEX,1
217,98430,Male gate keeper on railway in Essex,gate keeper on railway,Male,ESSEX,1
218,37040,Male boy servant errand in Essex,boy servant errand,Male,ESSEX,1
219,61110,Male boy farmer farming acres employing men and in Essex,boy farmer farming acres employing men and,Male,ESSEX,1
220,85100,Male worker line in Essex,worker line,Male,ESSEX,1
221,51020,Male bookmaker and inn carer in Essex,bookmaker and inn carer,Male,ESSEX,1
222,22190,Male master cordwainer in Essex,master cordwainer,Male,ESSEX,1
223,99999,Male blacksmith empoling one son in Essex,blacksmith empoling one son,Male,ESSEX,1
224,89300,Female brick maker in Glamorganshire,brick maker,Female,GLAMORGANSHIRE,3
225,74390,Female filling in Glamorganshire,filling,Female,GLAMORGANSHIRE,1
226,21194,Female dress seller in Glamorganshire,dress seller,Female,GLAMORGANSHIRE,1
227,41010,Female potato huckster in Glamorganshire,potato huckster,Female,GLAMORGANSHIRE,1
228,99999,Female newspaper proprietor daughter in Glamorganshire,newspaper proprietor daughter,Female,GLAMORGANSHIRE,1
229,99999,Female proprietor of houses granddaughter in Glamorganshire,proprietor of houses granddaughter,Female,GLAMORGANSHIRE,1
230,39340,Male sole managing clerk in Glamorganshire,sole managing clerk,Male,GLAMORGANSHIRE,1
231,58500,Male late haullier out of work in Glamorganshire,late haullier out of work,Male,GLAMORGANSHIRE,1
232,24100,Male good superintendent railway in Glamorganshire,good superintendent railway,Male,GLAMORGANSHIRE,1
233,24100,Male railway servant in Glamorganshire,railway servant,Male,GLAMORGANSHIRE,1
234,97190,Male inspector of coals in Glamorganshire,inspector of coals,Male,GLAMORGANSHIRE,1
235,84130,Male locomotive fitter cleaner in Glamorganshire,locomotive fitter cleaner,Male,GLAMORGANSHIRE,1
236,89300,Male apprentice brick maker in Glamorganshire,apprentice brick maker,Male,GLAMORGANSHIRE,1
237,51050,Male chain maker beer house keeper in Glamorganshire,chain maker beer house keeper,Male,GLAMORGANSHIRE,1
238,22190,Male manufacturer in Glamorganshire,manufacturer,Male,GLAMORGANSHIRE,1
239,54020,Male farm servant in Gloucestershire,farm servant,Male,GLOUCESTERSHIRE,9
240,21290,Male road surveyor in Gloucestershire,road surveyor,Male,GLOUCESTERSHIRE,9
241,98550,Male carrier in Gloucestershire,carrier,Male,GLOUCESTERSHIRE,4
242,99999,Female woollen drapers daughter in Gloucestershire,woollen drapers daughter,Female,GLOUCESTERSHIRE,3
243,99999,Male plumber son in Gloucestershire,plumber son,Male,GLOUCESTERSHIRE,3
244,99999,Female magistrate in Gloucestershire,magistrate,Female,GLOUCESTERSHIRE,2
245,64990,Female marine keeper in Gloucestershire,marine keeper,Female,GLOUCESTERSHIRE,1
246,62430,Female shepherd in Gloucestershire,shepherd,Female,GLOUCESTERSHIRE,1
247,99999,Female of photographer artist wife in Gloucestershire,of photographer artist wife,Female,GLOUCESTERSHIRE,1
248,99999,Female police daughter in Gloucestershire,police daughter,Female,GLOUCESTERSHIRE,1
249,58430,Male retired commander in Gloucestershire,retired commander,Male,GLOUCESTERSHIRE,1
250,14120,Male rector of parish in Gloucestershire,rector of parish,Male,GLOUCESTERSHIRE,1
251,14120,Male vicar ofbarrington in Gloucestershire,vicar ofbarrington,Male,GLOUCESTERSHIRE,1
252,7990,Male master tramp ward in Gloucestershire,master tramp ward,Male,GLOUCESTERSHIRE,1
253,57040,Male bath in Gloucestershire,bath,Male,GLOUCESTERSHIRE,1
254,41010,Male wine merchant in Gloucestershire,wine merchant,Male,GLOUCESTERSHIRE,1
255,97130,Male porter provision market in Gloucestershire,porter provision market,Male,GLOUCESTERSHIRE,1
256,52030,Male retired steward in Gloucestershire,retired steward,Male,GLOUCESTERSHIRE,1
257,62113,Male farmers son in Gloucestershire,farmers son,Male,GLOUCESTERSHIRE,1
258,62710,Male gardener in Gloucestershire,gardener,Male,GLOUCESTERSHIRE,1
259,62710,Male master gardener in Gloucestershire,master gardener,Male,GLOUCESTERSHIRE,1
260,41015,Male coal dealer in Gloucestershire,coal dealer,Male,GLOUCESTERSHIRE,1
261,84300,Male labourer and shop keeper in Gloucestershire,labourer and shop keeper,Male,GLOUCESTERSHIRE,1
262,21290,Male road contractor employing men and boys in Gloucestershire,road contractor employing men and boys,Male,GLOUCESTERSHIRE,1
263,89120,Male formerly glass maker in Gloucestershire,formerly glass maker,Male,GLOUCESTERSHIRE,1
264,76140,Male currier foreman in Gloucestershire,currier foreman,Male,GLOUCESTERSHIRE,1
265,79930,Male umbrella crack maker in Gloucestershire,umbrella crack maker,Male,GLOUCESTERSHIRE,1
266,99999,Male retired gamekeeper in Gloucestershire,retired gamekeeper,Male,GLOUCESTERSHIRE,1
267,98200,Male marine artilleryman in Hampshire,marine artilleryman,Male,HAMPSHIRE,7
268,54020,Female housekeeper domestic servant in Hampshire,housekeeper domestic servant,Female,HAMPSHIRE,4
269,62110,Male labourer in farm in Hampshire,labourer in farm,Male,HAMPSHIRE,3
270,20200,Female servant of mede clerk in Hampshire,servant of mede clerk,Female,HAMPSHIRE,1
271,13200,Female master school in Hampshire,master school,Female,HAMPSHIRE,1
272,62420,Female dairy maid farm servant in Hampshire,dairy maid farm servant,Female,HAMPSHIRE,1
273,75700,Female apprentice ropemaker in Hampshire,apprentice ropemaker,Female,HAMPSHIRE,1
274,99999,Female coachmaker smiths small shop wife in Hampshire,coachmaker smiths small shop wife,Female,HAMPSHIRE,1
275,99999,Female servant for family in Hampshire,servant for family,Female,HAMPSHIRE,1
276,20200,Male east india company steward in Hampshire,east india company steward,Male,HAMPSHIRE,1
277,44330,Male late surveyor builder and brick forpottery in Hampshire,late surveyor builder and brick forpottery,Male,HAMPSHIRE,1
278,39310,Male merchant shipwright insurance broker in Hampshire,merchant shipwright insurance broker,Male,HAMPSHIRE,1
279,61110,Male inn keeper farmer in Hampshire,inn keeper farmer,Male,HAMPSHIRE,1
280,81120,Male cabinet in Hampshire,cabinet,Male,HAMPSHIRE,1
281,41010,Male shipman in Hampshire,shipman,Male,HAMPSHIRE,1
282,80320,Male boy saddler employing man in Hampshire,boy saddler employing man,Male,HAMPSHIRE,1
283,75700,Male rope maker royal navy in Hampshire,rope maker royal navy,Male,HAMPSHIRE,1
284,41010,Male mangler in Hampshire,mangler,Male,HAMPSHIRE,1
285,99999,Male farm laborer son in Hampshire,farm laborer son,Male,HAMPSHIRE,1
286,99999,Male retired from business in Hampshire,retired from business,Male,HAMPSHIRE,1
287,62460,Male agricultural labourer in Herefordshire,agricultural labourer,Male,HEREFORDSHIRE,17
288,62110,Female late farm servant in Herefordshire,late farm servant,Female,HEREFORDSHIRE,1
289,54020,Male gentlemans servant in Herefordshire,gentlemans servant,Male,HEREFORDSHIRE,1
290,95410,Male carpenter in Hertfordshire,carpenter,Male,HERTFORDSHIRE,4
291,99999,Male student in Hertfordshire,student,Male,HERTFORDSHIRE,2
292,43090,Female beerseller in Hertfordshire,beerseller,Female,HERTFORDSHIRE,1
293,12120,Male barrister at law in in Hertfordshire,barrister at law in,Male,HERTFORDSHIRE,1
294,17120,Male musician in Hertfordshire,musician,Male,HERTFORDSHIRE,1
295,83120,Male apprentice blacksmith labourer in Hertfordshire,apprentice blacksmith labourer,Male,HERTFORDSHIRE,1
296,79330,Male bonnet maker in Hertfordshire,bonnet maker,Male,HERTFORDSHIRE,1
297,75500,Male haberdasher in Hertfordshire,haberdasher,Male,HERTFORDSHIRE,1
298,51050,Male retired smith proprietor of house in Hertfordshire,retired smith proprietor of house,Male,HERTFORDSHIRE,1
299,99999,Female coal labourer wife in Huntingdonshire,coal labourer wife,Female,HUNTINGDONSHIRE,2
300,95330,Male butcher and farmer farm in Huntingdonshire,butcher and farmer farm,Male,HUNTINGDONSHIRE,1
301,72400,Male draperagent in Huntingdonshire,draperagent,Male,HUNTINGDONSHIRE,1
302,89300,Male brick maker employing men in Huntingdonshire,brick maker employing men,Male,HUNTINGDONSHIRE,1
303,99999,Male orphan in Huntingdonshire,orphan,Male,HUNTINGDONSHIRE,1
304,20200,Male captain h m indian service in Islands In The British Seas,captain h m indian service,Male,ISLANDS IN THE BRITISH SEAS,1
305,58420,Male retired commissary general army in Islands In The British Seas,retired commissary general army,Male,ISLANDS IN THE BRITISH SEAS,1
306,62460,Male late tide survey on superanate on list farming in Islands In The British Seas,late tide survey on superanate on list farming,Male,ISLANDS IN THE BRITISH SEAS,1
307,95410,Male master carpenter employing men and in Islands In The British Seas,master carpenter employing men and,Male,ISLANDS IN THE BRITISH SEAS,1
308,21194,Male librarian in Islands In The British Seas,librarian,Male,ISLANDS IN THE BRITISH SEAS,1
309,62110,Male agricultural labourer in Kent,agricultural labourer,Male,KENT,1826
310,62460,Male farm worker in Kent,farm worker,Male,KENT,33
311,95410,Male apprentice carpenter in Kent,apprentice carpenter,Male,KENT,20
312,54020,Female servant in Kent,servant,Female,KENT,15
313,56000,Female launder in Kent,launder,Female,KENT,13
314,79320,Female milliner in Kent,milliner,Female,KENT,6
315,95140,Male apprentice plasterer in Kent,apprentice plasterer,Male,KENT,3
316,99999,Female visiting in Kent,visiting,Female,KENT,2
317,58420,Male cn sergeant in the army in Kent,cn sergeant in the army,Male,KENT,2
318,98550,Male grocer carrier in Kent,grocer carrier,Male,KENT,2
319,61110,Male farmer of acres employing man in Kent,farmer of acres employing man,Male,KENT,2
320,54010,Female house servant in Kent,house servant,Female,KENT,1
321,99999,Female miller wife in Kent,miller wife,Female,KENT,1
322,99999,Female blacksmith wife in Kent,blacksmith wife,Female,KENT,1
323,99999,Female formerly publican wife in Kent,formerly publican wife,Female,KENT,1
